file,source,entity,comment_old,comment_new
dm_atm_ip_alt_identn-FMS.INVES.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Discretionary Investment Investor.Discretionary Investment Investor Code. Pair with Involved Party Id.,Lookup pair: Discretionary Investment Investor.Discretionary Investment Investor Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_INVES'.
dm_atm_ip_alt_identn-FMS.SECURITIES.yaml,FMS,Involved Party Alternative Identification,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_alt_identn-FMS.SECURITIES.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_alt_identn-FMS.TLProfiles.yaml,FMS,Involved Party Alternative Identification,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_ip_alt_identn-FMS.TLProfiles.yaml,FMS,Involved Party Alternative Identification,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Involved Party Id.,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_ivsm_fnd-FMS.FUNDS.yaml,FMS,Investment Fund,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ivsm_fnd-FMS.FUNDS.yaml,FMS,Investment Fund,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ivsm_fnd_ivsr_mbr-FMS.MBFUND.yaml,FMS,Investment Fund Investor Membership,FK target: Investment Fund.Investment Fund Id.,FK target: Investment Fund.Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_ivsr_mbr-FMS.MBFUND.yaml,FMS,Investment Fund Investor Membership,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id.,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_ivsr_mbr-FMS.MBFUND.yaml,FMS,Investment Fund Investor Membership,FK target: Discretionary Investment Investor.Discretionary Investment Investor Id.,FK target: Discretionary Investment Investor.Discretionary Investment Investor Id. Classification: Source System Code = 'FMS_INVES'.
dm_atm_ivsm_fnd_ivsr_mbr-FMS.MBFUND.yaml,FMS,Investment Fund Investor Membership,Lookup pair: Discretionary Investment Investor.Discretionary Investment Investor Code. Pair with Discretionary Investment Investor Id.,Lookup pair: Discretionary Investment Investor.Discretionary Investment Investor Code. Pair with Discretionary Investment Investor Id. Classification: Source System Code = 'FMS_INVES'.
dm_atm_ivsm_fnd_rprs_board_mbr-FMS.REPRESENT.yaml,FMS,Investment Fund Representative Board Member,FK target: Investment Fund.Investment Fund Id.,FK target: Investment Fund.Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_rprs_board_mbr-FMS.REPRESENT.yaml,FMS,Investment Fund Representative Board Member,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id.,Lookup pair: Investment Fund.Investment Fund Code. Pair with Investment Fund Id. Classification: Source System Code = 'FMS_FUNDS'.
dm_atm_ivsm_fnd_rprs_board_mbr-FMS.REPRESENT.yaml,FMS,Investment Fund Representative Board Member,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_ivsm_fnd_rprs_board_mbr-FMS.REPRESENT.yaml,FMS,Investment Fund Representative Board Member,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Fund Management Company Key Person Id.,Lookup pair: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Fund Management Company Key Person Id. Classification: Source System Code = 'FMS_TLProfiles'.
dm_atm_mbr_rtg-FMS.RANK.yaml,FMS,Member Rating,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_mbr_rtg-FMS.RANK.yaml,FMS,Member Rating,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_mbr_rtg-FMS.RANK.yaml,FMS,Member Rating,FK target: Member Rating Period.Member Rating Period Id.,FK target: Member Rating Period.Member Rating Period Id. Classification: Source System Code = 'FMS_RATINGPD'.
dm_atm_mbr_rtg-FMS.RANK.yaml,FMS,Member Rating,Lookup pair: Member Rating Period.Member Rating Period Code. Pair with Member Rating Period Id.,Lookup pair: Member Rating Period.Member Rating Period Code. Pair with Member Rating Period Id. Classification: Source System Code = 'FMS_RATINGPD'.
dm_atm_ip_elc_adr-FMS.BANKMONI.yaml,FMS,Involved Party Electronic Address,FK target: Custodian Bank.Custodian Bank Id.,"FK target: Custodian Bank.Custodian Bank Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_elc_adr-FMS.BANKMONI.yaml,FMS,Involved Party Electronic Address,Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id.,"Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_elc_adr-FMS.BANKMONI.yaml,FMS,Involved Party Electronic Address,FK target: Custodian Bank.Custodian Bank Id.,"FK target: Custodian Bank.Custodian Bank Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_elc_adr-FMS.BANKMONI.yaml,FMS,Involved Party Electronic Address,Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id.,"Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_elc_adr-FMS.BRANCHES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id.,"FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_elc_adr-FMS.BRANCHES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_elc_adr-FMS.BRANCHES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id.,"FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_elc_adr-FMS.BRANCHES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_elc_adr-FMS.FORBRCH.yaml,FMS,Involved Party Electronic Address,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_elc_adr-FMS.FORBRCH.yaml,FMS,Involved Party Electronic Address,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_elc_adr-FMS.FORBRCH.yaml,FMS,Involved Party Electronic Address,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id.,FK target: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_elc_adr-FMS.FORBRCH.yaml,FMS,Involved Party Electronic Address,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id.,Lookup pair: Foreign Fund Management Organization Unit.Foreign Fund Management Organization Unit Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_FORBRCH'.
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,FK target: Fund Management Company.Fund Management Company Id.,"FK target: Fund Management Company.Fund Management Company Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_elc_adr-FMS.SECURITIES.yaml,FMS,Involved Party Electronic Address,Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company.Fund Management Company Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_FUNDCOMPANY'"", ""Source System Code = 'FMS_SECURITIES'"", ""Source System Code = 'THANHTRA_DM_CONG_TY_QLQ'""]."
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,FK target: Fund Distribution Agent.Fund Distribution Agent Id.,FK target: Fund Distribution Agent.Fund Distribution Agent Id. Classification: Source System Code = 'FMS_AGENCIES'.
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Fund Distribution Agent.Fund Distribution Agent Code. Pair with Involved Party Id.,Lookup pair: Fund Distribution Agent.Fund Distribution Agent Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_AGENCIES'.
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,FK target: Fund Distribution Agent Organization Unit.Fund Distribution Agent Organization Unit Id.,FK target: Fund Distribution Agent Organization Unit.Fund Distribution Agent Organization Unit Id. Classification: Source System Code = 'FMS_AGENCIESBRA'.
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,Lookup pair: Fund Distribution Agent Organization Unit.Fund Distribution Agent Organization Unit Code. Pair with Involved Party Id.,Lookup pair: Fund Distribution Agent Organization Unit.Fund Distribution Agent Organization Unit Code. Pair with Involved Party Id. Classification: Source System Code = 'FMS_AGENCIESBRA'.
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.AGENCIESBRA.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,FK target: Custodian Bank.Custodian Bank Id.,"FK target: Custodian Bank.Custodian Bank Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id.,"Lookup pair: Custodian Bank.Custodian Bank Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BANKMONI'"", ""Source System Code = 'FMS_BANKMONI'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id.,"FK target: Geographic Area.Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BANKMONI.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Geographic Area Id. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id.,"FK target: Fund Management Company Organization Unit.Fund Management Company Organization Unit Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id.,"Lookup pair: Fund Management Company Organization Unit.Fund Management Company Organization Unit Code. Pair with Involved Party Id. Classification: [""Source System Code = 'FIMS_BRANCHS'"", ""Source System Code = 'FMS_BRANCHES'""]."
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH.,"FK target: Geographic Area.Geographic Area Id. Lookup: DM_TINH_THANH. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
dm_atm_ip_pst_adr-FMS.BRANCHES.yaml,FMS,Involved Party Postal Address,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS.,"Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id. // Text denormalized — provinces là reference data set chưa map vào shared Geographic Area trong scope IDS. Classification: [""Source System Code = 'ECAT_ECAT_01_Country'"", ""Source System Code = 'ECAT_ECAT_02_Region'"", ""Source System Code = 'ECAT_ECAT_03_ProvinceOld'"", ""Source System Code = 'ECAT_ECAT_04_Province'"", ""Source System Code = 'ECAT_ECAT_05_DistrictOld'"", ""Source System Code = 'ECAT_ECAT_06_WardOld'"", ""Source System Code = 'ECAT_ECAT_07_Ward'"", ""Source System Code = 'FIMS_NATIONAL'"", ""Source System Code = 'SCMS_DM_QUOC_TICH'"", ""Source System Code = 'SCMS_DM_TINH_THANH'""]."
