kpi_id,tab,nhom,kpi_name,tinh_chat,source_module,mart_table,mart_column,column_role,logic,ghi_chu
K_GSDC_60_YOY,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Phải thu — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_61,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Tiền và tương đương tiền (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_61_YOY,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Tiền TĐT — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_62,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Nợ / Vốn CSH (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_62_YOY,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Nợ/Vốn CSH — YoY,Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_79,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Ngành,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_80,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Tổng tài sản — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_81,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Nợ phải trả — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_82,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Vốn CSH — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_83,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Vốn điều lệ — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_84,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Lợi nhuận sau thuế — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_85,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,ROA — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_86,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,ROE — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_87,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Hàng tồn kho — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_88,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Doanh thu — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_89,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Lợi nhuận dồn tích YTD — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_90,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Phải thu — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_91,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Tiền và tương đương tiền — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_92,Giám sát Tổng hợp,Nhóm 17 - Tổng hợp chỉ tiêu tài chính theo sàn OTC,Nợ/Vốn CSH — theo ngành (OTC),Derived,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_93,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Mã báo cáo,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_94,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Tên báo cáo,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_95,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Mã chỉ tiêu dòng,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_96,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Tên chỉ tiêu dòng,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_97,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Mã chỉ tiêu cột,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_98,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Tên chỉ tiêu cột,Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_46,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Kỳ báo cáo (reuse từ Nhóm 6),Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_78,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Sàn giao dịch (reuse từ Nhóm 10),Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_63,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Danh mục ngành (reuse từ Nhóm 8),Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_7,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Mã CTĐC (reuse từ Nhóm 1),Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_8,Giám sát Tổng hợp,Nhóm 18 - Dữ liệu tài chính doanh nghiệp - Metadata BCTC,Tên CTĐC (reuse từ Nhóm 1),Slicer,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_99,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,A – Tài sản ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_100,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,I – Tiền và các khoản tương đương tiền,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_101,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Tiền,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_102,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Các khoản tương đương tiền,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_103,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,II – Đầu tư tài chính ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_104,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Chứng khoán kinh doanh,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_105,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Dự phòng giảm giá chứng khoán kinh doanh,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_106,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Đầu tư nắm giữ đến ngày đáo hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_107,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,III – Các khoản phải thu ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_108,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Phải thu ngắn hạn của khách hàng,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_109,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Trả trước cho người bán ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_110,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Phải thu nội bộ ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_111,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Phải thu theo tiến độ HĐXD,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_112,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Phải thu về cho vay ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_113,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,6. Phải thu ngắn hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_114,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,7. Dự phòng phải thu ngắn hạn khó đòi,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_115,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,8. Tài sản thiếu chờ xử lý,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_116,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,IV – Hàng tồn kho,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_117,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Hàng tồn kho,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_118,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Dự phòng giảm giá hàng tồn kho,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_119,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,V – Tài sản ngắn hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_120,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Chi phí trả trước ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_121,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Thuế GTGT được khấu trừ,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_122,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Thuế và các khoản khác phải thu Nhà nước,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_123,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Giao dịch mua bán lại trái phiếu CP,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_124,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Tài sản ngắn hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_125,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,B – Tài sản dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_126,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,I – Các khoản phải thu dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_127,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Phải thu dài hạn của khách hàng,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_128,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Trả trước cho người bán dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_129,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Vốn kinh doanh ở đơn vị trực thuộc,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_130,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Phải thu nội bộ dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_131,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Phải thu về cho vay dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_132,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,6. Phải thu dài hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_133,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,7. Dự phòng phải thu dài hạn khó đòi,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_134,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,II – Tài sản cố định,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_135,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. TSCĐ hữu hình — Nguyên giá,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_136,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. TSCĐ hữu hình — Giá trị còn lại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_137,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. TSCĐ hữu hình — Hao mòn lũy kế,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_138,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. TSCĐ thuê tài chính — Nguyên giá,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_139,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. TSCĐ thuê tài chính — Giá trị còn lại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_140,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. TSCĐ thuê tài chính — Hao mòn lũy kế,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_141,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. TSCĐ vô hình — Nguyên giá,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_142,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. TSCĐ vô hình — Giá trị còn lại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_143,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. TSCĐ vô hình — Hao mòn lũy kế,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_144,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,III – Bất động sản đầu tư — Nguyên giá,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_145,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,III – Bất động sản đầu tư — Giá trị còn lại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_146,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,III – Bất động sản đầu tư — Hao mòn lũy kế,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_147,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,IV – Tài sản dở dang dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_148,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Chi phí SXKD dở dang dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_149,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Chi phí xây dựng cơ bản dở dang,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_150,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,V – Đầu tư tài chính dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_151,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Đầu tư vào công ty con,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_152,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,"2. Đầu tư vào công ty liên doanh, liên kết",Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_153,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Đầu tư góp vốn vào đơn vị khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_154,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Dự phòng đầu tư tài chính dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_155,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Đầu tư nắm giữ đến ngày đáo hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_156,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,VI – Tài sản dài hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_157,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Chi phí trả trước dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_158,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Tài sản thuế thu nhập hoãn lại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_159,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_160,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Tài sản dài hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_161,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Lợi thế thương mại,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_162,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,Tổng cộng tài sản,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_163,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,C – Nợ phải trả,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_164,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,I – Nợ ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_165,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Phải trả người bán ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_166,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Người mua trả tiền trước ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_167,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Thuế và các khoản phải nộp Nhà nước,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_168,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Phải trả người lao động,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_169,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Chi phí phải trả ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_170,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,6. Phải trả nội bộ ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_171,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,7. Phải trả theo tiến độ HĐXD,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_172,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,8. Doanh thu chưa thực hiện ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_173,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,9. Phải trả ngắn hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_174,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,10. Vay và nợ thuê tài chính ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_175,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,11. Dự phòng phải trả ngắn hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_176,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,"12. Quỹ khen thưởng, phúc lợi",Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_177,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,13. Quỹ bình ổn giá,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_178,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,14. Giao dịch mua bán lại trái phiếu CP,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_179,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,II – Nợ dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_180,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,1. Phải trả người bán dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_181,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,2. Người mua trả tiền trước dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_182,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,3. Chi phí phải trả dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_183,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,4. Phải trả nội bộ về vốn kinh doanh,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_184,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,5. Phải trả nội bộ dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_185,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,6. Doanh thu chưa thực hiện dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_186,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,7. Phải trả dài hạn khác,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_187,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,8. Vay và nợ thuê tài chính dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_188,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,9. Trái phiếu chuyển đổi,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_189,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,10. Cổ phiếu ưu đãi,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_190,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,11. Thuế thu nhập hoãn lại phải trả,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_191,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,12. Dự phòng phải trả dài hạn,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
K_GSDC_192,Data Explorer: Dữ liệu tài chính doanh nghiệp,Nhóm 19 - DN thông thường - Bảng cân đối kế toán,13. Quỹ phát triển KH&CN,Base,GSDC,,,,,Pending - chưa thiết kế nguồn
