source,brd_id,table,functional_group,scope_status,scope_reason,table_meaning,notes,ba_email,steward_email
FMS,BRD-SRC-FMS-FACTOR,FACTOR,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FACTOR_SNAPSHOT,FACTOR_SNAPSHOT,FMS.6 Đánh giá xếp loại và cảnh báo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FG_BR_BUP,FG_BR_BUP,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FG_BR_HISTORY,FG_BR_HISTORY,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FG_BUSINESS,FG_BUSINESS,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FLAG_RUN_CF,FLAG_RUN_CF,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FMS_AGENT_MAPPING,FMS_AGENT_MAPPING,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FMS_INDICATOR_CATALOG,FMS_INDICATOR_CATALOG,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FMS_REFERENCE_CATALOG,FMS_REFERENCE_CATALOG,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FMS_SHEDLOCK,FMS_SHEDLOCK,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FOLDER,FOLDER,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FOR_BRCH,FOR_BRCH,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FTOR_SCALE,FTOR_SCALE,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUD_AG_AGT,FUD_AG_AGT,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUD_TAGT,FUD_TAGT,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUNDS,FUNDS,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUND_BUP,FUND_BUP,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUND_HISTORY,FUND_HISTORY,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUND_REPORT,FUND_REPORT,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUND_TL_PRO,FUND_TL_PRO,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-FUND_TYPE,FUND_TYPE,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-GROUPS,GROUPS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-GROUP_ROLES,GROUP_ROLES,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-GROUP_USERS,GROUP_USERS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-GRP_FACTOR,GRP_FACTOR,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-GUIDE_FILE,GUIDE_FILE,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSDER_RELA,INSDER_RELA,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSDER_RELA_CHG_LOG,INSDER_RELA_CHG_LOG,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSDER_RPRST,INSDER_RPRST,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSIDER,INSIDER,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSIDER_CHG_LOG,INSIDER_CHG_LOG,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSID_CHANGE,INSID_CHANGE,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSPECTION_PENALTY_DECISION,INSPECTION_PENALTY_DECISION,FMS.8 Kiểm toán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSPECTION_ROUND,INSPECTION_ROUND,FMS.8 Kiểm toán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INSPECTION_TARGET,INSPECTION_TARGET,FMS.8 Kiểm toán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INTEGRATION_CONFIG,INTEGRATION_CONFIG,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INVES,INVES,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INVES_ACC,INVES_ACC,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-INVES_REPORT,INVES_REPORT,FMS.4 Quỹ đầu tư chứng khoán,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-JOBS,JOBS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-JOB_TL_PRO,JOB_TL_PRO,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-JOB_TYPE,JOB_TYPE,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-LOCATION,LOCATION,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-LOG_CONVERT_DATA,LOG_CONVERT_DATA,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-LOG_CONVERT_DATA_2,LOG_CONVERT_DATA_2,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-MB_CHANGE,MB_CHANGE,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-MB_FUND,MB_FUND,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-MENUS,MENUS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-NATIONAL,NATIONAL,FMS.2 Danh mục dùng riêng,out_of_scope,Dữ liệu địa giới chuẩn hóa tại ECAT — không tự thiết kế Atomic entity (2026-07-10),,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-NOTIFICATION,NOTIFICATION,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-OFFERING,OFFERING,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-OFFERING_PLAN,OFFERING_PLAN,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-OTHER_AGENT,OTHER_AGENT,FMS.9 Đại lý và quỹ hưu trí,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-OTHER_AGENT_HISTORY,OTHER_AGENT_HISTORY,FMS.9 Đại lý và quỹ hưu trí,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PARA_WARN,PARA_WARN,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PAR_VALUE,PAR_VALUE,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PENSION_AGENT,PENSION_AGENT,FMS.9 Đại lý và quỹ hưu trí,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PENSION_AGENT_HISTORY,PENSION_AGENT_HISTORY,FMS.9 Đại lý và quỹ hưu trí,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PENSION_FUND,PENSION_FUND,FMS.9 Đại lý và quỹ hưu trí,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PENSION_PROVIDER,PENSION_PROVIDER,FMS.9 Đại lý và quỹ hưu trí,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-PENSION_PROVIDER_HISTORY,PENSION_PROVIDER_HISTORY,FMS.9 Đại lý và quỹ hưu trí,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RANK,RANK,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RATING_PD,RATING_PD,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RATING_PD_SNAPSHOT,RATING_PD_SNAPSHOT,FMS.6 Đánh giá xếp loại và cảnh báo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-REFRESH_TOKEN,REFRESH_TOKEN,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RELATION,RELATION,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-REPORT_ATTACHMENT,REPORT_ATTACHMENT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-REPORT_FILE,REPORT_FILE,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-REPRESENT,REPRESENT,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RNK_FACTOR,RNK_FACTOR,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RNK_FACT_HISTORY,RNK_FACT_HISTORY,FMS.6 Đánh giá xếp loại và cảnh báo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RNK_GR_FTOR,RNK_GR_FTOR,FMS.6 Đánh giá xếp loại và cảnh báo,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-ROLES,ROLES,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-ROLES_MENUS,ROLES_MENUS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_HTORY,RPT_HTORY,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_MB_HS,RPT_MB_HS,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_MEMBER,RPT_MEMBER,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_PD_SHT,RPT_PD_SHT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_PERIOD,RPT_PERIOD,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_PROCESS,RPT_PROCESS,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_TEMP,RPT_TEMP,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_TP_OUT,RPT_TP_OUT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-RPT_VALUES,RPT_VALUES,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SECURITIES,SECURITIES,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SECURITIES_REPORT,SECURITIES_REPORT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SEC_BUP,SEC_BUP,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SEC_BUSINESS,SEC_BUSINESS,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SEC_FUND_MANAGER,SEC_FUND_MANAGER,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SEC_HISTORY,SEC_HISTORY,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SELF_SET_PD,SELF_SET_PD,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SHEET,SHEET,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SHEET_CELL_CONFIG,SHEET_CELL_CONFIG,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SHEET_OUT,SHEET_OUT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SHEET_OUT_BAK_BMBCDR,SHEET_OUT_BAK_BMBCDR,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STAKE,STAKE,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STATUS,STATUS,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STF_FG_BRCH,STF_FG_BRCH,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STF_FG_BRCH_HISTORY,STF_FG_BRCH_HISTORY,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STF_REP_OFFICE_HISTORY,STF_REP_OFFICE_HISTORY,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-STOCKHOLDER_TYPE,STOCKHOLDER_TYPE,FMS.2 Danh mục dùng riêng,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-ST_TRGT_OUT,ST_TRGT_OUT,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SYS_EMAIL,SYS_EMAIL,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-SYS_VAR,SYS_VAR,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TABS_INFO,TABS_INFO,FMS.7 Tiện ích và hệ thống,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TL_PROFILES,TL_PROFILES,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TL_PRO_BUP,TL_PRO_BUP,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TL_PRO_RELA,TL_PRO_RELA,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TL_PR_HISTORY,TL_PR_HISTORY,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TOT_ST_TG,TOT_ST_TG,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TP_OUT_HTORY,TP_OUT_HTORY,FMS.5 Quản lý báo cáo,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TRANSFER_AGENT,TRANSFER_AGENT,FMS.9 Đại lý và quỹ hưu trí,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TRANSFER_AGENT_HISTORY,TRANSFER_AGENT_HISTORY,FMS.9 Đại lý và quỹ hưu trí,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TRANSFER_MBF,TRANSFER_MBF,FMS.4 Quỹ đầu tư chứng khoán,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TRS_FER_INDER,TRS_FER_INDER,FMS.3 Thông tin thành viên — Công ty QLQ,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-TRS_FER_INDER_CHG_LOG,TRS_FER_INDER_CHG_LOG,FMS.3 Thông tin thành viên — Công ty QLQ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-USERS,USERS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-USERS_MENUS,USERS_MENUS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-USER_RPT_I,USER_RPT_I,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-USER_RPT_O,USER_RPT_O,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-USER_SESSIONS,USER_SESSIONS,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-VIOLT,VIOLT,FMS.7 Tiện ích và hệ thống,in_scope,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
FMS,BRD-SRC-FMS-flyway_schema_history,flyway_schema_history,FMS.1 Quản trị phân hệ,pending,,,,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_CONFIG,ABNORMAL_REPORT_CONFIG,UID1.4 Quản lý báo cáo bất thường,in_scope,,Định nghĩa cấu trúc bảng cho từng loại báo cáo bất thường,Atomic entity: Abnormal Report Column Config — cấu trúc bảng dữ liệu cho từng biểu mẫu,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_DATA,ABNORMAL_REPORT_DATA,UID1.4 Quản lý báo cáo bất thường,in_scope,,Dữ liệu chi tiết báo cáo tổng hợp,Atomic entity: Abnormal Trading Report Row Data,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_FORM,ABNORMAL_REPORT_FORM,UID1.4 Quản lý báo cáo bất thường,in_scope,,Mỗi file Excel uploaded trong 1 submission,Atomic entity: Abnormal Trading Report Form — mỗi file Excel uploaded trong 1 submission,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_FORM_TEMPLATE,ABNORMAL_REPORT_FORM_TEMPLATE,UID1.4 Quản lý báo cáo bất thường,in_scope,,Tầng Biểu mẫu thành phần — định nghĩa từng file Excel bắt buộc trong 1 phụ lục,Atomic entity: Abnormal Report Form Template — định nghĩa từng file Excel bắt buộc trong 1 phụ lục báo cáo,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_MASTER,ABNORMAL_REPORT_MASTER,UID1.4 Quản lý báo cáo bất thường,in_scope,,Thông tin tổng hợp báo cáo bất thường khác nhau,Atomic entity: Abnormal Trading Report — thông tin tổng hợp báo cáo theo kỳ/theo yêu cầu,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ABNORMAL_REPORT_TEMPLATE,ABNORMAL_REPORT_TEMPLATE,UID1.4 Quản lý báo cáo bất thường,in_scope,,Danh sách các loại báo cáo bất thường,Atomic entity: Market Surveillance Abnormal Report Template — danh mục loại báo cáo bất thường (từ SGDCK/VSDC),huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_AUTHORIZATION,ACCOUNT_AUTHORIZATION,UID1.1 Quản lý tài khoản nhà đầu tư,in_scope,,Thông tin ủy quyền tài khoản,Atomic entity: Investor Trading Account Authorization,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_FINANCIAL_SERVICE,ACCOUNT_FINANCIAL_SERVICE,UID1.1 Quản lý tài khoản nhà đầu tư,in_scope,,Dịch vụ tài chính của tài khoản,Atomic entity: Investor Trading Account Financial Service (ký quỹ/ứng trước/HĐ khác),huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_GROUP,ACCOUNT_GROUP,UID1.1 Quản lý tài khoản nhà đầu tư,in_scope,,Nhóm tài khoản,Atomic entity: Account Investor Group — FK nullable tới CASE_FILE (tiềm ẩn circular dependency giữa Group và Case),huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_GROUP_HISTORY,ACCOUNT_GROUP_HISTORY,UID1.1 Quản lý tài khoản nhà đầu tư,out_of_scope,Audit Log nguồn — lịch sử thay đổi nhóm tài khoản,Lịch sử thay đổi nhóm tài khoản,,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_GROUP_MEMBER,ACCOUNT_GROUP_MEMBER,UID1.1 Quản lý tài khoản nhà đầu tư,in_scope,,Thành viên nhóm tài khoản,Atomic entity: Account Investor Group Member,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ACCOUNT_RELATIONSHIP,ACCOUNT_RELATIONSHIP,UID1.1 Quản lý tài khoản nhà đầu tư,in_scope,,Mối quan hệ giữa các tài khoản,"Atomic entity: Investor Account Relationship — quan hệ giữa 2 tài khoản (ACCOUNT_ID_1/_2), gắn với CATEGORY_ITEM (tiêu chí phân loại) và có thể gắn TRANSACTION_REVIEW",huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ANALYSIS_ACCOUNT_GROUP,ANALYSIS_ACCOUNT_GROUP,UID2.3 Thực thi và kết quả phân tích,in_scope,,Phân tích nhóm tài khoản,Atomic entity: Market Surveillance Account Group Analysis Result,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ANALYSIS_ACCOUNT_GROUP_MEMBER,ANALYSIS_ACCOUNT_GROUP_MEMBER,UID2.3 Thực thi và kết quả phân tích,in_scope,,Lịch sử thay đổi nhóm tài khoản,Atomic entity: Market Surveillance Account Group Member Analysis Result,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ANALYSIS_ACCOUNT_RELATIONSHIP,ANALYSIS_ACCOUNT_RELATIONSHIP,UID2.3 Thực thi và kết quả phân tích,in_scope,,Phân tích mối quan hệ giữa các tài khoản nghi vấn,Atomic entity: Market Surveillance Account Relationship Analysis Result,huy.pham@fssc.com.vn,username@ubck.com.vn
GSGD,BRD-SRC-GSGD-ANALYSIS_ATTRIBUTE_DEFINE,ANALYSIS_ATTRIBUTE_DEFINE,UID2.2 Tiêu chí và tham số phân tích,in_scope,,Định nghĩa tiêu chí/công thức phân tích vụ việc,Atomic entity: Market Surveillance Analysis Criterion,huy.pham@fssc.com.vn,username@ubck.com.vn
