bpi_term_id,dimension_id,dimension_name,dimension_tags,bcv_category_id
ca88bdc3-6356-4620-91de-8c576f82d786,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
ca88bdc3-6356-4620-91de-8c576f82d786,6b145247-48a4-49a4-af3a-315e79cad3b1,Transaction Life Cycle Status Reason,property,6462bcb0-3560-48d5-9f4e-406e8375074a
ca88bdc3-6356-4620-91de-8c576f82d786,6ffbf272-aecd-4fe9-afa9-d0207f257f1a,Fee Type,property,a8fe79a1-0f42-4423-adca-3994493a78b3
ca88bdc3-6356-4620-91de-8c576f82d786,7fddc7a1-93c5-4fe6-bce0-b10708df2bf1,Clearing Institution,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ca88bdc3-6356-4620-91de-8c576f82d786,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
ca88bdc3-6356-4620-91de-8c576f82d786,a204f499-34cc-4b44-8761-5da2ba8eac0d,Payment Service Arrangement,concept,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
ca88bdc3-6356-4620-91de-8c576f82d786,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
ca88bdc3-6356-4620-91de-8c576f82d786,a91de06b-42b2-4b3b-bb01-02dea0f664dd,Payment Method,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ca88bdc3-6356-4620-91de-8c576f82d786,c4ba4992-8ff1-4f52-859c-6f95cab06510,Customer,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ca88bdc3-6356-4620-91de-8c576f82d786,cbf043e2-e1d2-4ca1-98a1-dfa667f29551,Event Life Cycle Status,property,87b6800b-17a7-4359-8a07-42af3b0e5f54
ca88bdc3-6356-4620-91de-8c576f82d786,d0fca3ce-7114-49e0-a5a0-a6d964e0fef4,Payment Service Provider,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ca88bdc3-6356-4620-91de-8c576f82d786,d646f225-d18e-465a-960c-78658e8f267a,Business Activity Life Cycle Status Reason,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
d0771278-a374-4c45-b4d0-4457975080e0,12d6d286-9b7c-4e88-8af2-87840f226fd3,Postal Address,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
d0771278-a374-4c45-b4d0-4457975080e0,231894d6-930e-43bf-ab1d-7d3c7599a853,Business Activity Occurrence Channel,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
d0771278-a374-4c45-b4d0-4457975080e0,2e70033b-b7ae-465e-850f-582e9dbc8b84,Payment Service Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
d0771278-a374-4c45-b4d0-4457975080e0,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
d0771278-a374-4c45-b4d0-4457975080e0,4e25862f-9599-40f7-bd4c-0d810fbf6c5b,Communication Message Standard,property,8d9d994c-aa77-4692-8f6b-d314a5221237
d0771278-a374-4c45-b4d0-4457975080e0,75438474-6b0b-4ea3-8631-9c405aaf7d70,First Financial Institution,property,6462bcb0-3560-48d5-9f4e-406e8375074a
d0771278-a374-4c45-b4d0-4457975080e0,7fddc7a1-93c5-4fe6-bce0-b10708df2bf1,Clearing Institution,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
d0771278-a374-4c45-b4d0-4457975080e0,839972f3-8540-4a2b-8e94-13981f7498e5,Payment Transfer Regulatory Group Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
d0771278-a374-4c45-b4d0-4457975080e0,88105043-4ee9-4ae4-95ae-9034cab926a0,Organization Unit,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
d0771278-a374-4c45-b4d0-4457975080e0,a68cda81-8b95-4d94-a12e-cecade6435bb,Payment Currency,property,6462bcb0-3560-48d5-9f4e-406e8375074a
d0771278-a374-4c45-b4d0-4457975080e0,aaf03228-a14c-4c8c-9293-fa8108af4f8f,Allocation Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
d0771278-a374-4c45-b4d0-4457975080e0,b12bb5b6-b54d-4bb7-aeb6-1b9d13010b76,Reporting Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
d0771278-a374-4c45-b4d0-4457975080e0,ce3fcf7e-8094-43ce-acb3-84d28a310594,Payment Collection Service Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
d0771278-a374-4c45-b4d0-4457975080e0,ed164247-f783-472b-8e6c-a2243232998e,Origin Financial Institution,property,6462bcb0-3560-48d5-9f4e-406e8375074a
daa43a2a-a1ec-468c-84d8-2f947558202a,2e70033b-b7ae-465e-850f-582e9dbc8b84,Payment Service Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
daa43a2a-a1ec-468c-84d8-2f947558202a,476f08f8-bf69-4f90-b52d-7e8f799b2c0f,Minute Of Hour,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,4e4cd2c8-085f-4643-a69b-c8a778a7f39c,Organization Industry Classification,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
daa43a2a-a1ec-468c-84d8-2f947558202a,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
daa43a2a-a1ec-468c-84d8-2f947558202a,6244d547-980f-4fda-8d83-b01db97b7e0e,Hour Of Day,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,6ffbf272-aecd-4fe9-afa9-d0207f257f1a,Fee Type,property,a8fe79a1-0f42-4423-adca-3994493a78b3
daa43a2a-a1ec-468c-84d8-2f947558202a,94810760-6386-49c4-8e13-6ca73e290745,Payment Service Level Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
daa43a2a-a1ec-468c-84d8-2f947558202a,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
daa43a2a-a1ec-468c-84d8-2f947558202a,a204f499-34cc-4b44-8761-5da2ba8eac0d,Payment Service Arrangement,concept,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
daa43a2a-a1ec-468c-84d8-2f947558202a,a2f49b41-d341-4ce2-9e03-98bc55ddd6e1,Correspondent,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
daa43a2a-a1ec-468c-84d8-2f947558202a,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,a91de06b-42b2-4b3b-bb01-02dea0f664dd,Payment Method,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,ac4ef702-6c5c-4e1a-9810-73b240be7116,Second Of Minute,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
daa43a2a-a1ec-468c-84d8-2f947558202a,c41aeaf3-805f-422c-8125-2ddacbf68e07,Payment Service Provider Type,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
daa43a2a-a1ec-468c-84d8-2f947558202a,cdbe0a2b-7a0d-465b-a62b-f26334574797,Payment Direction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
daa43a2a-a1ec-468c-84d8-2f947558202a,d0fca3ce-7114-49e0-a5a0-a6d964e0fef4,Payment Service Provider,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
daa43a2a-a1ec-468c-84d8-2f947558202a,e56aa4dd-4d89-46b3-ae11-e7899d83ceac,Channel,concept,8a72919e-8c40-4a73-b190-4803deb2160d
daa43a2a-a1ec-468c-84d8-2f947558202a,e722446c-3769-4ad9-8307-eba6a5268214,Payment Transaction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
daa43a2a-a1ec-468c-84d8-2f947558202a,fff514ae-f162-4a64-9286-9d49805fe3b9,Transaction Intermediary,property,6462bcb0-3560-48d5-9f4e-406e8375074a
de1f2932-0c0b-4563-9866-bb2b8729e7d0,0f744934-beec-464b-9e59-72e6e1a28acb,Organization Debt Level Segment,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
de1f2932-0c0b-4563-9866-bb2b8729e7d0,1a4511ac-ec95-42c2-9646-2ae85a38b63d,Organization Purpose,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
de1f2932-0c0b-4563-9866-bb2b8729e7d0,212fd5a7-f8da-48b2-b101-2cfc198a6188,Transaction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
de1f2932-0c0b-4563-9866-bb2b8729e7d0,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
de1f2932-0c0b-4563-9866-bb2b8729e7d0,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
de1f2932-0c0b-4563-9866-bb2b8729e7d0,587ab86e-50e7-4019-905b-39aecbac24c8,Industry Classification,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
de1f2932-0c0b-4563-9866-bb2b8729e7d0,6ffbf272-aecd-4fe9-afa9-d0207f257f1a,Fee Type,property,a8fe79a1-0f42-4423-adca-3994493a78b3
de1f2932-0c0b-4563-9866-bb2b8729e7d0,7ea186f5-c71f-48bf-9658-fcb87d687eb5,Payment Transaction Reason,property,6462bcb0-3560-48d5-9f4e-406e8375074a
de1f2932-0c0b-4563-9866-bb2b8729e7d0,7faa6d55-5d59-46ea-a903-18c05ea07c64,Merchant,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
de1f2932-0c0b-4563-9866-bb2b8729e7d0,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
de1f2932-0c0b-4563-9866-bb2b8729e7d0,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
de1f2932-0c0b-4563-9866-bb2b8729e7d0,a1c40547-cadc-4bdc-be47-c2f2913b6789,Transaction Initiator Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
de1f2932-0c0b-4563-9866-bb2b8729e7d0,be2b724b-4339-466a-9360-3cabe3f2f84b,Merchant Primary Operating Channel,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
de1f2932-0c0b-4563-9866-bb2b8729e7d0,d9397cf7-eb9f-4473-9f43-b7b9963a8ca7,Organization Turnover Segment,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
de1f2932-0c0b-4563-9866-bb2b8729e7d0,e72b97bc-49cd-445c-bb90-c188c6f9351a,Transaction Book Effect,property,6462bcb0-3560-48d5-9f4e-406e8375074a
de1f2932-0c0b-4563-9866-bb2b8729e7d0,ec3af0d7-e6de-4bc6-8bf3-9c7dde4e9123,Business Longevity Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
ea5be036-8cd8-4eea-ac20-290425245841,231894d6-930e-43bf-ab1d-7d3c7599a853,Business Activity Occurrence Channel,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
ea5be036-8cd8-4eea-ac20-290425245841,476f08f8-bf69-4f90-b52d-7e8f799b2c0f,Minute Of Hour,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,4e6b1f78-3e93-4b0a-89c3-829145cebf0f,Complaint Type,property,8d9d994c-aa77-4692-8f6b-d314a5221237
ea5be036-8cd8-4eea-ac20-290425245841,6244d547-980f-4fda-8d83-b01db97b7e0e,Hour Of Day,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,6b145247-48a4-49a4-af3a-315e79cad3b1,Transaction Life Cycle Status Reason,property,6462bcb0-3560-48d5-9f4e-406e8375074a
ea5be036-8cd8-4eea-ac20-290425245841,7ea186f5-c71f-48bf-9658-fcb87d687eb5,Payment Transaction Reason,property,6462bcb0-3560-48d5-9f4e-406e8375074a
ea5be036-8cd8-4eea-ac20-290425245841,7fddc7a1-93c5-4fe6-bce0-b10708df2bf1,Clearing Institution,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ea5be036-8cd8-4eea-ac20-290425245841,88105043-4ee9-4ae4-95ae-9034cab926a0,Organization Unit,concept,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ea5be036-8cd8-4eea-ac20-290425245841,94810760-6386-49c4-8e13-6ca73e290745,Payment Service Level Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
ea5be036-8cd8-4eea-ac20-290425245841,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
ea5be036-8cd8-4eea-ac20-290425245841,a204f499-34cc-4b44-8761-5da2ba8eac0d,Payment Service Arrangement,concept,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
ea5be036-8cd8-4eea-ac20-290425245841,a91de06b-42b2-4b3b-bb01-02dea0f664dd,Payment Method,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,ac4ef702-6c5c-4e1a-9810-73b240be7116,Second Of Minute,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,c4ba4992-8ff1-4f52-859c-6f95cab06510,Customer,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ea5be036-8cd8-4eea-ac20-290425245841,cdbe0a2b-7a0d-465b-a62b-f26334574797,Payment Direction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
ea5be036-8cd8-4eea-ac20-290425245841,d0fca3ce-7114-49e0-a5a0-a6d964e0fef4,Payment Service Provider,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
ea5be036-8cd8-4eea-ac20-290425245841,d646f225-d18e-465a-960c-78658e8f267a,Business Activity Life Cycle Status Reason,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
ea5be036-8cd8-4eea-ac20-290425245841,d85313fb-df1e-4cac-b31b-6943e5f021eb,Impact Type,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
ea5be036-8cd8-4eea-ac20-290425245841,e722446c-3769-4ad9-8307-eba6a5268214,Payment Transaction Type,property,6462bcb0-3560-48d5-9f4e-406e8375074a
fa0fe9c8-37bd-46c1-87d1-0cd6d72ee2ee,4e25862f-9599-40f7-bd4c-0d810fbf6c5b,Communication Message Standard,property,8d9d994c-aa77-4692-8f6b-d314a5221237
fa0fe9c8-37bd-46c1-87d1-0cd6d72ee2ee,75438474-6b0b-4ea3-8631-9c405aaf7d70,First Financial Institution,property,6462bcb0-3560-48d5-9f4e-406e8375074a
fa0fe9c8-37bd-46c1-87d1-0cd6d72ee2ee,839972f3-8540-4a2b-8e94-13981f7498e5,Payment Transfer Regulatory Group Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
fa0fe9c8-37bd-46c1-87d1-0cd6d72ee2ee,b12bb5b6-b54d-4bb7-aeb6-1b9d13010b76,Reporting Currency,role,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,064ec6dc-d2e5-4956-9344-960470fd825d,Currency Locale,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
05cd1eea-862a-45b6-afbf-eabd0a684f43,24f3b90e-8e3c-47cf-ae37-63fa233f99b7,Arrangement Life Cycle Status Reason,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
05cd1eea-862a-45b6-afbf-eabd0a684f43,2c920186-bc0f-42c1-a223-24a285ebe545,Currency Zone,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,30f2201e-14ec-41d4-a9ce-02df271f57a6,Currency Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,32b9128d-c2da-4269-b230-6bf8a594dc9b,Involved Party Income Segment Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,41ba810a-fccd-4f6d-b38a-d87e7a84c671,Currency Convertibility,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,71fd090e-e488-4057-b85d-45b225ae6bd5,Communication Form,property,8d9d994c-aa77-4692-8f6b-d314a5221237
05cd1eea-862a-45b6-afbf-eabd0a684f43,7433ef19-6bb1-4eea-991f-e574677ce330,Organization Unit Function,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
05cd1eea-862a-45b6-afbf-eabd0a684f43,79ac3a67-b009-4b35-9ad3-1d961078d1e6,Destination Financial Institution,property,6462bcb0-3560-48d5-9f4e-406e8375074a
05cd1eea-862a-45b6-afbf-eabd0a684f43,8a14c947-e699-4e39-a09e-e6e4ce43af39,Currency Risk Rating,concept,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
05cd1eea-862a-45b6-afbf-eabd0a684f43,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
05cd1eea-862a-45b6-afbf-eabd0a684f43,9e4b746e-b2b7-4630-8d78-24db1973fcf9,Customer Relationship Life Cycle Status,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
05cd1eea-862a-45b6-afbf-eabd0a684f43,a8979a11-b271-4843-a0d7-cc46cfe3e579,Currency,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
05cd1eea-862a-45b6-afbf-eabd0a684f43,adf8af3a-422c-4239-9e1a-349ff7132c10,Customer Relationship Age Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,c4ba4992-8ff1-4f52-859c-6f95cab06510,Customer,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
05cd1eea-862a-45b6-afbf-eabd0a684f43,cbafb932-767d-418c-ab09-ce644ff64971,Line Of Business,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
05cd1eea-862a-45b6-afbf-eabd0a684f43,d1df5842-f297-46e9-85be-c6c1b03b00b0,Individual Age Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
05cd1eea-862a-45b6-afbf-eabd0a684f43,d9397cf7-eb9f-4473-9f43-b7b9963a8ca7,Organization Turnover Segment,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
05cd1eea-862a-45b6-afbf-eabd0a684f43,e56aa4dd-4d89-46b3-ae11-e7899d83ceac,Channel,concept,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
0efd40db-c6a6-4b8c-87e2-30c793c7da02,32b9128d-c2da-4269-b230-6bf8a594dc9b,Involved Party Income Segment Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,34074ab9-97c8-4654-9330-60839b8bb565,Household Income Range,property,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,39e05375-4568-4b0a-b42f-307b2e9cbd9b,Individual Pursuit,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
0efd40db-c6a6-4b8c-87e2-30c793c7da02,3d451b3b-7fef-45dd-83d5-bb866541549e,Individual Health Status,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
0efd40db-c6a6-4b8c-87e2-30c793c7da02,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
0efd40db-c6a6-4b8c-87e2-30c793c7da02,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,7c988e09-fe62-4d40-95bf-0247430e4721,Competitive Win Status,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
0efd40db-c6a6-4b8c-87e2-30c793c7da02,82d8f2bf-1c39-4125-b114-7c65467d2ce3,Socio Economic Category,concept,8a72919e-8c40-4a73-b190-4803deb2160d
0efd40db-c6a6-4b8c-87e2-30c793c7da02,9dc77405-8721-41fb-aa3b-b7850198fadd,Location,concept,0dd20f21-d0ec-4ae8-a02c-4cd17716f413
0efd40db-c6a6-4b8c-87e2-30c793c7da02,9e4b746e-b2b7-4630-8d78-24db1973fcf9,Customer Relationship Life Cycle Status,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
0efd40db-c6a6-4b8c-87e2-30c793c7da02,a1ae7817-0acf-48bc-8502-fcd8ec22e58b,Campaign Type,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
0efd40db-c6a6-4b8c-87e2-30c793c7da02,d1df5842-f297-46e9-85be-c6c1b03b00b0,Individual Age Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,1d7cf388-2775-4680-815a-02bfa2542917,Data Subject,role,54b9bd8a-ddfb-4512-8d46-e26d2926981e
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,231894d6-930e-43bf-ab1d-7d3c7599a853,Business Activity Occurrence Channel,property,e67ef71d-697b-47ae-aa96-6f24a6b01c3c
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,23614ae6-8ef7-4d77-9811-9f1276e37df0,Data Processing Request Type,property,8d9d994c-aa77-4692-8f6b-d314a5221237
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,2a07e6ff-af18-4bd8-a3f2-75db2c586a67,Event Data Subject,property,87b6800b-17a7-4359-8a07-42af3b0e5f54
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,5926538d-9444-4c3e-8513-0216c7f1d48a,Personal Data Type,property,693a94a1-1c02-4a34-8cde-b45fcbb97626
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,751cc18f-0199-41a1-86fb-1e7c12721374,Communication Requesting Involved Party,property,8d9d994c-aa77-4692-8f6b-d314a5221237
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,978a894d-518c-4f76-bfe0-d5202e2e1a1f,Accounting Unit Balance Time Status,property,e1150d1a-f8ce-4943-a8c9-3959159af5ba
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,a761a169-9d64-4f0a-98b8-40c5cf9c9830,Data Subject Group,concept,8a72919e-8c40-4a73-b190-4803deb2160d
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,ae1faaa5-1332-4bd2-a970-1beb1af3fbd0,Communication Data Subject,property,8d9d994c-aa77-4692-8f6b-d314a5221237
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,b916b013-37cc-457b-8c5f-e63c499fea77,Request Response Type,property,8d9d994c-aa77-4692-8f6b-d314a5221237
1c95e1bf-fa34-4899-a88b-0f0ef089abfd,ed0784de-1267-4544-ae8a-a5850c3a0ccf,Communication Owner,property,8d9d994c-aa77-4692-8f6b-d314a5221237
263c3949-ee08-4873-8198-7c4e1aec05db,0790ff32-0ca2-499c-8310-93772c1ffff6,Profession,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
263c3949-ee08-4873-8198-7c4e1aec05db,0c6f28ff-8e9f-49e4-b3e5-e46408a26e23,Product Type,property,ac40c15a-f09d-4ea5-83f2-00a29e43d080
263c3949-ee08-4873-8198-7c4e1aec05db,0ee9f463-94de-46a6-b951-d9ab265bf896,Arrangement Selection Reason,property,e7fc1b6a-cb8c-4d5a-b9be-1a7ea774d253
263c3949-ee08-4873-8198-7c4e1aec05db,31a31b98-514e-474a-9120-b9a8548c48ed,Individual Gender,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
263c3949-ee08-4873-8198-7c4e1aec05db,327a492d-31d6-4177-852f-b4bdb73b316a,Rent Per Month Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,34074ab9-97c8-4654-9330-60839b8bb565,Household Income Range,property,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,3506ea83-d2fc-4d1d-9563-47c8bda4dbb0,Channel Type,property,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,39e05375-4568-4b0a-b42f-307b2e9cbd9b,Individual Pursuit,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
263c3949-ee08-4873-8198-7c4e1aec05db,3d451b3b-7fef-45dd-83d5-bb866541549e,Individual Health Status,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
263c3949-ee08-4873-8198-7c4e1aec05db,4aa61531-2741-44d3-8133-9efc751d1404,Time Period,concept,693a94a1-1c02-4a34-8cde-b45fcbb97626
263c3949-ee08-4873-8198-7c4e1aec05db,57532bd2-99d3-43c1-a41d-e3f1e9248996,Customer Profitability Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,5bc4cbda-7b20-4ce3-ae6b-7b6af8968399,Customer Market Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,5cd11f53-fb08-47d6-9bde-96ec49c2f6a8,Individual Certification Type,property,54b9bd8a-ddfb-4512-8d46-e26d2926981e
263c3949-ee08-4873-8198-7c4e1aec05db,71fd090e-e488-4057-b85d-45b225ae6bd5,Communication Form,property,8d9d994c-aa77-4692-8f6b-d314a5221237
263c3949-ee08-4873-8198-7c4e1aec05db,82d8f2bf-1c39-4125-b114-7c65467d2ce3,Socio Economic Category,concept,8a72919e-8c40-4a73-b190-4803deb2160d
263c3949-ee08-4873-8198-7c4e1aec05db,9aceb395-6f0c-429e-94be-0690e538bf15,Continuity Of Address Segment,concept,8a72919e-8c40-4a73-b190-4803deb2160d
