id,source_category,source_term,relationship_type,target_category,target_term
1496,Arrangement,Arrangement Security Adequacy Segment Date,part_of,Arrangement,Account Facility Finance Service Arrangement
1497,Arrangement,Arrangement Security Adequacy Segment Date,part_of,Arrangement,Trading Account Arrangement
1498,Arrangement,Arrangement Alternative Identifier,part_of,Arrangement,Arrangement Alternative Identification
1499,Arrangement,Haircut For Insured Value,part_of,Arrangement,Insurance Arrangement
1500,Arrangement,Data Processing Consent Arrangement Type,part_of,Arrangement,Data Processing Consent Arrangement
1501,Arrangement,Netted Gross Positive Fair Value,part_of,Arrangement,Netting Arrangement
1502,Arrangement,Netted Gross Positive Fair Value,part_of,Risk Management,Credit Risk Mitigation Assessment
1503,Arrangement,Arrangement Involved Party Exposure Relationship Limit Condition Sequence Number,part_of,Arrangement,Arrangement Involved Party Exposure
1504,Arrangement,Arrangement Tracked By Accounting Unit,related,Accounting,Accounting Unit
1505,Arrangement,Arrangement Tracked By Accounting Unit,related,Arrangement,Arrangement
1506,Arrangement,Arrangement Interest Accounting Status,part_of,Arrangement,Finance Service Arrangement
1507,Arrangement,Arrangement Interest Accounting Status,part_of,Arrangement,Trading Account Arrangement
1508,Arrangement,Arrangement Interest Accounting Status,part_of,Arrangement,Settlement Account Arrangement
1509,Arrangement,Payment Option ARM At Origination Flag,part_of,Arrangement,Mortgage Arrangement
1510,Arrangement,Insurance Coverage Percent,part_of,Arrangement,Loan Arrangement
1511,Arrangement,Customer Arrangement Relationship Limit Condition,related,Condition,Arrangement Involved Party Relationship Limit
1512,Arrangement,Customer Arrangement Relationship Limit Condition,part_of,Arrangement,Customer Arrangement Relationship
1513,Arrangement,Renews Arrangement,related,Arrangement,Arrangement
1514,Arrangement,Renews Arrangement,part_of,Arrangement,Arrangement
1515,Arrangement,Arrangement Is Constituent Of Group Life Cycle Status Reason,part_of,Group,Group Contains Arrangement
1516,Arrangement,Loan Subsidy Type,part_of,Product,Term Loan
1517,Arrangement,Loan Subsidy Type,part_of,Arrangement,Loan Arrangement
1518,Arrangement,Total Funds Required,part_of,Arrangement,Financial Engineering Arrangement
1519,Arrangement,Total Funds Required,part_of,Asset & Liability Management,Structured Finance Analysis
1520,Arrangement,Arrangement Swap Provider,related,Involved Party,Involved Party
1521,Arrangement,Arrangement Swap Provider,part_of,Arrangement,Asset Securitization Arrangement
1522,Arrangement,Contractual Settlement Indicator,part_of,Arrangement,Settlement Arrangement
1523,Arrangement,Finance Service Interest Past Due Segment Date,part_of,Arrangement,Finance Service Arrangement
1524,Arrangement,Finance Service Interest Past Due Segment Date,part_of,Arrangement,Trading Account Arrangement
1525,Arrangement,Finance Service Interest Past Due Segment Date,part_of,Arrangement,Settlement Account Arrangement
1526,Arrangement,Property Arrangement Type,part_of,Arrangement,Property Arrangement
1527,Arrangement,Finance Service Restructure Status,part_of,Arrangement,Finance Service Arrangement
1528,Arrangement,Finance Service Restructure Status,part_of,Arrangement,Account Facility Finance Service Arrangement
1529,Arrangement,Notional Maturity Date,part_of,Arrangement,Arrangement
1530,Arrangement,Securitization Retention Type,part_of,Arrangement,Asset Securitization Arrangement
1531,Arrangement,Arrangement Post-Credit Event Valuation,part_of,Arrangement,Credit Derivative Arrangement
1532,Arrangement,Security Arrangement Revocable Indicator,part_of,Arrangement,Security Arrangement
1533,Arrangement,Pending Payment Level Threshold,part_of,Payments,Payment Service Reliability
1534,Arrangement,Pending Payment Level Threshold,part_of,Arrangement,Payment Service Arrangement
1535,Arrangement,Interest Only Period End Date,part_of,Arrangement,Loan Arrangement
1536,Arrangement,Next Compound Interest Date,part_of,Arrangement,Account Arrangement
1537,Arrangement,Property In Arrangement,related,Property,Property
1538,Arrangement,Property In Arrangement,part_of,Arrangement,Finance Service Arrangement
1539,Arrangement,Requested Base Loan Amount,part_of,Arrangement,Mortgage Arrangement
1540,Arrangement,Interest Accounting Flag,part_of,Arrangement,Finance Service Arrangement
1541,Arrangement,Interest Accounting Flag,part_of,Arrangement,Trading Account Arrangement
1542,Arrangement,Interest Accounting Flag,part_of,Arrangement,Settlement Account Arrangement
1543,Arrangement,Securitization First Loss Amount,part_of,Risk Management,Securitization Analysis
1544,Arrangement,Securitization First Loss Amount,part_of,Arrangement,Asset Securitization Arrangement
1545,Arrangement,Impaired Exposure Amount Securitized,part_of,Arrangement,Asset Securitization Arrangement
1546,Arrangement,Capital Charge Securitization Default Risk Amount,part_of,Risk Management,Securitization Analysis
1547,Arrangement,Capital Charge Securitization Default Risk Amount,part_of,Arrangement,Asset Securitization Arrangement
1548,Arrangement,Arrangement Product Basis,related,Product,Product
1549,Arrangement,Arrangement Product Basis,part_of,Arrangement,Product Arrangement
1550,Arrangement,Arrangement Qualifying Affiliate,related,Involved Party,Involved Party
1551,Arrangement,Arrangement Qualifying Affiliate,part_of,Arrangement,Arrangement
1552,Arrangement,Syndicate Participation Arrangement Type,part_of,Arrangement,Arrangement
1553,Arrangement,Cash Withdrawal Credit Limit,part_of,Arrangement,Credit Card Arrangement
1554,Arrangement,Arrangement Sponsor,related,Involved Party,Sponsor
1555,Arrangement,Arrangement Sponsor,part_of,Arrangement,Financial Instrument Arrangement
1556,Arrangement,Arrangement Sponsor,part_of,Arrangement,Investment Arrangement
1557,Arrangement,Payments Past Due Balance Amount,part_of,Arrangement,Finance Service Arrangement
1558,Arrangement,Estimated Liability For Retained Recourse Amount,part_of,Arrangement,Asset Securitization Arrangement
1559,Arrangement,Current Principal Balance,part_of,Arrangement,Asset Securitization Arrangement
1560,Arrangement,Loan Prepayments Amount,part_of,Arrangement,Loan Arrangement
1561,Arrangement,Loan Prepayments Amount,part_of,Arrangement,Asset Securitization Arrangement
1562,Arrangement,Amount Over Credit Limit,part_of,Arrangement,Finance Service Arrangement
1563,Arrangement,Amount Over Credit Limit,part_of,Risk Management,Individual Credit Assessment Analysis
1564,Arrangement,Last Overdrawn Date,part_of,Arrangement,Demand Deposit Arrangement
1565,Arrangement,Last Overdrawn Date,part_of,Arrangement,Line Of Credit Arrangement
1566,Arrangement,Arrangement Alternative Identifier End Date,part_of,Arrangement,Arrangement Alternative Identification
1567,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Financial Instrument Arrangement
1568,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Settlement Account Arrangement
1569,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Asset Securitization Arrangement
1570,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Finance Service Arrangement
1571,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Account Facility Finance Service Arrangement
1572,Arrangement,Arrangement Credit Risk Rating Date,part_of,Arrangement,Trading Account Arrangement
1573,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Financial Instrument Arrangement
1574,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Settlement Account Arrangement
1575,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Asset Securitization Arrangement
1576,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Finance Service Arrangement
1577,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Account Facility Finance Service Arrangement
1578,Arrangement,Credit Derivative Secured Arrangement Type,part_of,Arrangement,Trading Account Arrangement
1579,Arrangement,Cost of Credit Enhancement,part_of,Arrangement,Credit Enhancement Arrangement
1580,Arrangement,Share Of Loss Amount,part_of,Arrangement,Arrangement Involved Party Exposure
1581,Arrangement,Share Of Loss Amount,part_of,Arrangement,Customer Arrangement Relationship
1582,Arrangement,Share Of Loss Amount,part_of,Profitability,Islamic Banking Profitability Analysis
1583,Arrangement,Arrangement Regulatory Body,related,Involved Party,Regulatory Body
1584,Arrangement,Arrangement Regulatory Body,part_of,Arrangement,Arrangement
1585,Arrangement,Haircut Of Collateral Received,part_of,Risk Management,Available Unencumbered Assets
1586,Arrangement,Haircut Of Collateral Received,part_of,Arrangement,Collateral Arrangement
1587,Arrangement,Governed Arrangement,related,Arrangement,Arrangement
1588,Arrangement,Governed Arrangement,part_of,Business Direction,Business Process
1589,Arrangement,Governed Arrangement,part_of,Business Direction,Business Regulation
1590,Arrangement,Governed Arrangement,part_of,Business Direction,Business Plan
1591,Arrangement,Governed Arrangement,part_of,Business Direction,Business Policy
1592,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Financial Instrument Arrangement
1593,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Settlement Account Arrangement
1594,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Asset Securitization Arrangement
1595,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Finance Service Arrangement
1596,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Account Facility Finance Service Arrangement
1597,Arrangement,Arrangement Loan Loss Provision Reversal,part_of,Arrangement,Trading Account Arrangement
1598,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Financial Instrument Arrangement
1599,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Settlement Account Arrangement
1600,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Asset Securitization Arrangement
1601,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Finance Service Arrangement
1602,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Account Facility Finance Service Arrangement
1603,Arrangement,Arrangement Credit Risk Category Date,part_of,Arrangement,Trading Account Arrangement
1604,Arrangement,Arrangement Price Currency,related,Common,Currency
1605,Arrangement,Arrangement Price Currency,part_of,Arrangement,Arrangement
1606,Arrangement,Monthly Insurance Premium Amount,part_of,Arrangement,Insurance Arrangement
1607,Arrangement,Arrangement Employee,related,Involved Party,Employee
1608,Arrangement,Arrangement Employee,part_of,Arrangement,Employment Arrangement
1609,Arrangement,Last Outgoing Dishonored Check Date,part_of,Arrangement,Demand Deposit Arrangement
1610,Arrangement,Exposure Call Date,part_of,Arrangement,Asset Securitization Arrangement
1611,Arrangement,Arrangement Investor,related,Involved Party,Investor
1612,Arrangement,Arrangement Investor,part_of,Arrangement,Investment Arrangement
1613,Arrangement,Extrait Flag,part_of,Arrangement,Settlement Account Arrangement
1614,Arrangement,Arrangement Liquidity Provider,related,Involved Party,Organization
1615,Arrangement,Arrangement Liquidity Provider,part_of,Arrangement,Asset Securitization Arrangement
1616,Arrangement,Contract Terms Modification Date,part_of,Arrangement,Arrangement
1617,Arrangement,Arrangement Write Down Of Interest Receivable,part_of,Arrangement,Finance Service Arrangement
1618,Arrangement,Arrangement Write Down Of Interest Receivable,part_of,Arrangement,Trading Account Arrangement
1619,Arrangement,Arrangement Write Down Of Interest Receivable,part_of,Arrangement,Settlement Account Arrangement
1620,Arrangement,Order Of Default Type,part_of,Arrangement,Credit Derivative Arrangement
1621,Arrangement,Original Exposure Amount,part_of,Arrangement,Finance Service Arrangement
1622,Arrangement,Original Exposure Amount,part_of,Arrangement,Financial Instrument Arrangement
1623,Arrangement,Original Exposure Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
1624,Arrangement,Original Exposure Amount,part_of,Arrangement,Asset Securitization Arrangement
1625,Arrangement,Arrangement Credit Availability Status,part_of,Arrangement,Credit Facility Arrangement
1626,Arrangement,Arrangement Credit Availability Status,part_of,Arrangement,Account Facility Finance Service Arrangement
1627,Arrangement,Arrangement Credit Availability Status,part_of,Arrangement,Loan Arrangement
1628,Arrangement,First Disbursement Date,part_of,Arrangement,Loan Arrangement
1629,Arrangement,Number Of Months 30 Day Delinquency,part_of,Arrangement,Finance Service Arrangement
1630,Arrangement,Mortgage Loan Purpose,part_of,Arrangement,Mortgage Arrangement
1631,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Financial Instrument Arrangement
1632,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Settlement Account Arrangement
1633,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Asset Securitization Arrangement
1634,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Finance Service Arrangement
1635,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Account Facility Finance Service Arrangement
1636,Arrangement,Arrangement CRM Financial Collateral Adjusted Value (CVAM),part_of,Arrangement,Trading Account Arrangement
1637,Arrangement,Trading Account Arrangement,related,Transaction,Customer Trading Account Arrangement
1638,Arrangement,Loan Subsidy Type Date,part_of,Product,Term Loan
1639,Arrangement,Loan Subsidy Type Date,part_of,Arrangement,Loan Arrangement
1640,Arrangement,Restructure Delay Reason Date,part_of,Arrangement,Finance Service Arrangement
1641,Arrangement,Restructure Delay Reason Date,part_of,Arrangement,Account Facility Finance Service Arrangement
1642,Arrangement,Validating Involved Party,related,Involved Party,Individual
1643,Arrangement,Validating Involved Party,part_of,Arrangement,Arrangement
1644,Arrangement,Minimal Payment Threshold,part_of,Arrangement,Line Of Credit Arrangement
1645,Arrangement,Loan Officer Approval Limit,part_of,Arrangement,Loan Arrangement Loan Officer
1646,Arrangement,Loan Full Term Total Amount,part_of,Arrangement,Loan Arrangement
1647,Arrangement,Loan Full Term Total Amount,part_of,Arrangement,Asset Securitization Arrangement
1648,Arrangement,Arrangement Compliant Flag,part_of,Arrangement,Arrangement
1649,Arrangement,Total Underlying Exposures Outstanding Amount,part_of,Arrangement,Asset Securitization Arrangement
1650,Arrangement,Balance Transfer Out Amount,part_of,Arrangement,Credit Facility Arrangement
1651,Business Activity,Alternative Business Activity,related,Business Activity,Business Activity
1652,Business Activity,Alternative Business Activity,part_of,Business Activity,Business Activity
1653,Business Activity,Time To Resolve Data Processing Exception Threshold,part_of,Business Activity,Data Processing Activity
1654,Business Activity,Instigating Business Policy,related,Business Direction,Business Policy
1655,Business Activity,Instigating Business Policy,part_of,Business Activity,Business Activity
1656,Business Activity,Campaign Activity Target Group,related,Group,Customer Market Segment
1657,Business Activity,Campaign Activity Target Group,part_of,Business Activity,Campaign Activity
1658,Business Activity,Wholly Unconditional Date,part_of,Business Activity,Corporate Action
1659,Business Activity,Project Type,part_of,Business Activity,Project Activity
1660,Business Activity,Product Activity Scheduled Amount,part_of,Business Activity,Product Activity
1661,Business Activity,Business Activity Name,part_of,Business Activity,Business Activity
1662,Business Activity,Business Activity Authorized Executor,related,Involved Party,Involved Party
1663,Business Activity,Business Activity Authorized Executor,part_of,Business Activity,Business Activity
1664,Business Activity,Recurring Activity End Date,part_of,Business Activity,Documentation Activity
1665,Business Activity,Recurring Activity End Date,part_of,Business Activity,Arrangement Activity
1666,Business Activity,Recurring Activity End Date,part_of,Business Activity,Data Processing Activity
1667,Business Activity,Recurring Activity End Date,part_of,Business Activity,Property Activity
1668,Business Activity,Recurring Activity End Date,part_of,Business Activity,Product Activity
1669,Business Activity,Campaign Phase,part_of,Business Activity,Campaign Activity
1670,Business Activity,Redemption Activity Type,part_of,Business Activity,Maturity Payment Activity
1671,Business Activity,Identified Business Activity,related,Business Activity,Business Activity
1672,Business Activity,Identified Business Activity,part_of,Business Activity,Business Activity Alternative Identification
1673,Business Activity,Ballot Voting Deadline Date,part_of,Business Activity,Equity Instrument Ballot
1674,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Loan Drawdown
1675,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Margin Call
1676,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Arrangement Fee Activity
1677,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Liquidation Of Inventory
1678,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Interest Capitalization
1679,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Contractual Payment
1680,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Hibah
1681,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Arrangement Credit Limit Adjustment
1682,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Periodic Loan Repayments
1683,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Settlement Activity
1684,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Prepayment
1685,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Card Balance Reserve
1686,Business Activity,Arrangement Activity Actual Amount,part_of,Business Activity,Payment Card Payment
1687,Business Activity,Business Activity Alternative Identifier,part_of,Business Activity,Business Activity Alternative Identification
1688,Business Activity,Contained Event,related,Event,Event
1689,Business Activity,Contained Event,part_of,Event,Event
1690,Business Activity,Cross Border Data Processing Flag,part_of,Business Activity,Data Processing Activity
1691,Business Activity,VaR Estimate,part_of,Business Activity,Value At Risk (VaR) Model Test
1692,Business Activity,Ballot Due Date,part_of,Business Activity,Equity Instrument Ballot
1693,Business Activity,Time To Notify Data Processing Exception Threshold,part_of,Business Activity,Data Processing Activity
1694,Business Activity,Price Activity Price Quote,related,Condition,Product Price Condition
1695,Business Activity,Price Activity Price Quote,part_of,Business Activity,Price Activity
1696,Business Activity,Data Processing Purpose Type,part_of,Business Activity,Data Processing Activity
1697,Business Activity,Corporate Action Default Option Flag,part_of,Business Activity,Corporate Action
1698,Business Activity,Campaign Sponsor,related,Involved Party,Involved Party
1699,Business Activity,Campaign Sponsor,part_of,Business Activity,Campaign Activity
1700,Business Activity,Scheduler For Business Activity,related,Property,Scheduler
1701,Business Activity,Scheduler For Business Activity,part_of,Business Activity,Arrangement Activity
1702,Business Activity,Scheduler For Business Activity,part_of,Business Activity,Product Activity
1703,Business Activity,Conduct Violation Severity Level,part_of,Business Activity,Conduct Violation
1704,Business Activity,Rating Activity Type,part_of,Business Activity,Rating Activity
1705,Business Activity,Maintenance Entry Type,part_of,Business Activity,Maintenance Entry
1706,Business Activity,Business Activity Expected Start Date,part_of,Business Activity,Business Activity
1707,Business Activity,Business Activity Tracking Accounting Unit,related,Accounting,Accounting Unit
1708,Business Activity,Business Activity Tracking Accounting Unit,part_of,Business Activity,Business Activity
1709,Business Activity,Quote Timestamp,part_of,Business Activity,Price Activity
1710,Business Activity,Contained Business Activity,related,Business Activity,Business Activity
1711,Business Activity,Contained Business Activity,part_of,Business Activity,Business Activity
1712,Business Activity,Campaign Valid Flag,part_of,Business Activity,Campaign
1713,Business Activity,Development Project Type,part_of,Business Activity,Development Project
1714,Business Activity,Business Activity Occurrence Channel,related,Group,Channel
1715,Business Activity,Business Activity Occurrence Channel,part_of,Business Activity,Business Activity
1716,Business Activity,Contact Selection Date,part_of,Business Activity,Campaign
1717,Business Activity,Number Of Page Views,part_of,Business Activity,Page Access Activity
1718,Business Activity,Business Activity Schedule Date Specificity,part_of,Business Activity,Arrangement Activity
1719,Business Activity,Business Activity Schedule Date Specificity,part_of,Business Activity,Product Activity
1720,Business Activity,Business Activity Organizer,related,Involved Party,Involved Party
1721,Business Activity,Business Activity Organizer,part_of,Business Activity,Business Activity
1722,Business Activity,Legal Counsellor,related,Involved Party,Legal Representative
1723,Business Activity,Legal Counsellor,part_of,Business Activity,Audit Investigation
1724,Business Activity,Legal Counsellor,part_of,Business Activity,Conduct Violation
1725,Business Activity,Legal Counsellor,part_of,Business Activity,Corporate Action
1726,Business Activity,Posting Accounting Unit,related,Accounting,Accounting Unit
1727,Business Activity,Posting Accounting Unit,part_of,Business Activity,Posting Entry
1728,Business Activity,Business Activity Maintains Documentation,related,Documentation,Documentation
1729,Business Activity,Business Activity Maintains Documentation,part_of,Business Activity,Business Review
1730,Business Activity,Business Activity Maintains Documentation,part_of,Business Activity,Documentation Activity
1731,Business Activity,Business Activity Maintains Documentation,part_of,Business Activity,Maintenance Entry
1732,Business Activity,Business Activity Maintains Documentation,part_of,Business Activity,Report Generation
1733,Business Activity,Calculated Business Activity Start Date,part_of,Business Activity,Business Activity
1734,Business Activity,Property Valuation Date,part_of,Business Activity,Property Valuation Activity
1735,Business Activity,Website Visit Type,part_of,Business Activity,Website Visit
1736,Business Activity,Business Activity Data Protection Officer,related,Involved Party,Data Protection Officer
1737,Business Activity,Business Activity Data Protection Officer,part_of,Business Activity,Business Activity
1738,Business Activity,Business Review Type,part_of,Business Activity,Business Review
1739,Business Activity,Posting Entry Interest Bearing Date,part_of,Business Activity,Posting Entry
1740,Business Activity,Segment Deliverables Amount,part_of,Business Activity,Campaign Activity
1741,Business Activity,Business Activity Maintained Location,related,Location,Location
1742,Business Activity,Business Activity Maintained Location,part_of,Business Activity,Maintenance Entry
1743,Business Activity,Campaign Activity Cost Amount,part_of,Business Activity,Campaign Activity
1744,Business Activity,Business Activity On Behalf Of Involved Party,related,Involved Party,Involved Party
1745,Business Activity,Business Activity On Behalf Of Involved Party,part_of,Business Activity,Agent Business Activity
1746,Business Activity,Business Activity Disrupted Operation Of Property,related,Property,Property
1747,Business Activity,Business Activity Disrupted Operation Of Property,part_of,Business Activity,Property Activity
1748,Business Activity,Business Activity Disrupted Operation Of Property,part_of,Business Activity,Operating Activity
1749,Business Activity,Valuation Provider,related,Involved Party,Involved Party
1750,Business Activity,Valuation Provider,part_of,Business Activity,Property Valuation Activity
1751,Business Activity,Website Page Exit Ratio,part_of,Business Activity,Page Access Activity
1752,Business Activity,Operating Activity Type,part_of,Business Activity,Operating Activity
1753,Business Activity,Price Effective Time,part_of,Business Activity,Price Activity
1754,Business Activity,Calculated Business Activity End Date,part_of,Business Activity,Business Activity
1755,Business Activity,Data Processing Activity Type,part_of,Business Activity,Data Processing Activity
1756,Business Activity,Business Activity Cancelling Individual,related,Involved Party,Individual
1757,Business Activity,Business Activity Cancelling Individual,part_of,Business Activity,Business Activity
1758,Business Activity,Duplicate Business Activity,related,Business Activity,Business Activity
1759,Business Activity,Duplicate Business Activity,part_of,Business Activity,Business Activity
1760,Business Activity,Recurring Activity Flag,part_of,Business Activity,Documentation Activity
1761,Business Activity,Recurring Activity Flag,part_of,Business Activity,Arrangement Activity
1762,Business Activity,Recurring Activity Flag,part_of,Business Activity,Data Processing Activity
1763,Business Activity,Recurring Activity Flag,part_of,Business Activity,Property Activity
1764,Business Activity,Recurring Activity Flag,part_of,Business Activity,Product Activity
1765,Business Activity,Amount Delinquent Flag,part_of,Business Activity,Contractual Payment
1766,Business Activity,Amount Delinquent Flag,part_of,Business Activity,Margin Call
1767,Business Activity,Amount Delinquent Flag,part_of,Business Activity,Periodic Loan Repayments
1768,Business Activity,Amount Delinquent Flag,part_of,Business Activity,Payment Card Payment
1769,Business Activity,Corporate Action Option Type,part_of,Business Activity,Corporate Action
1770,Business Activity,Website Interaction Activity Type,part_of,Business Activity,Website Interaction Activity
1771,Business Activity,Project Phase,part_of,Business Activity,Project Activity
1772,Business Activity,Backtest Test Type,part_of,Business Activity,Backtesting Test
1773,Business Activity,Campaign Deliverable,related,Business Activity,Campaign
1774,Business Activity,Campaign Deliverable,related,Business Direction,Deliverable
1775,Business Activity,Accounting Effect,part_of,Business Activity,Posting Entry
1776,Business Activity,Inferred Rating Flag,part_of,Business Activity,Rating Activity
1777,Business Activity,Business Meeting Address,related,Location,Address
1778,Business Activity,Business Meeting Address,part_of,Business Activity,Business Meeting
1779,Business Activity,Business Activity Actual End Time,part_of,Business Activity,Business Activity
1780,Business Activity,Proposed Rating Date,part_of,Business Activity,Rating Activity
1781,Business Activity,Related Campaign,related,Business Activity,Campaign
1782,Business Activity,Related Campaign,part_of,Business Activity,Campaign Activity
1783,Business Activity,Business Activity Expected Start Time,part_of,Business Activity,Business Activity
1784,Business Activity,Corporate Action,related,Property,Corporate Action Component Activity
1785,Business Activity,Corporate Action,related,Communication,Corporate Action For Election Instruction
1786,Business Activity,Product Activity Actual Date,part_of,Business Activity,Product Activity
1787,Business Activity,Maintenance Entry Authorization Type,part_of,Business Activity,Maintenance Entry
1788,Business Activity,Page Access Activity Type,part_of,Business Activity,Page Access Activity
1789,Business Activity,Auditor,related,Involved Party,Involved Party
1790,Business Activity,Auditor,part_of,Business Activity,Audit Investigation
1791,Business Activity,Response Start Date,part_of,Business Activity,Corporate Action
1792,Business Activity,Business Activity Data Controller,related,Involved Party,Data Controller
1793,Business Activity,Business Activity Data Controller,part_of,Business Activity,Business Activity
1794,Business Activity,Business Activity Actual Start Date,part_of,Business Activity,Business Activity
1795,Business Activity,Reviewed Arrangement,related,Arrangement,Arrangement
1796,Business Activity,Reviewed Arrangement,part_of,Business Activity,Arrangement Review
1797,Business Activity,Arrangement Results From Campaign,related,Business Activity,Campaign
1798,Business Activity,Arrangement Results From Campaign,part_of,Arrangement,Product Arrangement
1799,Business Activity,Campaign Offer Date,part_of,Business Activity,Campaign
1800,Business Activity,Meeting Password,part_of,Business Activity,Business Meeting
1801,Business Activity,Voter,related,Involved Party,Involved Party
1802,Business Activity,Voter,part_of,Business Activity,Equity Instrument Ballot
1803,Business Activity,Date Project Abandoned,part_of,Business Activity,Project Activity
1804,Business Activity,Business Activity Permitting Operation Of Property,related,Property,Property
1805,Business Activity,Business Activity Permitting Operation Of Property,part_of,Business Activity,Property Activity
1806,Business Activity,Business Activity Permitting Operation Of Property,part_of,Business Activity,Maintenance Entry
1807,Business Activity,Business Activity Permitting Operation Of Property,part_of,Business Activity,Operating Activity
1808,Business Activity,Business Activity Initiator,related,Involved Party,Involved Party
1809,Business Activity,Business Activity Initiator,part_of,Business Activity,Business Activity
1810,Business Activity,Product Price Use,part_of,Business Activity,Price Activity
1811,Business Activity,Product Price Use,part_of,Communication,Financial Market Order
1812,Business Activity,Product Price Point Type,part_of,Business Activity,Price Activity
1813,Business Activity,Loan Servicer Fee Amount,part_of,Business Activity,Service Operation
1814,Business Activity,Test Execution Start Date,part_of,Business Activity,Model Test
1815,Business Activity,Conversion Activity Type,part_of,Business Activity,Conversion Activity
1816,Business Activity,Segment Campaign Communications Amount,part_of,Business Activity,Campaign
1817,Business Activity,Referrer Location,related,Location,Address
1818,Business Activity,Referrer Location,part_of,Business Activity,Business Activity
1819,Business Activity,Result End Date,part_of,Business Activity,Campaign
1820,Business Activity,Corporate Action Payment Date,part_of,Business Activity,Corporate Action
1821,Business Activity,Second Close Date,part_of,Business Activity,Corporate Action
1822,Business Activity,Posting Entry Effective Date,part_of,Business Activity,Posting Entry
1823,Business Activity,Rating Score,part_of,Business Activity,Rating Activity
1824,Business Activity,Data Processing Timescale Threshold,part_of,Business Activity,Data Processing Activity
1825,Business Activity,Credit Authorization Bank Charges Flag,part_of,Business Activity,Payment Card Payment
1826,Business Activity,Page Access Activity Start Time,part_of,Business Activity,Page Access Activity
1827,Business Activity,Business Activity Expected End Time,part_of,Business Activity,Business Activity
1828,Business Activity,Conduct Violation Type,part_of,Business Activity,Conduct Violation
1829,Business Activity,Corporate Action Record Date,part_of,Business Activity,Corporate Action
1830,Business Activity,Business Activity Identifier,part_of,Business Activity,Business Activity
1831,Business Activity,Business Activity Cost,part_of,Business Activity,Business Activity
1832,Business Activity,Ballot Vote Status,part_of,Business Activity,Equity Instrument Ballot
1833,Business Activity,Active Time Spent On Page,part_of,Business Activity,Page Access Activity
1834,Business Activity,Business Activity Releasing Individual,related,Involved Party,Individual
1835,Business Activity,Business Activity Releasing Individual,part_of,Business Activity,Business Activity
1836,Business Activity,Business Activity Applicable Product,related,Product,Product
1837,Business Activity,Business Activity Applicable Product,part_of,Business Activity,Product Activity
1838,Business Activity,Hedge Effectiveness Test Type,part_of,Business Activity,Model Test
1839,Business Activity,Agent Business Activity,related,Involved Party,Agent
1840,Business Activity,Agent Business Activity,related,Business Activity,Business Activity
1841,Business Activity,Maximum Target Number,part_of,Business Activity,Campaign
1842,Business Activity,Product Activity Planned By Schedule,related,Business Direction,Product Activity Schedule
1843,Business Activity,Product Activity Planned By Schedule,part_of,Business Activity,Product Activity
1844,Business Activity,Arrangement Activity,related,Arrangement,Cash Flow Activity
