bcv_core_object,silver_entity,silver_table,silver_attribute,silver_column,description,data_domain,data_type,nullable,is_primary_key,source_system,source_table,source_column,comment,classification_context,etl_derived_value
Business Activity,Public Company Inspection,pblc_co_insp,Inspection Minutes Name,insp_mins_nm,Tên biên bản kiểm tra/thanh tra.,Text,string,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.inspection_minutes_name,,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Inspection,pblc_co_insp,Inspection File Url,insp_file_url,Đường dẫn biên bản kiểm tra/thanh tra.,Text,string,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.inspection_file_url,,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Inspection,pblc_co_insp,Created By Login Name,crt_by_login_nm,Người tạo (login_name của logins).,Text,string,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.created_by,Denormalized — logins là bảng hệ thống out-of-scope.,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Inspection,pblc_co_insp,Created Timestamp,crt_tms,Ngày tạo.,Timestamp,timestamp,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.created_date,,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Inspection,pblc_co_insp,Last Updated By Login Name,last_udt_by_login_nm,Người sửa (login_name của logins).,Text,string,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.last_updated_by,Denormalized — logins là bảng hệ thống out-of-scope.,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Inspection,pblc_co_insp,Last Updated Timestamp,last_udt_tms,Ngày sửa.,Timestamp,timestamp,TRUE,FALSE,IDS,company_inspection,IDS.company_inspection.last_updated_date,,Source System Code = 'IDS_company_inspection',
Business Activity,Public Company Penalty,pblc_co_pny,Public Company Penalty Id,pblc_co_pny_id,Khóa đại diện cho quyết định xử phạt hành chính.,Surrogate Key,string,FALSE,TRUE,IDS,company_penalize,,PK surrogate.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Public Company Penalty Code,pblc_co_pny_code,Mã định danh (tự động tăng). BK.,Text,string,FALSE,FALSE,IDS,company_penalize,IDS.company_penalize.id,BK chính. PK nguồn.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,FALSE,FALSE,IDS,company_penalize,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Public Company Id,pblc_co_id,FK đến công ty đại chúng.,Surrogate Key,string,FALSE,FALSE,IDS,company_penalize,IDS.company_penalize.company_profile_id,FK target: Public Company.Public Company Id.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Public Company Code,pblc_co_code,Mã công ty đại chúng.,Text,string,FALSE,FALSE,IDS,company_penalize,IDS.company_penalize.company_profile_id,Lookup pair: Public Company.Public Company Code. Pair with Public Company Id.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Penalized Subject Type Code,penalized_sbj_tp_code,Đối tượng bị xử phạt (công ty đại chúng / nhà đầu tư liên quan).,Classification Value,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.penalized_subjet_type_cd,Scheme: IDS_PENALIZED_SUBJECT_TYPE.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Investor Name,ivsr_nm,Tên nhà đầu tư bị xử phạt (null khi đối tượng là công ty).,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.investor_name,Text denormalized — nhà đầu tư bị phạt không có entity Involved Party riêng trong scope IDS.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Investor Identification Number,ivsr_identn_nbr,Số CCCD/Hộ chiếu của nhà đầu tư.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.investor_id_no,Text denormalized.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Investor Position Title,ivsr_pos_ttl,Chức vụ của nhà đầu tư.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.investor_position_title,Text denormalized — chức vụ tại công ty đại chúng.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Penalty Decision Number,pny_dcsn_nbr,Số quyết định xử phạt.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.penalty_decision_no,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Penalty Decision Date,pny_dcsn_dt,Ngày quyết định xử phạt.,Date,date,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.penalty_decision_date,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Violation Description,vln_dsc,Mô tả hành vi vi phạm.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.violation_desc,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Penalty Form,pny_form,Hình thức phạt chính.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.penalty_form,Text tự do từ nguồn — không có scheme tài liệu hóa.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Penalty Amount,pny_amt,Số tiền phạt.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.penalty_amount,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Additional Penalty,adl_pny,Hình thức phạt bổ sung.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.additional_penalty,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Remedial Minutes,remedial_mins,Biên bản khắc phục hậu quả.,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.remedial_minutes,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Created By Login Name,crt_by_login_nm,Người tạo (login_name của logins).,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.created_by,Denormalized — logins là bảng hệ thống out-of-scope.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Created Timestamp,crt_tms,Ngày tạo.,Timestamp,timestamp,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.created_date,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Last Updated By Login Name,last_udt_by_login_nm,Người sửa (login_name của logins).,Text,string,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.last_updated_by,Denormalized — logins là bảng hệ thống out-of-scope.,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Penalty,pblc_co_pny,Last Updated Timestamp,last_udt_tms,Ngày sửa.,Timestamp,timestamp,TRUE,FALSE,IDS,company_penalize,IDS.company_penalize.last_updated_date,,Source System Code = 'IDS_company_penalize',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Securities Offering Id,pblc_co_scr_ofrg_id,Khóa đại diện cho đợt phát hành chứng khoán.,Surrogate Key,string,FALSE,TRUE,IDS,company_securities_issuance,,PK surrogate.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Securities Offering Code,pblc_co_scr_ofrg_code,Mã định danh (tự động tăng). BK.,Text,string,FALSE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.id,BK chính. PK nguồn.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,FALSE,FALSE,IDS,company_securities_issuance,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Id,pblc_co_id,FK đến công ty đại chúng.,Surrogate Key,string,FALSE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.company_profile_id,FK target: Public Company.Public Company Id.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Public Company Code,pblc_co_code,Mã công ty đại chúng.,Text,string,FALSE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.company_profile_id,Lookup pair: Public Company.Public Company Code. Pair with Public Company Id.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Security Type Code,scr_tp_code,Loại chứng khoán phát hành.,Classification Value,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.security_type_cd,Scheme: IDS_ISSUANCE_SECURITY_TYPE.,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Certificate Number,ctf_nbr,Số giấy chứng nhận chào bán.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.certificate_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Certificate Issue Date,ctf_issu_dt,Ngày cấp giấy chứng nhận.,Date,date,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.certificate_issue_date,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Number,ssc_offc_doc_nbr,Số công văn của UBCKNN.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.ssc_official_doc_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,SSC Official Document Date,ssc_offc_doc_dt,Ngày công văn của UBCKNN.,Date,date,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.ssc_official_doc_date,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Multi Offering Flag,multi_ofrg_f,Có chào bán nhiều đợt (1=có / 0=không).,Boolean,boolean,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.multi_offering_flg,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Security Quantity,pln_scr_qty,Tổng số chứng khoán dự kiến chào bán/phát hành.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.planned_security_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Proceeds Amount,pln_procd_amt,Tổng số tiền dự kiến thu được (VNĐ).,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.planned_proceeds_am,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Project Investment Flag,prj_ivsm_f,Có đầu tư dự án (1=có / 0=không).,Boolean,boolean,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.project_investment_flg,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Proceeds Usage Plan,procd_usg_pln,Phương án sử dụng vốn thu được.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.proceeds_usage_plan,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Existing Shareholder Offering Quantity,pln_exst_shrhlr_ofrg_qty,Chào bán cho cổ đông hiện hữu — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_shareholder_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Existing Shareholder Offering Price,pln_exst_shrhlr_ofrg_prc,Chào bán cho cổ đông hiện hữu — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_shareholder_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Existing Shareholder Offering Quantity,rslt_exst_shrhlr_ofrg_qty,Chào bán cho cổ đông hiện hữu — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_shareholder_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Existing Shareholder Offering Price,rslt_exst_shrhlr_ofrg_prc,Chào bán cho cổ đông hiện hữu — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_shareholder_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Auction Offering Quantity,pln_auctn_ofrg_qty,Đấu giá — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_auction_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Auction Offering Price,pln_auctn_ofrg_prc,Đấu giá — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_auction_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Auction Offering Quantity,rslt_auctn_ofrg_qty,Đấu giá — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_auction_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Auction Offering Price,rslt_auctn_ofrg_prc,Đấu giá — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_auction_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Public Other Offering Quantity,pln_pblc_othr_ofrg_qty,Chào bán ra công chúng theo hình thức khác — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_public_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Public Other Offering Price,pln_pblc_othr_ofrg_prc,Chào bán ra công chúng theo hình thức khác — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_public_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Public Other Offering Quantity,rslt_pblc_othr_ofrg_qty,Chào bán ra công chúng theo hình thức khác — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_public_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Public Other Offering Price,rslt_pblc_othr_ofrg_prc,Chào bán ra công chúng theo hình thức khác — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_public_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Public Company Offering Quantity,pln_pblc_co_ofrg_qty,Chào bán của công ty đại chúng ra công chúng — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_public_company_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Public Company Offering Price,pln_pblc_co_ofrg_prc,Chào bán của công ty đại chúng ra công chúng — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_public_company_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Public Company Offering Quantity,rslt_pblc_co_ofrg_qty,Chào bán của công ty đại chúng ra công chúng — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_public_company_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Public Company Offering Price,rslt_pblc_co_ofrg_prc,Chào bán của công ty đại chúng ra công chúng — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_public_company_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Private Placement Offering Quantity,pln_prvt_plcmt_ofrg_qty,Chào bán cổ phiếu riêng lẻ — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_single_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Private Placement Offering Price,pln_prvt_plcmt_ofrg_prc,Chào bán cổ phiếu riêng lẻ — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_single_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Private Placement Offering Target,pln_prvt_plcmt_ofrg_trgt,Chào bán cổ phiếu riêng lẻ — đối tượng dự kiến.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_single_obj,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Private Placement Offering Quantity,rslt_prvt_plcmt_ofrg_qty,Chào bán cổ phiếu riêng lẻ — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_single_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Private Placement Offering Price,rslt_prvt_plcmt_ofrg_prc,Chào bán cổ phiếu riêng lẻ — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_single_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Private Placement Offering Target,rslt_prvt_plcmt_ofrg_trgt,Chào bán cổ phiếu riêng lẻ — đối tượng thực tế.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_single_obj,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Conversion Offering Quantity,pln_cnvr_ofrg_qty,Hoán đổi — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_convert_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Conversion Offering Target,pln_cnvr_ofrg_trgt,Hoán đổi — đối tượng dự kiến.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_convert_obj,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Conversion Offering Quantity,rslt_cnvr_ofrg_qty,Hoán đổi — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_convert_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Conversion Offering Target,rslt_cnvr_ofrg_trgt,Hoán đổi — đối tượng thực tế.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_convert_obj,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Dividend Issuance Quantity,pln_dvdn_issn_qty,Phát hành trả cổ tức — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_dividend_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Dividend Issuance Quantity,rslt_dvdn_issn_qty,Phát hành trả cổ tức — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_dividend_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Owner Capital Issuance Quantity,pln_own_cptl_issn_qty,Phát hành cổ phiếu từ nguồn vốn chủ sở hữu — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_owner_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Owner Capital Issuance Source,pln_own_cptl_issn_src,Phát hành cổ phiếu từ nguồn vốn chủ sở hữu — nguồn dự kiến.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_owner_source,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Owner Capital Issuance Quantity,rslt_own_cptl_issn_qty,Phát hành cổ phiếu từ nguồn vốn chủ sở hữu — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_owner_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Owner Capital Issuance Source,rslt_own_cptl_issn_src,Phát hành cổ phiếu từ nguồn vốn chủ sở hữu — nguồn thực tế.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_owner_source,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned ESOP Issuance Quantity,pln_esop_issn_qty,Phát hành cổ phiếu cho người lao động — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_esop_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned ESOP Issuance Price,pln_esop_issn_prc,Phát hành cổ phiếu cho người lao động — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_esop_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned ESOP Issuance Target,pln_esop_issn_trgt,Phát hành cổ phiếu cho người lao động — đối tượng dự kiến.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_esop_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result ESOP Issuance Quantity,rslt_esop_issn_qty,Phát hành cổ phiếu cho người lao động — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_esop_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result ESOP Issuance Price,rslt_esop_issn_prc,Phát hành cổ phiếu cho người lao động — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_esop_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result ESOP Issuance Target,rslt_esop_issn_trgt,Phát hành cổ phiếu cho người lao động — đối tượng thực tế.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_esop_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Bonus Share Issuance Quantity,pln_bns_shr_issn_qty,Phát hành cổ phiếu thưởng cho người lao động — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_bonus_share_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Bonus Share Issuance Target,pln_bns_shr_issn_trgt,Phát hành cổ phiếu thưởng cho người lao động — đối tượng dự kiến.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_bonus_share_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned Bonus Share Issuance Price,pln_bns_shr_issn_prc,Phát hành cổ phiếu thưởng cho người lao động — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_bonus_share_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Bonus Share Issuance Quantity,rslt_bns_shr_issn_qty,Phát hành cổ phiếu thưởng cho người lao động — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_bonus_share_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Bonus Share Issuance Target,rslt_bns_shr_issn_trgt,Phát hành cổ phiếu thưởng cho người lao động — đối tượng thực tế.,Text,string,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_bonus_share_no,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result Bonus Share Issuance Price,rslt_bns_shr_issn_prc,Phát hành cổ phiếu thưởng cho người lao động — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_bonus_share_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned International Bond Offering Quantity,pln_itnl_bond_ofrg_qty,Chào bán trái phiếu giao dịch quốc tế — số lượng dự kiến.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_international_bond_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Planned International Bond Offering Price,pln_itnl_bond_ofrg_prc,Chào bán trái phiếu giao dịch quốc tế — giá dự kiến.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.plan_international_bond_price,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result International Bond Offering Quantity,rslt_itnl_bond_ofrg_qty,Chào bán trái phiếu giao dịch quốc tế — số lượng thực tế.,Small Counter,int,TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_international_bond_qty,,Source System Code = 'IDS_company_securities_issuance',
Business Activity,Public Company Securities Offering,pblc_co_scr_ofrg,Result International Bond Offering Price,rslt_itnl_bond_ofrg_prc,Chào bán trái phiếu giao dịch quốc tế — giá thực tế.,Currency Amount,"decimal(23,2)",TRUE,FALSE,IDS,company_securities_issuance,IDS.company_securities_issuance.result_international_bond_price,,Source System Code = 'IDS_company_securities_issuance',
