eform_id,content_type,eform_title,field_key,field_label,field_type,index_table,content_field_pattern,value_column,options,ghi_chu
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Mục đích chào bán cổ phiếu,textarea,TextFieldIndex,,BigText,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Loại,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Mệnh giá,input-number,NumericFieldIndex,,Numeric,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Giá chào bán,input-number,NumericFieldIndex,,Numeric,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Phương thức phân phối,textarea,TextFieldIndex,,BigText,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Phương án,textarea,TextFieldIndex,,BigText,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Tổ chức tư vấn,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Tổ chức kiểm toán,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Bên liên quan khác,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Nhập tên giấy tờ khác nếu có,textarea,TextFieldIndex,,BigText,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 6,ChaobanCophieuCoDong,Giấy đăng ký chào bán cổ phiếu ra công chúng (cổ đông CTĐC),,Chọn ngày ký,input-date,DateFieldIndex,,Date,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,TÊN TỔ CHỨC PHÁT HÀNH,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Hà Nội,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tên trái phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số điện thoại,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Fax,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Website,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Địa chỉ,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số hiệu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Mục đích chào bán,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tên trái phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Loại,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Mệnh giá,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Giá chào bán,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Lãi suất,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Kỳ hạn trái phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Kỳ trả lãi,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Điều khoản mua lại trái phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Thời hạn chuyển đổi,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tỷ lệ và phương pháp tính chuyển đổi,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập nội dung (nếu có),textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Thời hạn thực hiện quyền,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tỷ lệ thực hiện quyền,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Giá cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập nội dung (nếu có),textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Hình thức đảm bảo,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Giá trị trái phiếu được bảo đảm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tên tổ chức bảo lãnh thanh toán,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Giá trị bảo lãnh,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tài sản bảo đảm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Giá trị tài sản bảo đảm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Chủ sở hữu tài sản bảo đảm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổ chức nhận tài sản bảo đảm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Thời gian dự kiến chào bán,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Phương án sử dụng vốn thu được,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổ chức tư vấn,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổ chức kiểm toán,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Đại diện người sở hữu,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổ chức xép hạng tín nhiệm,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Tổ chức bảo lãnh phát hành,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Bên liên quan khác,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Nhập tên giấy tờ khác nếu có,textarea,TextFieldIndex,,BigText,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 7,ChaobanTraiphieu,Giấy đăng ký chào bán trái phiếu ra công chúng,,Chọn ngày ký,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên công ty,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số 1,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số 2,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Địa danh,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên tổ chức phát hành,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Địa chỉ trụ sở chính,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số điện thoại,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Fax,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Website,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Vốn điều lệ,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Mã cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Địa chỉ,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số hiệu,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số GCNĐKDN,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày cấp,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,lần thứ,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,ngày thay đổi,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Ngành nghề,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Mã ngành,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Sản phẩm/dịch vụ chính,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,"GP thành lập, hoạt động",input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,radios,BooleanFieldIndex,,Boolean,Có|Không,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Đặc điểm cổ phiếu phổ thông,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Loại,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tổng giá trị,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Đặc điểm cổ phiếu ưu đãi,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Loại cổ phiếu,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Mệnh giá,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Giá,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Giá,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tỷ số,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tỷ lệ,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Giá phát hành,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng,input-number,NumericFieldIndex,,Numeric,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Chọn ngày,input-date,DateFieldIndex,,Date,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tiêu chí lựa chọn,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Danh sách đối tượng dự kiến,textarea,TextFieldIndex,,BigText,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên nhà đầu tư,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số định danh cá nhân</br> hoặc Hộ chiếu hoặc Giấy chứng nhận </br>đăng ký doanh nghiệp,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhà đầu tư chiến lược/</br> Nhà đầu tư chuyên nghiệp,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhà đầu tư nước ngoài/</br>Tổ chức kinh tế có nhà đầu tư nước ngoài</br> nắm giữ trên 50% vốn điều lệ/</br>Nhà đầu tư trong nước,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng cổ phiếu sở hữu </br>trước đợt chào bán,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Số lượng cổ phiếu </br>dự kiến được phân phối </br>(cố phiếu),input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tỷ lệ sở hữu</br> dự kiến sau đợt chào bán (%),input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Nhập nội dung,input-text,TextFieldIndex,,Text,,
Eform 10,ChaobanCophieuRiengle,Giấy đăng ký chào bán cổ phiếu riêng lẻ,,Tên tổ chức tư vấn,input-text,TextFieldIndex,,Text,,
