id,name,description,description_vi,related_term_name,bcv_category
75810c55-9e90-4d4b-a740-620ec9c47c8a,Swap Interest Basis,A term that distinguishes between Swap Instruments according to the basis on which the underlying cash flows are calculated.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Hoán đổi dựa trên cơ sở tính toán dòng tiền cơ bản.,Swap Interest Basis,Product
75c21491-6cbb-43cc-9c53-482b1d1514b1,Equity Voting Rights,"A term that distinguishes between Equity Instruments according to their contractual voting rights of shareholders.

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Voting Rights"".","[Auto] Một thuật ngữ phân biệt giữa các Công cụ vốn chủ sở hữu theo quyền biểu quyết theo hợp đồng của các cổ đông.

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Quyền biểu quyết"".",Equity Voting Rights,Product
75e97f51-0e6b-475d-98b9-910de5f3309a,Payment Regularity,Distinguishes between Payment Services according to whether regular payments are to be made or not.,[Auto] Phân biệt giữa các Dịch vụ thanh toán theo việc có thực hiện thanh toán thường xuyên hay không.,Payment Regularity,Product
77386ff5-553a-485c-bfcc-69d672da26c2,Financial Market Instrument Risk Linearity,A term that distinguishes between Financial Market Instruments according to the pay-off profile of the Instrument.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ thị trường tài chính theo hồ sơ thanh toán của Công cụ.,Financial Market Instrument Risk Linearity,Product
77ae73dc-707e-48b7-914a-2b550084419d,External Account Required Status,A term that distinguishes between External Account Required Products according to whether they require a separate External Accounting Unit Category or can use a pre-established External Accounting Unit Category.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm bắt buộc phải có tài khoản bên ngoài tùy theo việc chúng yêu cầu Danh mục đơn vị kế toán bên ngoài riêng biệt hay có thể sử dụng Danh mục đơn vị kế toán bên ngoài được thiết lập trước.,External Account Required Status,Product
7cca6fcd-726f-47f7-9d1e-96eefce0677b,Product Restriction Indicator,"A term that distinguishes categories of Product by indicating the existence of any restrictions in ownership or transfer of Assets. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Ownership/Transfer Restrictions "".","[Auto] Thuật ngữ phân biệt các danh mục Sản phẩm bằng cách chỉ ra sự tồn tại của bất kỳ hạn chế nào về quyền sở hữu hoặc chuyển giao Tài sản. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Hạn chế quyền sở hữu/chuyển nhượng"".",Product Restriction Indicator,Product
7d13be6a-d812-4715-89d5-7e04b487d46c,Card Issuer Type,A term that distinguishes between Card Access Products according to the type of financial institution or other Involved Party that offers the card under license from the card network and offers financial products such as a line of credit in conjunction with the card.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm truy cập thẻ theo loại tổ chức tài chính hoặc Bên liên quan khác cung cấp thẻ theo giấy phép từ mạng thẻ và cung cấp các sản phẩm tài chính như hạn mức tín dụng kết hợp với thẻ.,Card Issuer Type,Product
7d3dfd74-2ad3-4a9b-aca5-783a1340b1fa,Equity Income Type,"A term that distinguishes categories of Equity Instrument by indicating the kind of dividend income to which the shareholders are entitled. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Income"".","[Auto] Một thuật ngữ phân biệt các loại Công cụ vốn chủ sở hữu bằng cách chỉ ra loại thu nhập từ cổ tức mà các cổ đông được hưởng. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Thu nhập"".",Equity Income Type,Product
7e4a6621-0215-4e6f-a94c-c73ac17e4dff,Debt Interest Type,"A term that distinguishes categories of Debt Instrument by indicating how the interest rate is applied. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Type"" when combined with Warrant Issuer Type and Option Exercise Type.","[Auto] Một thuật ngữ phân biệt các loại Công cụ nợ bằng cách chỉ ra cách áp dụng lãi suất. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Loại"" khi kết hợp với Loại bên phát hành chứng quyền và Loại thực hiện quyền chọn.",Debt Interest Type,Product
7e587736-5675-4925-a2e9-38925eadaf5f,Non Proportional Insurance Product Type,A term that distinguishes between Non-Proportional Insurance Products according to the nature of the loss insured by the re-insurer. This form of reinsurance is concerned with spreading the risk on a defined reinsured portfolio of business.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm bảo hiểm không theo tỷ lệ theo tính chất tổn thất được công ty tái bảo hiểm bảo hiểm. Hình thức tái bảo hiểm này liên quan đến việc phân tán rủi ro trên một danh mục kinh doanh được tái bảo hiểm xác định.,Non Proportional Insurance Product Type,Product
7f499714-be68-424d-9e06-501ddd51a74a,Product Structure,A term that distinguishes between Products according to the nature of their relationships with other products and facilities.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm theo bản chất mối quan hệ của chúng với các sản phẩm và cơ sở khác.,Product Structure,Product
82f15845-0b24-44ca-9849-cb8b731fbfce,Swap Maturity Basis,A term that distinguishes between Swap Instruments according to the nature of the maturity option for the Swap.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Hoán đổi theo bản chất của quyền chọn đáo hạn đối với Hoán đổi.,Swap Maturity Basis,Product
90945ed0-bdca-4cbb-b3c0-5106fb4271c3,Option Charge Calculation Method,A term that distinguishes between Option Derivatives according to the method of charge calculation.,[Auto] Thuật ngữ phân biệt giữa các Công cụ phái sinh quyền chọn theo phương pháp tính phí.,Option Charge Calculation Method,Product
925b275f-ebce-4cb6-99cd-49815d443d31,Financial Market Product Issue Type,A term that defines the way in which Financial Instruments are issued.,[Auto] Một thuật ngữ xác định cách thức phát hành Công cụ tài chính.,Financial Market Product Issue Type,Product
95768e33-dda0-48f9-9eb2-84b0e1554bae,Funding Ownership Type,A term that distinguishes between Investment Products based on the degree of ownership of the investment fund.,[Auto] Một thuật ngữ phân biệt giữa các Sản phẩm đầu tư dựa trên mức độ sở hữu của quỹ đầu tư.,Funding Ownership Type,Product
95ed61ac-9e17-41ee-a4d2-473609d9af87,Product Life Cycle Status,Distinguishes between the stages in the life cycle of a Product.,[Auto] Phân biệt giữa các giai đoạn trong vòng đời của Sản phẩm.,Product Life Cycle Status,Product
981fc7dd-e206-4291-a494-6ca5243cb1c6,Lookback Option Type,A term that distinguishes between Options according to the characteristics of the underlying lookback option.,[Auto] Một thuật ngữ phân biệt giữa các Tùy chọn theo đặc điểm của tùy chọn xem lại cơ bản.,Lookback Option Type,Product
9b5b53e8-7b35-4f1b-9ef6-f6b92505e6f6,Proportional Insurance Product Type,A term that distinguishes between Proportional Insurance Products according to the nature of the risk taken by the Re-insurer from the Ceder.,[Auto] Một thuật ngữ phân biệt giữa các Sản phẩm bảo hiểm theo tỷ lệ theo tính chất rủi ro mà Công ty tái bảo hiểm phải gánh chịu từ Ceder.,Proportional Insurance Product Type,Product
a1053d75-73a9-4123-907e-529535fbda15,Financial Product Accountability,Distinguishes between Products based on whether or not they are conventionally reflected on the Financial Institution's balance sheet.,[Auto] Phân biệt giữa các Sản phẩm dựa trên việc chúng có được phản ánh thông thường trên bảng cân đối kế toán của Tổ chức Tài chính hay không.,Financial Product Accountability,Product
a204f319-ff47-4c18-bec2-a3948ba301fa,Warrant Issuer Type,"A term that distinguishes categories of Warrant Derivative by indicating whether the warrant is issued by the issuer of the underlying instrument or by a third party. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Type"" when combined with Debt Interest Type and Option Exercise Type.","[Auto] Một thuật ngữ phân biệt các loại Chứng quyền phái sinh bằng cách cho biết chứng quyền được phát hành bởi người phát hành công cụ cơ bản hay bởi bên thứ ba. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Loại"" khi kết hợp với Loại lãi suất nợ và Loại thực hiện quyền chọn.",Warrant Issuer Type,Product
a25f3729-d37f-45d2-8590-f90485dba6bb,Product External Life Cycle Status,Distinguishes between the valid life-cycle states for a Product as viewed by external Involved Parties. Each constituent State is exclusive and distinguishes the current status of the Business Object within its life cycle.,[Auto] Phân biệt giữa các trạng thái vòng đời hợp lệ của Sản phẩm được các Bên liên quan bên ngoài xem. Mỗi Quốc gia cấu thành là độc quyền và phân biệt trạng thái hiện tại của Đối tượng Kinh doanh trong vòng đời của nó.,Product External Life Cycle Status,Product
a2dfaaf2-a706-4477-b2dc-410eabbc8113,Financial Market Instrument Life Cycle Status,A term that distinguishes between the stages in the life cycle of a Financial Market Instrument.,[Auto] Một thuật ngữ phân biệt giữa các giai đoạn trong vòng đời của Công cụ thị trường tài chính.,Financial Market Instrument Life Cycle Status,Product
a3031688-f307-432f-a742-3be66303ec3e,Derivative Contract Type,A term that distinguishes between Derivative Instrument according to the nature of the contract.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ phái sinh theo tính chất của hợp đồng.,Derivative Contract Type,Product
a7b51d45-48c8-45dc-be39-f7e994417195,Indirect Insurance Product Type,A term that distinguishes between Indirect Insurance Products according to the nature of the risk that is taken by the insurer.,[Auto] Một thuật ngữ phân biệt giữa các Sản phẩm bảo hiểm gián tiếp theo tính chất rủi ro mà công ty bảo hiểm phải gánh chịu.,Indirect Insurance Product Type,Product
a7cbcff1-b5c5-4890-a5f4-f7880964d709,Option Exercise Type,"A term that distinguishes between Option Derivatives according to the manner in which the offering may be activated or concluded.

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Type"" when combined with Warrant Issuer Type and Debt Interest Type.","[Auto] Một thuật ngữ phân biệt giữa các Công cụ phái sinh tùy chọn theo cách thức mà đợt chào bán có thể được kích hoạt hoặc kết thúc.

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Loại"" khi kết hợp với Loại bên phát hành chứng quyền và Loại lãi suất nợ.",Option Exercise Type,Product
a868db24-2108-4952-8978-138102f5eac3,Instrument Trading Style,A term that distinguishes between Financial Market Instruments according to whether they are traded on a recognized exchange.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ thị trường tài chính tùy theo việc chúng có được giao dịch trên một sàn giao dịch được công nhận hay không.,Instrument Trading Style,Product
aa72ff5e-6cbd-40f4-9739-b1a7721efa55,Equity Asset Type,A term that distinguishes between Financial Market Instrument Assets according to the type of Equity Asset.,[Auto] Một thuật ngữ phân biệt giữa Tài sản công cụ thị trường tài chính theo loại Tài sản vốn chủ sở hữu.,Equity Asset Type,Product
aff8c986-7248-41bb-b7c2-454577b88f07,Product Holding Form Type,"A term that defines the form in which Financial Instruments are issued and held.

The documentation will identify where the Business Concepts for Product Holding Form Type correspond to the ISO 10962 ""Classification Of Financial Instruments"" Form classification.","[Auto] Một thuật ngữ xác định hình thức Công cụ tài chính được phát hành và nắm giữ.

Tài liệu sẽ xác định vị trí của các Khái niệm kinh doanh đối với Loại biểu mẫu lưu giữ sản phẩm tương ứng với phân loại Biểu mẫu ""Phân loại công cụ tài chính"" ISO 10962.",Product Holding Form Type,Product
b2d969be-9af4-4d5f-84b0-c46c71c1856a,Financial Market Instrument Settlement Type,"A term that distinguishes between Financial Market Instruments according to when underlying claims and obligations on the Financial Market Instrument are concluded. Typically this classification can apply to, but is not limited to, foreign exchange transactions for spot or forward deals, various debt offerings, and funds transfers.","[Auto] Một thuật ngữ phân biệt giữa các Công cụ Thị trường Tài chính theo thời điểm ký kết các yêu cầu và nghĩa vụ cơ bản đối với Công cụ Thị trường Tài chính. Thông thường, việc phân loại này có thể áp dụng nhưng không giới hạn ở các giao dịch ngoại hối đối với các giao dịch giao ngay hoặc kỳ hạn, các đợt phát hành nợ khác nhau và chuyển tiền.",Financial Market Instrument Settlement Type,Product
b316524b-000f-45de-9d79-c264ddaefb86,Composite Asset Type,"A term that distinguishes categories of Composite Instruments by indicating the investment policy/objective of the fund as set forth in its prospectus. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Asset"". Note that the classification values here are the types of assets that can comprise a composite instrument.","[Auto] Thuật ngữ phân biệt các loại Công cụ tổng hợp bằng cách chỉ ra chính sách/mục tiêu đầu tư của quỹ như được nêu trong bản cáo bạch. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Tài sản"". Lưu ý rằng các giá trị phân loại ở đây là các loại tài sản có thể bao gồm một công cụ tổng hợp.",Composite Asset Type,Product
b4a6499c-ec09-4cc1-833e-4cdbac98b8a7,Product Trading Sector Indicator,Distinguishes categories of Product Trading Sector according to the type of financial market.,[Auto] Phân biệt các loại Lĩnh vực Giao dịch Sản phẩm theo loại thị trường tài chính.,Product Trading Sector Indicator,Product
b56f9f53-e698-45d4-b67f-11b26ddf390c,Financial Product Currency Mix,A term that distinguishes between Financial Market Instruments according to whether components of the Instrument may be denominated in one currency or different currencies.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Thị trường Tài chính tùy theo việc các thành phần của Công cụ có thể được tính bằng một loại tiền tệ hay các loại tiền tệ khác nhau.,Financial Product Currency Mix,Product
b63f64e1-fa94-4923-9b27-6a67254b6dc8,Finance Service Limit Indicator,Distinguishes between Finance Services based on whether funds available under the credit limit are a fixed maximum amount that can be borrowed or whether the funds are reusable on an ongoing basis subsequent to repayment.,[Auto] Phân biệt giữa các Dịch vụ Tài chính dựa trên việc số tiền sẵn có theo hạn mức tín dụng có phải là số tiền tối đa cố định có thể được vay hay không hoặc số tiền đó có thể được tái sử dụng liên tục sau khi hoàn trả hay không.,Finance Service Limit Indicator,Product
b9d46780-7af0-43ba-a7c5-22f1eed89902,Product Accessibility,A term that classifies Products according to the degree of difficulty for customers to gain access to the information and details of Arrangements based on the Product.,[Auto] Thuật ngữ phân loại Sản phẩm theo mức độ khó khăn để khách hàng có thể truy cập vào thông tin và chi tiết của Thỏa thuận dựa trên Sản phẩm.,Product Accessibility,Product
ba276631-4e49-47fa-978e-3f93c8a69a01,Derivative Standardized Terms Indicator,"A term that distinguishes categories of Derivative Instrument by indicating whether the terms of options or futures (underlying instruments, strike price, expiration date, contract size) are standardized or not. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Standardized/Non-Standardized "".","[Auto] Một thuật ngữ phân biệt các loại Công cụ phái sinh bằng cách cho biết các điều khoản của quyền chọn hoặc hợp đồng tương lai (công cụ cơ bản, giá thực hiện, ngày hết hạn, quy mô hợp đồng) có được chuẩn hóa hay không. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Đã chuẩn hóa/Không chuẩn hóa"".",Derivative Standardized Terms Indicator,Product
c2f84a44-bfcf-4c23-a03c-43f55dd8a5fb,Financial Market Instrument Asset Backed Type,Distinguishes categories of Financial Market Instruments according to the type of assets used to back or guarantee the Instrument.,[Auto] Phân biệt các loại Công cụ thị trường tài chính theo loại tài sản được sử dụng để hỗ trợ hoặc bảo đảm cho Công cụ.,Financial Market Instrument Asset Backed Type,Product
c70c914d-7508-4e3a-a47e-f7576e48b405,Direct Debit Payment Type,A term that distinguishes between Direct Debit payments according to the relationship between the involved Arrangements and the Financial Institution.,[Auto] Một thuật ngữ phân biệt giữa các khoản thanh toán Ghi nợ Trực tiếp theo mối quan hệ giữa các Thỏa thuận liên quan và Tổ chức Tài chính.,Direct Debit Payment Type,Product
cba3333b-3fa2-4be2-a12a-3c6ecc786405,Hedging Category,A term that distinguishes between Financial Market Instruments according to a risk category to which they can be associated for the purposes of calculating Counterparty Credit Risk exposure amount under the Basel Capital Accord.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Thị trường Tài chính theo danh mục rủi ro mà chúng có thể được liên kết nhằm mục đích tính toán mức độ rủi ro Tín dụng Đối tác theo Hiệp định Vốn Basel.,Hedging Category,Product
cd94a6a0-a855-43cb-ad10-126e0dc981b8,Product Return Capability Basis,A term that distinguishes between Products according to how a Financial Institution earns income or return from the Product.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm theo cách Tổ chức tài chính kiếm thu nhập hoặc lợi nhuận từ Sản phẩm.,Product Return Capability Basis,Product
d0494f2f-1258-4042-8f45-3dc1f887711e,Financial Product Currency Type,"Distinguishes between Products by whether the currency of the Product must be the same as the currency of the geographic area where the Product is sold, or can be sold denominated another currency.",[Auto] Phân biệt giữa các Sản phẩm bằng cách xem đơn vị tiền tệ của Sản phẩm phải giống với đơn vị tiền tệ của khu vực địa lý nơi Sản phẩm được bán hay có thể được bán bằng đơn vị tiền tệ khác.,Financial Product Currency Type,Product
d0d6e6da-3335-47b7-9572-5d323afc530b,Commercial Product Type,"A term that distinguishes between Commercial Product Types. The Values within this scheme represents all products which are sold commercially at a local, regional, or global level.","[Auto] Một thuật ngữ phân biệt giữa các loại sản phẩm thương mại. Các Giá trị trong sơ đồ này thể hiện tất cả các sản phẩm được bán thương mại ở cấp địa phương, khu vực hoặc toàn cầu.",Commercial Product Type,Product
d4c811ba-9fa8-4a94-8509-0582c26366f9,Product Alternative Name Form,"A term that distinguishes between Product Alternative Names according to the format (principally length) of the name. Each Product Name can take more than one form (long, short etc.).","[Auto] Thuật ngữ phân biệt giữa các Tên thay thế của Sản phẩm theo định dạng (về cơ bản là độ dài) của tên. Mỗi Tên sản phẩm có thể có nhiều dạng (dài, ngắn, v.v.).",Product Alternative Name Form,Product
d7013de9-820a-4726-9a55-1fb16aac812c,Insurance Placement Method,"Distinguishes between Indirect Insurance Products according to the options to accept or decline business available to the Involved Parties. When both Ceder and Re-insurer can choose, this is generally known as ""Facultative"". When the Ceder can choose and the Re-insurer must accept, this is generally known as ""Facultative Obligatory"". When both the Ceder and Re-insurer are obliged to participate this is generally known as ""Automatic Treaty"".","[Auto] Phân biệt giữa các Sản phẩm bảo hiểm gián tiếp theo các lựa chọn chấp nhận hoặc từ chối hoạt động kinh doanh dành cho các Bên liên quan. Khi cả Ceder và Tái bảo hiểm đều có thể lựa chọn, điều này thường được gọi là ""Tùy chọn"". Khi Ceder có thể lựa chọn và Nhà tái bảo hiểm phải chấp nhận, điều này thường được gọi là ""Bắt buộc bắt buộc"". Khi cả Ceder và Tái bảo hiểm đều có nghĩa vụ tham gia thì điều này thường được gọi là ""Hiệp ước tự động"".",Insurance Placement Method,Product
dd4e31f1-729c-4e00-8e0f-12a657da0dd3,Debt Guarantee Type,"A term that distinguishes categories of Debt Instrument by indicating, in the case of the issuer's insolvency, whether the debt issue is additionally secured. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Guarantee "".","[Auto] Một thuật ngữ phân biệt các loại Công cụ nợ bằng cách chỉ ra, trong trường hợp tổ chức phát hành mất khả năng thanh toán, liệu khoản nợ đó có được đảm bảo bổ sung hay không. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Đảm bảo"".",Debt Guarantee Type,Product
df1f0fcf-c9a1-489e-8dcc-a8c0f25a59f3,Product Usability,A term that classifies Products according to the degree of difficulty involved in customer use and understanding of the Product and hence whether any instruction or training is required in the use of the Product.,[Auto] Thuật ngữ phân loại Sản phẩm theo mức độ khó khăn liên quan đến việc khách hàng sử dụng và hiểu biết về Sản phẩm và do đó liệu có cần bất kỳ hướng dẫn hoặc đào tạo nào khi sử dụng Sản phẩm hay không.,Product Usability,Product
e1ea3e8c-ea34-4332-8ca4-25b27f1de870,Corporate Action Equity Type,A term that distinguishes between Equity Instruments according to their relevance to Corporate Actions.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Vốn chủ sở hữu theo mức độ liên quan của chúng với Hoạt động của Công ty.,Corporate Action Equity Type,Product
e5dc294d-6081-4737-b21c-0f2be3d34aac,Mandate Authority Non Discretionary Type,A term that distinguishes between the Non Discretionary Types of authority that the Financial Institution has in the treatment of the product for Capital Adequacy i.e. whether the Financial Institution has complete discretion or may have to seek advice from the National Authority.,"[Auto] Một thuật ngữ phân biệt giữa các Loại thẩm quyền không tùy ý mà Tổ chức Tài chính có trong việc xử lý sản phẩm về An toàn Vốn, tức là liệu Tổ chức Tài chính có toàn quyền quyết định hay có thể phải tìm kiếm lời khuyên từ Cơ quan Quốc gia.",Mandate Authority Non Discretionary Type,Product
e5edd6fc-9d23-4742-9f97-ce140fc050dc,Cash Concentration Method,A term that distinguishes between Cash Concentration based on method.,[Auto] Một thuật ngữ phân biệt giữa Tập trung tiền mặt dựa trên phương pháp.,Cash Concentration Method,Product
ebca754e-53d4-4f8f-8cdb-38930496e514,Conversion Type,A term that distinguishes between Financial Market Instruments according to their ability to be exchanged for another Financial Market Instrument.,[Auto] Một thuật ngữ phân biệt giữa các Công cụ Thị trường Tài chính theo khả năng trao đổi của chúng với một Công cụ Thị trường Tài chính khác.,Conversion Type,Product
ec688c8a-859b-46e0-acd8-d89f56e0c3e1,Finance Service Purpose,"Distinguishes between Finance Services based on how their proceeds will be used by the borrower; for example, construction or asset acquisition financing.","[Auto] Phân biệt giữa các Dịch vụ Tài chính dựa trên cách người vay sử dụng số tiền thu được của họ; ví dụ, tài trợ xây dựng hoặc mua lại tài sản.",Finance Service Purpose,Product
ef287c01-035e-4c71-be7c-4fe39e61bf22,Mandate Authority Type,A term that distinguishes between the type of authority and independence from the relevant National Authority that the Financial Institution has in the treatment of its products. The Financial Institution may have discretion on how it treats its products for Capital Adequacy or the Financial Institution must use the guidelines as set out by the National Authority or the Financial Institution may have discretion but will also have to seek advice from the National Authority.,[Auto] Một thuật ngữ phân biệt giữa loại thẩm quyền và tính độc lập với Cơ quan Quốc gia có liên quan mà Tổ chức Tài chính có trong việc xử lý các sản phẩm của mình. Tổ chức Tài chính có thể có toàn quyền quyết định về cách xử lý các sản phẩm của mình để đảm bảo An toàn Vốn hoặc Tổ chức Tài chính phải sử dụng các hướng dẫn do Cơ quan Quốc gia quy định hoặc Tổ chức Tài chính có thể có toàn quyền quyết định nhưng cũng sẽ phải tìm kiếm lời khuyên từ Cơ quan Quốc gia.,Mandate Authority Type,Product
efb32c60-9ae3-4232-a32f-ea32633de00c,Refinance Purpose Type,Distinguishes between Finance Services based upon the purpose of the Refinance; for example in order to obtain a mortgage for the purpose of buying a another property.,[Auto] Phân biệt giữa các Dịch vụ Tài chính dựa trên mục đích Tái cấp vốn; ví dụ như để có được một khoản thế chấp nhằm mục đích mua một tài sản khác.,Refinance Purpose Type,Product
f18021ef-8d6f-4972-837b-5cb7980f4561,Notional Cash Pooling Method,A term that distinguishes between Notional Cash Pooling based on method.,[Auto] Một thuật ngữ phân biệt giữa việc gộp tiền mặt danh nghĩa dựa trên phương pháp.,Notional Cash Pooling Method,Product
f3c6371c-6fa8-4edc-a220-4162c701e524,Warrant Offering Type,"A term that distinguishes categories of Warrant Derivative by indicating whether the warrant entitles the holder to acquire assets at specified terms or to acquire cash in exchange for specific underlying assets. 

Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Call/Put "".","[Auto] Một thuật ngữ phân biệt các loại Chứng quyền phái sinh bằng cách cho biết liệu chứng quyền đó có cho phép người sở hữu có được tài sản theo các điều khoản cụ thể hay nhận được tiền mặt để đổi lấy các tài sản cơ bản cụ thể hay không. 

Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Gọi/Đặt"".",Warrant Offering Type,Product
f4a62cc1-9e87-476e-9d60-cc4f81ccf908,Product Sponsorship,A term that distinguishes between Products according to whether there is an incentive or subsidy provided in relation to the use of the Product.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm tùy theo việc có ưu đãi hoặc trợ cấp được cung cấp liên quan đến việc sử dụng Sản phẩm hay không.,Product Sponsorship,Product
f6093ed5-26c9-4f19-8d74-6d81a766a6c3,Financial Product Delivery Type,"A term that distinguishes between Products by whether the Product is actually delivered, or a cash equivalent is delivered instead.",[Auto] Thuật ngữ phân biệt giữa các Sản phẩm bằng cách Sản phẩm được giao thực sự hay thay vào đó là một khoản tiền mặt tương đương được giao.,Financial Product Delivery Type,Product
f8bb2fa5-9a4f-4ed6-b64b-17dccfe780ee,Credit Derivative Reference Type,A term that distinguishes between Credit Derivatives according to whether the Credit Derivative has a single reference entity or a portfolio of reference entities.,[Auto] Thuật ngữ phân biệt giữa các Sản phẩm phái sinh tín dụng tùy theo Sản phẩm phái sinh tín dụng có một thực thể tham chiếu duy nhất hay một danh mục các thực thể tham chiếu.,Credit Derivative Reference Type,Product
f94b60de-0092-49c4-a428-3f3e2a1103ef,Financial Market Instrument Seniority,A term that classifies a Financial Market Instrument based on its priority of debt claim in relation to other associated obligations.,[Auto] Một thuật ngữ phân loại Công cụ thị trường tài chính dựa trên mức độ ưu tiên yêu cầu nợ của nó so với các nghĩa vụ liên quan khác.,Financial Market Instrument Seniority,Product
fa95ff98-3ba3-41e6-83c2-8b7ae535c849,Investment Objective,"A term that distinguishes between Investment Products based on the primary goal that the product is intended to satisfy. The objectives of the investment may change over time, depending on the intended use of the funds; for example, funds that are to be used for retirement may at first have an objective of capital appreciation, but as retirement approaches the investment objective may change to safety or liquidity.","[Auto] Thuật ngữ phân biệt giữa các Sản phẩm đầu tư dựa trên mục tiêu chính mà sản phẩm hướng tới đáp ứng. Mục tiêu đầu tư có thể thay đổi theo thời gian, tùy thuộc vào mục đích sử dụng vốn; ví dụ, quỹ được sử dụng để nghỉ hưu lúc đầu có thể có mục tiêu tăng giá vốn, nhưng khi đến gần nghỉ hưu, mục tiêu đầu tư có thể thay đổi thành an toàn hoặc thanh khoản.",Investment Objective,Product
fe805fa9-1eac-478a-8246-1980eef1bdf0,Transfer Service Financial Item Type,Distinguishes Transfer Services according to the type of financial item being processed.,[Auto] Phân biệt các Dịch vụ Chuyển khoản theo loại hạng mục tài chính đang được xử lý.,Transfer Service Financial Item Type,Product
01a857f9-b41c-4db8-92c8-2de3a4d3bd14,Investment Arrangement Life Cycle Status,Distinguishes between the stages in the life cycle of an Investment Arrangement.,[Auto] Phân biệt giữa các giai đoạn trong vòng đời của Thỏa thuận đầu tư.,Investment Arrangement Life Cycle Status,Arrangement
058cdca8-4725-4c1c-afb5-fd1cf02e2ee1,Arrangement Discount / Premium Indicator,"Distinguishes between Receivables Financing Arrangement according to whether the Arrangement was bought at a discount, at a premium, or at face value.","[Auto] Phân biệt giữa Thỏa thuận tài trợ các khoản phải thu tùy theo Thỏa thuận được mua với giá chiết khấu, giá cao hay theo mệnh giá.",Arrangement Discount / Premium Indicator,Arrangement
060bfdeb-b7d2-4ecc-b707-7b437974bf6d,Financial Institution Participation Type,Distinguishes between Financial Institution-Other Involved Party Arrangements according to the nature of the Financial Institution's involvement in the relationship.,[Auto] Phân biệt giữa các Thỏa thuận giữa Tổ chức Tài chính-Các Bên liên quan khác theo bản chất sự tham gia của Tổ chức Tài chính vào mối quan hệ.,Financial Institution Participation Type,Arrangement
0e58e25d-9b1d-4590-a519-8ccfc3e602fd,Commodity Collateral Type,Distinguishes between Commodity Collateral according to the type of Collateral used to secure the arrangement.,[Auto] Phân biệt Tài sản thế chấp hàng hóa theo loại Tài sản thế chấp được sử dụng để đảm bảo cho thỏa thuận.,Commodity Collateral Type,Arrangement
0f929c97-d826-4adf-8b5c-2e5d3b330985,Applicable Fee Condition Type,"Distinguishes between Arrangements according to any concessions given on the charging of fees, interest, etc. related to the Arrangement e.g. free for first year, 50% annual fee for duration of account.","[Auto] Phân biệt giữa các Thỏa thuận theo bất kỳ nhượng bộ nào được đưa ra về việc tính phí, lãi, v.v. liên quan đến Thỏa thuận, ví dụ: miễn phí năm đầu tiên, 50% phí thường niên trong suốt thời gian sử dụng tài khoản.",Applicable Fee Condition Type,Arrangement
