bcv_core_object,atomic_entity,atomic_table,atomic_attribute,atomic_column,description,data_domain,data_type,nullable,is_primary_key,source_system,source_table,source_column,comment,classification_context,etl_derived_value
Documentation,Securities Practitioner License Application,scr_prac_license_ap,Examination Assessment Code,exam_ases_code,Mã đợt thi sát hạch.,Text,string,true,false,NHNCK,APPLICATIONS,NHNCK.qlnhn.APPLICATIONS.EXAM_SESSION_ID,Lookup pair: Securities Practitioner Qualification Examination Assessment.Securities Practitioner Qualification Examination Assessment Code. Pair with Examination Assessment Id.,Source System Code = 'NHNCK_APPLICATIONS',
Documentation,Securities Practitioner License Application,scr_prac_license_ap,Assignee Officer Id,assignee_ofcr_id,FK đến Regulatory Authority Officer — cán bộ được phân công xử lý hồ sơ.,Surrogate Key,string,true,false,NHNCK,APPLICATIONS,NHNCK.qlnhn.APPLICATIONS.ASSIGNEE_ID,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id.,Source System Code = 'NHNCK_APPLICATIONS',
Documentation,Securities Practitioner License Application,scr_prac_license_ap,Assignee Officer Code,assignee_ofcr_code,Mã cán bộ được phân công.,Text,string,true,false,NHNCK,APPLICATIONS,NHNCK.qlnhn.APPLICATIONS.ASSIGNEE_ID,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Assignee Officer Id.,Source System Code = 'NHNCK_APPLICATIONS',
Documentation,Securities Practitioner License Application,scr_prac_license_ap,Info Verify Officer Id,info_verify_ofcr_id,FK đến Regulatory Authority Officer — cán bộ xác minh thông tin.,Surrogate Key,string,true,false,NHNCK,APPLICATIONS,NHNCK.qlnhn.APPLICATIONS.INFO_VERIFY_ID,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id.,Source System Code = 'NHNCK_APPLICATIONS',
Documentation,Securities Practitioner License Application,scr_prac_license_ap,Info Verify Officer Code,info_verify_ofcr_code,Mã cán bộ xác minh thông tin.,Text,string,true,false,NHNCK,APPLICATIONS,NHNCK.qlnhn.APPLICATIONS.INFO_VERIFY_ID,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Info Verify Officer Id.,Source System Code = 'NHNCK_APPLICATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Securities Practitioner License Application Education Certificate Document Id,scr_prac_license_ap_ed_ctf_doc_id,Id tự sinh (surrogate key),Surrogate Key,string,false,true,NHNCK,APPLICATION_SPECIALIZATIONS,,PK surrogate. BCV: Documentation. Securities Practitioner License Application Education Certificate Document.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Securities Practitioner License Application Education Certificate Document Code,scr_prac_license_ap_ed_ctf_doc_code,Mã định danh bản ghi chuyên môn. BK,Text,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.ID,BK từ APPLICATION_SPECIALIZATIONS.ID.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,License Application Id,license_ap_id,FK đến License Application (hồ sơ đăng ký),Surrogate Key,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.APPLICATION_ID,FK target: License Application.License Application Id.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,License Application Code,license_ap_code,Mã hồ sơ đăng ký. Lookup pair,Text,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.APPLICATION_ID,Lookup pair: License Application.License Application Code. Pair with License Application Id.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Specialization Type Code,specialization_tp_code,Mã loại chuyên môn (Classification Value),Classification Value,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.SPECIALIZATION_ID,Scheme: SPECIALIZATION. Phân loại chuyên ngành chứng chỉ.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Certificate Issue Date,ctf_issu_dt,Ngày cấp chứng chỉ chuyên môn,Date,date,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.ISSUE_DATE,,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Certificate Issue Place,ctf_issu_plc,Nơi cấp chứng chỉ chuyên môn,Text,string,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.ISSUE_PLACE,,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Appraisal Status Code,aprs_st_code,Trạng thái thẩm định chứng chỉ (Classification Value),Classification Value,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.RECORD_STATUS,Scheme: APPRAISAL_STATUS. Map từ RECORD_STATUS: 1=Đạt/0=Chưa thẩm định.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Appraisal Completed Date,aprs_completed_dt,Thời điểm thẩm định hoàn tất,Timestamp,timestamp,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.APPRAISALED_AT,,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Appraised By Officer Id,appraised_by_ofcr_id,FK đến cán bộ thẩm định (Regulatory Authority Officer),Surrogate Key,string,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.ASSIGNEE_ID,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Appraised By Officer Code,appraised_by_ofcr_code,Mã cán bộ thẩm định. Lookup pair,Text,string,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.ASSIGNEE_ID,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Appraised By Officer Id.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Attachment Files,attch_files,Danh sách file đính kèm (JSON CLOB),Text,string,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.FILES,Lưu nguyên JSON list [{name; path; size; type}] dưới dạng Text.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Note,note,Ghi chú bổ sung,Text,string,true,false,NHNCK,APPLICATION_SPECIALIZATIONS,NHNCK.qlnhn.APPLICATION_SPECIALIZATIONS.NOTE,,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',
Documentation,Securities Practitioner License Application Education Certificate Document,scr_prac_license_ap_ed_ctf_doc,Source System Code,src_stm_code,Mã hệ thống nguồn (ETL-derived),Classification Value,string,false,false,NHNCK,APPLICATION_SPECIALIZATIONS,,Scheme: SOURCE_SYSTEM. ETL-derived = NHNCK.APPLICATION_SPECIALIZATIONS.,Source System Code = 'NHNCK_APPLICATION_SPECIALIZATIONS',NHNCK.APPLICATION_SPECIALIZATIONS
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Securities Practitioner License Application Re-Exam Request Id,scr_prac_license_ap_re_exam_rqs_id,Id tự sinh (surrogate key),Surrogate Key,string,false,true,NHNCK,APPLICATION_RE_EXAMS,,"PK surrogate. BCV: ""Documentation"" (Resource Item). Yêu cầu thi lại CCHN.",Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Securities Practitioner License Application Re-Exam Request Code,scr_prac_license_ap_re_exam_rqs_code,Mã định danh. BK,Text,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.ID,BK chính. PK nguồn.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Source System Code,src_stm_code,Mã nguồn dữ liệu,Classification Value,string,false,false,NHNCK,APPLICATION_RE_EXAMS,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',NHNCK.APPLICATION_RE_EXAMS
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,License Application Id,license_ap_id,FK đến hồ sơ gốc đã thi trượt,Surrogate Key,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.APPLICATION_ID,FK target: Securities Practitioner License Application.License Application Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,License Application Code,license_ap_code,Mã hồ sơ gốc,Text,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.APPLICATION_ID,Lookup pair: Securities Practitioner License Application.License Application Code. Pair with License Application Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Examination Assessment Result Id,exam_ases_rslt_id,FK đến kết quả thi trượt,Surrogate Key,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.EXAM_DETAIL_ID,FK target: Securities Practitioner Qualification Examination Assessment Result.Examination Assessment Result Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Examination Assessment Result Code,exam_ases_rslt_code,Mã kết quả thi trượt,Text,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.EXAM_DETAIL_ID,Lookup pair: Securities Practitioner Qualification Examination Assessment Result.Examination Assessment Result Code. Pair with Examination Assessment Result Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Re-Exam License Application Id,re_exam_license_ap_id,FK đến hồ sơ thi lại mới (nullable — chưa nộp),Surrogate Key,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.RE_APPLICATION_ID,FK target: Securities Practitioner License Application.License Application Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Re-Exam License Application Code,re_exam_license_ap_code,Mã hồ sơ thi lại mới,Text,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.RE_APPLICATION_ID,Lookup pair: Securities Practitioner License Application.License Application Code. Pair with Re-Exam License Application Id.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Record Status Code,rcrd_st_code,Trạng thái bản ghi (1=Hoạt động),Classification Value,string,false,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.RECORD_STATUS,Scheme: APPLICATION_STATUS.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Created By Officer Id,crt_by_ofcr_id,FK đến Officer tạo bản ghi,Surrogate Key,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.CREATED_BY,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id. Pending — nguồn USERS chưa map.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Created By Officer Code,crt_by_ofcr_code,Mã người tạo,Text,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.CREATED_BY,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Created By Officer Id. Pending.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Updated By Officer Id,udt_by_ofcr_id,FK đến Officer cập nhật bản ghi,Surrogate Key,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.UPDATED_BY,FK target: Regulatory Authority Officer.Regulatory Authority Officer Id. Pending — nguồn USERS chưa map.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Updated By Officer Code,udt_by_ofcr_code,Mã người cập nhật,Text,string,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.UPDATED_BY,Lookup pair: Regulatory Authority Officer.Regulatory Authority Officer Code. Pair with Updated By Officer Id. Pending.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Created Timestamp,crt_tms,Thời điểm tạo,Timestamp,timestamp,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.CREATED_AT,Pending — kiểu DATE nguồn map sang Timestamp Atomic.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Application Re-Exam Request,scr_prac_license_ap_re_exam_rqs,Updated Timestamp,udt_tms,Thời điểm cập nhật,Timestamp,timestamp,true,false,NHNCK,APPLICATION_RE_EXAMS,NHNCK.qlnhn.APPLICATION_RE_EXAMS.UPDATED_AT,Pending — kiểu DATE nguồn map sang Timestamp Atomic.,Source System Code = 'NHNCK_APPLICATION_RE_EXAMS',
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Securities Practitioner License Certificate Document Id,scr_prac_license_ctf_doc_id,Surrogate key cho chứng chỉ hành nghề chứng khoán,Surrogate Key,string,false,true,NHNCK,CERTIFICATE_RECORDS,,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Securities Practitioner License Certificate Document Code,scr_prac_license_ctf_doc_code,Business key từ CERTIFICATE_RECORDS.ID,Text,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.ID,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Number,ctf_nbr,Số chứng chỉ hành nghề,Text,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CERTIFICATE_NUMBER,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Type Code,ctf_tp_code,Phân loại loại chứng chỉ (CCHN),Classification Value,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CERTIFICATE_ID,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Securities Practitioner Id,scr_prac_id,FK đến Securities Practitioner,Surrogate Key,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.PROFESSIONAL_ID,FK target: Securities Practitioner.Securities Practitioner Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Securities Practitioner Code,scr_prac_code,Mã nghiệp vụ của người hành nghề,Text,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.PROFESSIONAL_ID,Lookup pair: Securities Practitioner.Securities Practitioner Code. Pair with Securities Practitioner Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Issue License Decision Id,issu_license_dcsn_id,FK đến quyết định cấp chứng chỉ,Surrogate Key,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.ISSUE_DECISION_ID,FK target: License Decision Document.License Decision Document Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Issue License Decision Code,issu_license_dcsn_code,Mã nghiệp vụ của quyết định cấp,Text,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.ISSUE_DECISION_ID,Lookup pair: License Decision Document.License Decision Document Code. Pair with Issue License Decision Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Revocation License Decision Id,revocation_license_dcsn_id,FK đến quyết định thu hồi chứng chỉ,Surrogate Key,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.REVOCATION_DECISION_ID,FK target: License Decision Document.License Decision Document Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Revocation License Decision Code,revocation_license_dcsn_code,Mã nghiệp vụ của quyết định thu hồi,Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.REVOCATION_DECISION_ID,Lookup pair: License Decision Document.License Decision Document Code. Pair with Revocation License Decision Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Cancellation License Decision Id,cncl_license_dcsn_id,FK đến quyết định hủy chứng chỉ,Surrogate Key,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CANCELLATION_DECISION_ID,FK target: License Decision Document.License Decision Document Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Cancellation License Decision Code,cncl_license_dcsn_code,Mã nghiệp vụ của quyết định hủy,Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CANCELLATION_DECISION_ID,Lookup pair: License Decision Document.License Decision Document Code. Pair with Cancellation License Decision Id.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Issue Date,issu_dt,Ngày cấp chứng chỉ hành nghề,Date,date,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.ISSUE_DATE,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Revocation Date,revocation_dt,Ngày thu hồi chứng chỉ hành nghề,Date,date,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.REVOCATION_DATE,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Revocation Reason,revocation_rsn,Lý do thu hồi chứng chỉ hành nghề,Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.REVOCATION_REASON,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Practitioner Name At Issuance,prac_nm_at_issn,Tên người hành nghề tại thời điểm cấp chứng chỉ (snapshot),Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.PROFESSIONAL_FULL_NAME,Snapshot value captured at time of issuance; not updated when practitioner name changes.,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Reissuance Allowed Count,reissuance_allowed_cnt,Số lần được phép cấp lại chứng chỉ (0 = không được cấp lại),Small Counter,int,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.ALLOW_REISSUE,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Process Status Code,pcs_st_code,Trạng thái xử lý chứng chỉ (1=Đã cấp 2=Đã ký nháy 3=Đã ký 4=Đã trả),Classification Value,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.PROCESS_STATUS,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate File Path,ctf_file_path,Đường dẫn file chứng chỉ số,Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CER_PATH,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Conversion Status Code,cnvr_st_code,Trạng thái chuyển đổi chứng chỉ (1=Giấy 2=Chờ điện tử 3=Chứng chỉ số),Classification Value,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.CONVERSION_STATUS,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Record Status Code,rcrd_st_code,Trạng thái hiệu lực của bản ghi chứng chỉ (1=Hoạt động),Classification Value,string,false,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.RECORD_STATUS,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Description,dsc,Mô tả bổ sung cho chứng chỉ hành nghề,Text,string,true,false,NHNCK,CERTIFICATE_RECORDS,NHNCK.qlnhn.CERTIFICATE_RECORDS.DESCRIPTION,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS', 
Documentation,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Source System Code,src_stm_code,Mã hệ thống nguồn ETL-derived,Classification Value,string,false,false,NHNCK,CERTIFICATE_RECORDS,,,Source System Code = 'NHNCK_CERTIFICATE_RECORDS',NHNCK.CERTIFICATE_RECORDS
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Securities Practitioner License Decision Document Id,scr_prac_license_dcsn_doc_id,Surrogate key cho quyết định hành chính,Surrogate Key,string,false,true,NHNCK,DECISIONS,,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Securities Practitioner License Decision Document Code,scr_prac_license_dcsn_doc_code,Business key từ PK nguồn DECISIONS.ID,Text,string,false,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.ID,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Decision Number,dcsn_nbr,Số hiệu quyết định hành chính (VD: 123/QĐ-UBCK),Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.DECISION_NUMBER,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Decision Title,dcsn_ttl,Tiêu đề/tên quyết định hành chính,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.TITLE,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Legal Reference,lgl_refr,Căn cứ pháp lý của quyết định,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.REFERENCE,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Decision Content,dcsn_cntnt,Nội dung đầy đủ của quyết định,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.DECISION_CONTENT,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Decision Signed Date,dcsn_signed_dt,Ngày ký ban hành quyết định,Date,date,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.SIGNED_DATE,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Signatory Name,signatory_nm,Họ tên người ký quyết định,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.SIGNATORY,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Signatory Position,signatory_pos,Chức vụ của người ký quyết định,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.POSITION,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Issuing Organization Name,issu_org_nm,Tên đơn vị ban hành quyết định (VD: Ủy ban Chứng khoán Nhà nước),Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.DECISION_UNIT,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Attachment File Name,attch_file_nm,Tên file văn bản đính kèm,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.FILE_NAME,,Source System Code = 'NHNCK_DECISIONS', 
Documentation,Securities Practitioner License Decision Document,scr_prac_license_dcsn_doc,Attachment File Path,attch_file_path,Đường dẫn lưu trữ file đính kèm,Text,string,true,false,NHNCK,DECISIONS,NHNCK.qlnhn.DECISIONS.FILE_PATH,,Source System Code = 'NHNCK_DECISIONS', 
