source_system,table_name,column_name,source_system.table_name,data_type,description,pk/fk
FMS,REFRESHTOKEN,ExpiresUtc,FMS.REFRESHTOKEN,,Thời gian hiệu lực phiên đăng nhập,
FMS,REFRESHTOKEN,UsersId,FMS.REFRESHTOKEN,,Mã ID user hệ thống. FK → USERS.Id,FK
FMS,RELATION,Id,FMS.RELATION,,Mã ID mối quan hệ cổ đông (PK),PK
FMS,RELATION,Name,FMS.RELATION,,Tên mối quan hệ,
FMS,RELATION,IsActive,FMS.RELATION,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,RELATION,IsDeleted,FMS.RELATION,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RELATION,CreatedBy,FMS.RELATION,,Người tạo,
FMS,RELATION,DateCreated,FMS.RELATION,,Ngày tạo,
FMS,RELATION,DateModified,FMS.RELATION,,Ngày sửa,
FMS,RELATION,ModifyBy,FMS.RELATION,,Người sửa,
FMS,REPRESENT,Id,FMS.REPRESENT,,Mã ID ban đại diện quỹ (PK),PK
FMS,REPRESENT,FndId,FMS.REPRESENT,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,REPRESENT,TLId,FMS.REPRESENT,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,REPRESENT,IsChair,FMS.REPRESENT,,Là trưởng ban đại diện: 1 = Có; 0 = Không,
FMS,REPRESENT,Status,FMS.REPRESENT,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,REPRESENT,Deleted,FMS.REPRESENT,,Trạng thái bản ghi,
FMS,REPRESENT,DateCreated,FMS.REPRESENT,,Ngày tạo,
FMS,REPRESENT,DateModified,FMS.REPRESENT,,Ngày sửa,
FMS,RNKFACTOR,Id,FMS.RNKFACTOR,,Mã ID nhân tố đánh giá (PK),PK
FMS,RNKFACTOR,Name,FMS.RNKFACTOR,,Tên nhân tố,
FMS,RNKFACTOR,ParentId,FMS.RNKFACTOR,,Mã ID nhân tố cha. FK → RNKFACTOR.Id,FK
FMS,RNKFACTOR,MaxScore,FMS.RNKFACTOR,,Điểm tối đa,
FMS,RNKFACTOR,Weight,FMS.RNKFACTOR,,Trọng số,
FMS,RNKFACTOR,IsActive,FMS.RNKFACTOR,,Trạng thái,
FMS,RNKFACTOR,DateCreated,FMS.RNKFACTOR,,Ngày tạo,
FMS,RNKFACTOR,DateModified,FMS.RNKFACTOR,,Ngày sửa,
FMS,ROLES,Id,FMS.ROLES,,Mã ID nhóm quyền chức năng. Mã hệ thống tự sinh (PK),PK
FMS,ROLES,RoleName,FMS.ROLES,,Tên nhóm quyền,
FMS,ROLES,Description,FMS.ROLES,,Mô tả nhóm quyền,
FMS,ROLES,Status,FMS.ROLES,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,ROLES,Deleted,FMS.ROLES,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,ROLES,CreatedBy,FMS.ROLES,,Người tạo,
FMS,ROLES,DateCreated,FMS.ROLES,,Ngày tạo,
FMS,ROLES,DateModified,FMS.ROLES,,Ngày sửa,
FMS,ROLES,ModifyBy,FMS.ROLES,,Người sửa,
FMS,ROLESMENUS,RolesId,FMS.ROLESMENUS,,Mã ID nhóm quyền. FK → ROLES.Id,
FMS,ROLESMENUS,MenusId,FMS.ROLESMENUS,,Mã ID menu. FK → MENUS.Id,
FMS,RPTMBHS,Id,FMS.RPTMBHS,,ID lịch sử gửi báo cáo (PK),PK
FMS,RPTMBHS,RptMbId,FMS.RPTMBHS,,Mã ID báo cáo thành viên. FK → RPTMEMBER.Id,FK
FMS,RPTMBHS,Status,FMS.RPTMBHS,,Trạng thái báo cáo,
FMS,RPTMBHS,ChgById,FMS.RPTMBHS,,Mã ID người thực hiện. FK → USERS.Id,FK
FMS,RPTMBHS,ContentSummary,FMS.RPTMBHS,,Nội dung trích yếu,
FMS,RPTMBHS,Note,FMS.RPTMBHS,,Ghi chú,
FMS,RPTMBHS,RptName,FMS.RPTMBHS,,Tên báo cáo,
FMS,RPTMBHS,FileData,FMS.RPTMBHS,,File dữ liệu,
FMS,RPTMEMBER,Id,FMS.RPTMEMBER,,ID bản ghi báo cáo định kỳ. Mã hệ thống tự sinh (PK),PK
FMS,RPTMEMBER,SecId,FMS.RPTMEMBER,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,RPTMEMBER,FndId,FMS.RPTMEMBER,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,RPTMEMBER,BkMId,FMS.RPTMEMBER,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK
FMS,RPTMEMBER,FrBrId,FMS.RPTMEMBER,,Mã ID CN/VPĐD QLQ NN. FK → FORBRCH.Id,FK
FMS,RPTMEMBER,PrdId,FMS.RPTMEMBER,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,RPTMEMBER,RptId,FMS.RPTMEMBER,,Mã ID biểu mẫu báo cáo,
FMS,RPTMEMBER,RptName,FMS.RPTMEMBER,,Tên báo cáo,
FMS,RPTMEMBER,ContentSummary,FMS.RPTMEMBER,,Nội dung trích yếu,
FMS,RPTMEMBER,ReportType,FMS.RPTMEMBER,,Loại báo cáo: 1 = Định kỳ; 2 = Bất thường,
FMS,RPTMEMBER,Type,FMS.RPTMEMBER,,Nhóm báo cáo: 2 = Công ty QLQ; 3 = NH LKGS; 4 = CN QLQ NN; 5 = VPĐD QLQ NN; 7 = QĐT,
FMS,RPTMEMBER,PeriodType,FMS.RPTMEMBER,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,RPTMEMBER,YearValue,FMS.RPTMEMBER,,Năm báo cáo,
FMS,RPTMEMBER,DayReport,FMS.RPTMEMBER,,Ngày báo cáo,
FMS,RPTMEMBER,DeadlineSend,FMS.RPTMEMBER,,Thời hạn gửi báo cáo,
FMS,RPTMEMBER,DateSubmitted,FMS.RPTMEMBER,,Ngày gửi thực tế,
FMS,RPTMEMBER,Status,FMS.RPTMEMBER,,Trạng thái: 1 = Chưa gửi; 2 = Đã gửi; 3 = Gửi muộn; 4 = Bị hủy,
FMS,RPTMEMBER,IsImport,FMS.RPTMEMBER,,Là báo cáo có import: 1 = Có; 2 = Không,
FMS,RPTMEMBER,IsDelete,FMS.RPTMEMBER,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RPTMEMBER,FileData,FMS.RPTMEMBER,,File đính kèm,
FMS,RPTMEMBER,FileImport,FMS.RPTMEMBER,,File import,
FMS,RPTMEMBER,CreatedBy,FMS.RPTMEMBER,,Người tạo,
FMS,RPTMEMBER,DateCreated,FMS.RPTMEMBER,,Ngày tạo,
FMS,RPTMEMBER,DateModified,FMS.RPTMEMBER,,Ngày sửa,
FMS,RPTMEMBER,ModifyBy,FMS.RPTMEMBER,,Người sửa,
FMS,RPTPDSHT,RptPdId,FMS.RPTPDSHT,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,
FMS,RPTPDSHT,ShtId,FMS.RPTPDSHT,,Mã ID sheet báo cáo. FK → SHEET.Id,
FMS,RPTPDSHT,CreatedBy,FMS.RPTPDSHT,,Người tạo,
FMS,RPTPDSHT,DateCreated,FMS.RPTPDSHT,,Ngày tạo,
FMS,RPTPDSHT,DateModified,FMS.RPTPDSHT,,Ngày sửa,
FMS,RPTPDSHT,ModifyBy,FMS.RPTPDSHT,,Người sửa,
FMS,RPTPERIOD,Id,FMS.RPTPERIOD,,Mã ID kỳ báo cáo (PK),PK
FMS,RPTPERIOD,PeriodName,FMS.RPTPERIOD,,Tên kỳ báo cáo,
FMS,RPTPERIOD,PeriodType,FMS.RPTPERIOD,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,RPTPERIOD,IsActive,FMS.RPTPERIOD,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,RPTPERIOD,IsDeleted,FMS.RPTPERIOD,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RPTPERIOD,CreatedBy,FMS.RPTPERIOD,,Người tạo,
FMS,RPTPERIOD,DateCreated,FMS.RPTPERIOD,,Ngày tạo,
FMS,RPTPERIOD,DateModified,FMS.RPTPERIOD,,Ngày sửa,
FMS,RPTPERIOD,ModifyBy,FMS.RPTPERIOD,,Người sửa,
FMS,RPTVALUES,Id,FMS.RPTVALUES,,ID bản ghi giá trị báo cáo (PK),PK
FMS,RPTVALUES,MebId,FMS.RPTVALUES,,Mã ID thành viên thị trường,
FMS,RPTVALUES,RptId,FMS.RPTVALUES,,Mã báo cáo đầu vào. FK → RPTTEMP.Id,FK
FMS,RPTVALUES,SheetId,FMS.RPTVALUES,,Mã sheet báo cáo đầu vào. FK → SHEET.Id,FK
FMS,RPTVALUES,TgtId,FMS.RPTVALUES,,ID ô chỉ tiêu,
FMS,RPTVALUES,PrdId,FMS.RPTVALUES,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,RPTVALUES,SecId,FMS.RPTVALUES,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,RPTVALUES,FndId,FMS.RPTVALUES,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,RPTVALUES,BkMId,FMS.RPTVALUES,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,
FMS,RPTVALUES,FrBrId,FMS.RPTVALUES,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,
FMS,RPTVALUES,Values,FMS.RPTVALUES,,Giá trị file import,
FMS,RPTVALUES,AccValues,FMS.RPTVALUES,,Tài khoản lưu ký,
FMS,RPTVALUES,FormatDataType,FMS.RPTVALUES,,Loại dữ liệu: Numberic = số; String = ký tự,
FMS,RPTVALUES,IsDynamic,FMS.RPTVALUES,,1 = Dữ liệu động; 0 = Không là dữ liệu động,
FMS,RPTVALUES,PeriodType,FMS.RPTVALUES,,Loại kỳ,
FMS,RPTVALUES,Type,FMS.RPTVALUES,,Đối tượng gửi báo: 2 = Công ty QLQ; 7 = QĐT,
FMS,RPTVALUES,CreatedBy,FMS.RPTVALUES,,Người tạo,
FMS,RPTVALUES,DateCreated,FMS.RPTVALUES,,Ngày tạo,
FMS,RPTVALUES,DateModified,FMS.RPTVALUES,,Ngày sửa,
FMS,RPTVALUES,ModifyBy,FMS.RPTVALUES,,Người sửa,
FMS,SECBUP,Id,FMS.SECBUP,,Mã ID bản ghi chi tiết lịch sử QLQ (PK),PK
FMS,SECBUP,SecHsId,FMS.SECBUP,,Mã ID lịch sử công ty QLQ. FK → SECHISTORY.Id,FK
FMS,SECBUP,IsBefore,FMS.SECBUP,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,SECBUP,SecData,FMS.SECBUP,,Dữ liệu snapshot công ty QLQ,
FMS,SECBUP,DateCreated,FMS.SECBUP,,Ngày tạo,
FMS,SECBUSINES,SecId,FMS.SECBUSINES,,Mã ID công ty QLQ. FK → SECURITIES.Id,
FMS,SECBUSINES,BuId,FMS.SECBUSINES,,Mã ID ngành nghề kinh doanh. FK → BUSINESS.Id,
FMS,SECHISTORY,Id,FMS.SECHISTORY,,Mã ID lịch sử công ty QLQ (PK),PK
FMS,SECHISTORY,SecId,FMS.SECHISTORY,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,SECHISTORY,Action,FMS.SECHISTORY,,Sự kiện thay đổi,
FMS,SECHISTORY,DateChange,FMS.SECHISTORY,,Ngày thực hiện thay đổi,
FMS,SECHISTORY,AdjustmentLicense,FMS.SECHISTORY,,Số GP/QĐ/CV sửa đổi,
FMS,SECHISTORY,LicenseDate,FMS.SECHISTORY,,Ngày chấp thuận,
FMS,SECHISTORY,PrevValue,FMS.SECHISTORY,,Thông tin trước thay đổi,
FMS,SECHISTORY,ValueChange,FMS.SECHISTORY,,Thông tin sau thay đổi,
FMS,SECHISTORY,Reason,FMS.SECHISTORY,,Lý do sửa đổi,
FMS,SECHISTORY,FileData,FMS.SECHISTORY,,File đính kèm,
FMS,SECHISTORY,DateCreated,FMS.SECHISTORY,,Ngày tạo,
FMS,SECURITIES,Id,FMS.SECURITIES,,Mã ID công ty QLQ. Mã hệ thống tự sinh (PK),PK
FMS,SECURITIES,Name,FMS.SECURITIES,,Tên công ty QLQ,
FMS,SECURITIES,ShortName,FMS.SECURITIES,,Tên viết tắt,
FMS,SECURITIES,EnName,FMS.SECURITIES,,Tên tiếng Anh,
FMS,SECURITIES,Address,FMS.SECURITIES,,Địa chỉ trụ sở chính,
FMS,SECURITIES,Telephone,FMS.SECURITIES,,Điện thoại,
FMS,SECURITIES,Fax,FMS.SECURITIES,,Số Fax,
FMS,SECURITIES,Email,FMS.SECURITIES,,Email,
FMS,SECURITIES,Website,FMS.SECURITIES,,Website,
FMS,SECURITIES,Decision,FMS.SECURITIES,,Giấy phép thành lập/GPKD,
FMS,SECURITIES,DecisionDate,FMS.SECURITIES,,Ngày cấp giấy phép,
FMS,SECURITIES,ActiveDate,FMS.SECURITIES,,Ngày chính thức hoạt động,
FMS,SECURITIES,StopDate,FMS.SECURITIES,,Ngày đóng cửa/thu hồi giấy phép,
FMS,SECURITIES,Status,FMS.SECURITIES,,Mã ID trạng thái. FK → STATUS.Id,FK
FMS,SECURITIES,SecCapital,FMS.SECURITIES,,Vốn điều lệ,
FMS,SECURITIES,Dorf,FMS.SECURITIES,,Trong nước/Nước ngoài: 1 = Trong nước; 0 = Nước ngoài,
FMS,SECURITIES,Deleted,FMS.SECURITIES,,Trạng thái bản ghi,
FMS,SECURITIES,IsDataMigration,FMS.SECURITIES,,1 = Dữ liệu đổ từ hệ thống cũ; 0 = Dữ liệu mới,
FMS,SECURITIES,CreatedBy,FMS.SECURITIES,,Người tạo,
FMS,SECURITIES,DateCreated,FMS.SECURITIES,,Ngày tạo,
FMS,SECURITIES,DateModified,FMS.SECURITIES,,Ngày sửa,
FMS,SECURITIES,ModifyBy,FMS.SECURITIES,,Người sửa,
FMS,STATUS,Id,FMS.STATUS,,Mã ID trạng thái hoạt động (PK),PK
FMS,STATUS,Name,FMS.STATUS,,Tên trạng thái,
FMS,STATUS,IsActive,FMS.STATUS,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,STATUS,IsDeleted,FMS.STATUS,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STATUS,CreatedBy,FMS.STATUS,,Người tạo,
FMS,STATUS,DateCreated,FMS.STATUS,,Ngày tạo,
FMS,STATUS,DateModified,FMS.STATUS,,Ngày sửa,
FMS,STATUS,ModifyBy,FMS.STATUS,,Người sửa,
FMS,STFFGBRCH,Id,FMS.STFFGBRCH,,ID nhân sự VPĐD/CN QLQ NN (PK),PK
FMS,STFFGBRCH,FgBrId,FMS.STFFGBRCH,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,FK
FMS,STFFGBRCH,TLId,FMS.STFFGBRCH,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,STFFGBRCH,FnType,FMS.STFFGBRCH,,Là nhân viên VPĐD/CN NN: O = VPĐD NN; B = CN NN,
FMS,STFFGBRCH,Isr,FMS.STFFGBRCH,,Người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,STFFGBRCH,Isp,FMS.STFFGBRCH,,Đại diện CBTT: 1 = Có; 0 = Không,
FMS,STFFGBRCH,Deleted,FMS.STFFGBRCH,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STFFGBRCH,DateCreated,FMS.STFFGBRCH,,Ngày tạo,
FMS,STFFGBRCH,DateModified,FMS.STFFGBRCH,,Ngày sửa,
FMS,STOCKHOLDERTYPE,Id,FMS.STOCKHOLDERTYPE,,Mã ID loại hình NĐT/cổ đông (PK),PK
FMS,STOCKHOLDERTYPE,Name,FMS.STOCKHOLDERTYPE,,Tên loại hình NĐT/cổ đông,
FMS,STOCKHOLDERTYPE,IsActive,FMS.STOCKHOLDERTYPE,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,STOCKHOLDERTYPE,IsDeleted,FMS.STOCKHOLDERTYPE,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STOCKHOLDERTYPE,CreatedBy,FMS.STOCKHOLDERTYPE,,Người tạo,
FMS,STOCKHOLDERTYPE,DateCreated,FMS.STOCKHOLDERTYPE,,Ngày tạo,
FMS,STOCKHOLDERTYPE,DateModified,FMS.STOCKHOLDERTYPE,,Ngày sửa,
FMS,STOCKHOLDERTYPE,ModifyBy,FMS.STOCKHOLDERTYPE,,Người sửa,
FMS,SYSVAR,Id,FMS.SYSVAR,,Mã ID tham số hệ thống (PK),PK
FMS,SYSVAR,VarName,FMS.SYSVAR,,Tên tham số,
FMS,SYSVAR,VarValue,FMS.SYSVAR,,Giá trị tham số,
FMS,SYSVAR,VarDesc,FMS.SYSVAR,,Ghi chú,
FMS,SYSVAR,GrName,FMS.SYSVAR,,Phân hệ áp dụng,
FMS,SYSVAR,TypeControl,FMS.SYSVAR,,Định dạng ô nội dung,
FMS,SYSVAR,CreatedBy,FMS.SYSVAR,,Người tạo,
FMS,SYSVAR,DateCreated,FMS.SYSVAR,,Ngày tạo,
FMS,SYSVAR,DateModified,FMS.SYSVAR,,Ngày sửa,
FMS,SYSVAR,ModifyBy,FMS.SYSVAR,,Người sửa,
FMS,TLPRHISTORY,Id,FMS.TLPRHISTORY,,ID lịch sử nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,TLPRHISTORY,SecId,FMS.TLPRHISTORY,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TLPRHISTORY,TLProfileId,FMS.TLPRHISTORY,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,TLPRHISTORY,Action,FMS.TLPRHISTORY,,Sự kiện thay đổi,
FMS,TLPRHISTORY,DateChange,FMS.TLPRHISTORY,,Ngày thực hiện thay đổi,
FMS,TLPRHISTORY,AdjustmentLicense,FMS.TLPRHISTORY,,Số GP/QĐ/CV sửa đổi,
FMS,TLPRHISTORY,LicenseDate,FMS.TLPRHISTORY,,Ngày chấp thuận,
FMS,TLPRHISTORY,PrevValue,FMS.TLPRHISTORY,,Thông tin trước thay đổi,
FMS,TLPRHISTORY,ValueChange,FMS.TLPRHISTORY,,Thông tin sau thay đổi,
FMS,TLPRHISTORY,FileData,FMS.TLPRHISTORY,,File đính kèm,
FMS,TLPRHISTORY,DateCreated,FMS.TLPRHISTORY,,Ngày tạo,
FMS,TLPROBUP,Id,FMS.TLPROBUP,,ID chi tiết lịch sử nhân sự (PK),PK
FMS,TLPROBUP,TLPrHsId,FMS.TLPROBUP,,Mã ID lịch sử nhân sự. FK → TLPRHISTORY.Id,FK
FMS,TLPROBUP,IsBefore,FMS.TLPROBUP,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,TLPROBUP,TLData,FMS.TLPROBUP,,Dữ liệu snapshot nhân sự,
FMS,TLPROBUP,DateCreated,FMS.TLPROBUP,,Ngày tạo,
FMS,TLProfiles,Id,FMS.TLProfiles,,Mã ID nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,TLProfiles,SecId,FMS.TLProfiles,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TLProfiles,FullName,FMS.TLProfiles,,Họ tên đầy đủ,
FMS,TLProfiles,BirthDate,FMS.TLProfiles,,Ngày sinh,
FMS,TLProfiles,NatId,FMS.TLProfiles,,Mã ID quốc tịch. FK → NATIONAL.Id,FK
FMS,TLProfiles,IdNo,FMS.TLProfiles,,CMND/CCCD/Hộ chiếu,
FMS,TLProfiles,JobTypeId,FMS.TLProfiles,,Mã ID loại chức vụ. FK → JOBTYPE.Id,FK
FMS,TLProfiles,IsLegal,FMS.TLProfiles,,Là người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,TLProfiles,IsCBTT,FMS.TLProfiles,,Là đại diện CBTT: 1 = Có; 0 = Không,
FMS,TLProfiles,Deleted,FMS.TLProfiles,,Trạng thái bản ghi,
FMS,TLProfiles,CreatedBy,FMS.TLProfiles,,Người tạo,
FMS,TLProfiles,DateCreated,FMS.TLProfiles,,Ngày tạo,
FMS,TLProfiles,DateModified,FMS.TLProfiles,,Ngày sửa,
FMS,TLProfiles,ModifyBy,FMS.TLProfiles,,Người sửa,
FMS,TRANSFERMBF,Id,FMS.TRANSFERMBF,,Mã ID giao dịch CCQ (PK),PK
FMS,TRANSFERMBF,FndId,FMS.TRANSFERMBF,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,TRANSFERMBF,MBFId,FMS.TRANSFERMBF,,Mã ID nhà đầu tư quỹ. FK → MBFUND.Id,FK
FMS,TRANSFERMBF,TransDate,FMS.TRANSFERMBF,,Ngày giao dịch,
FMS,TRANSFERMBF,Quantity,FMS.TRANSFERMBF,,Số lượng CCQ giao dịch,
FMS,TRANSFERMBF,Price,FMS.TRANSFERMBF,,Giá giao dịch,
FMS,TRANSFERMBF,TransType,FMS.TRANSFERMBF,,Loại giao dịch,
FMS,TRANSFERMBF,Deleted,FMS.TRANSFERMBF,,Trạng thái bản ghi,
FMS,TRANSFERMBF,DateCreated,FMS.TRANSFERMBF,,Ngày tạo,
FMS,TRANSFERMBF,DateModified,FMS.TRANSFERMBF,,Ngày sửa,
FMS,TRSFERINDER,Id,FMS.TRSFERINDER,,Mã ID giao dịch chuyển nhượng (PK),PK
FMS,TRSFERINDER,SecId,FMS.TRSFERINDER,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TRSFERINDER,TransDate,FMS.TRSFERINDER,,Ngày giao dịch,
FMS,TRSFERINDER,Quantity,FMS.TRSFERINDER,,Số lượng cổ phần chuyển nhượng,
FMS,TRSFERINDER,Price,FMS.TRSFERINDER,,Giá giao dịch,
FMS,TRSFERINDER,Deleted,FMS.TRSFERINDER,,Trạng thái bản ghi,
FMS,TRSFERINDER,DateCreated,FMS.TRSFERINDER,,Ngày tạo,
FMS,TRSFERINDER,DateModified,FMS.TRSFERINDER,,Ngày sửa,
FMS,USERRPTO,UserId,FMS.USERRPTO,,Mã ID người dùng. FK → USERS.Id,
FMS,USERRPTO,TpOutId,FMS.USERRPTO,,Mã ID biểu mẫu báo cáo đầu ra. FK → RPTTPOUT.Id,
FMS,USERS,Id,FMS.USERS,,Mã ID người dùng hệ thống. Mã hệ thống tự sinh (PK),PK
FMS,USERS,UserName,FMS.USERS,,Tên đăng nhập,
FMS,USERS,FullName,FMS.USERS,,Họ và tên đầy đủ,
FMS,USERS,Email,FMS.USERS,,Email,
FMS,USERS,BkMId,FMS.USERS,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK
FMS,USERS,Status,FMS.USERS,,Trạng thái tài khoản: 1 = Hoạt động; 0 = Khóa,
FMS,USERS,Deleted,FMS.USERS,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,USERS,DateLogined,FMS.USERS,,Ngày đăng nhập hệ thống,
FMS,USERS,DateChangePassword,FMS.USERS,,Ngày thay đổi mật khẩu,
FMS,USERS,CreatedBy,FMS.USERS,,Người tạo,
FMS,USERS,DateCreated,FMS.USERS,,Ngày tạo,
FMS,USERS,DateModified,FMS.USERS,,Ngày sửa,
FMS,USERS,ModifyBy,FMS.USERS,,Người sửa,
FMS,VIOLT,Id,FMS.VIOLT,,Mã ID vi phạm (PK),PK
FMS,VIOLT,SecId,FMS.VIOLT,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,VIOLT,FndId,FMS.VIOLT,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,VIOLT,ViolType,FMS.VIOLT,,Loại vi phạm,
FMS,VIOLT,ViolContent,FMS.VIOLT,,Nội dung vi phạm,
FMS,VIOLT,ViolDate,FMS.VIOLT,,Ngày vi phạm,
FMS,VIOLT,ViolStatus,FMS.VIOLT,,Trạng thái xử lý vi phạm,
FMS,VIOLT,Note,FMS.VIOLT,,Ghi chú,
FMS,VIOLT,Deleted,FMS.VIOLT,,Trạng thái bản ghi,
FMS,VIOLT,DateCreated,FMS.VIOLT,,Ngày tạo,
FMS,VIOLT,DateModified,FMS.VIOLT,,Ngày sửa,
FIMS,USERS,Id,FIMS.USERS,,ID bản ghi,PK
FIMS,USERS,Deleted,FIMS.USERS,,Trạng thái xóa bản ghi: 0: Chưa xóa 1: Đã xóa,
FIMS,USERS,DateCreated,FIMS.USERS,,Ngày tạo,
FIMS,USERS,CreatedBy,FIMS.USERS,,Người tạo,
FIMS,USERS,DateModified,FIMS.USERS,,Ngày sửa,
FIMS,USERS,ModifyBy,FIMS.USERS,,Người sửa,
FIMS,USERS,UserName,FIMS.USERS,,Tài khoản,
FIMS,USERS,DisplayName,FIMS.USERS,,Họ tên,
FIMS,USERS,Password,FIMS.USERS,,Mật khẩu,
FIMS,USERS,Status,FIMS.USERS,,Trạng thái: 1: Hoạt động 0: Khóa,
FIMS,USERS,DateLogined,FIMS.USERS,,Ngày đăng nhập gần nhất,
FIMS,USERS,DateChangePassword,FIMS.USERS,,Ngày thay đổi mật khẩu,
FIMS,USERS,OrgPassword,FIMS.USERS,,Mật khẩu cũ,
FIMS,USERS,IsCer,FIMS.USERS,,Chứng thư số: 1: Sử dụng 0: Không sử dụng,
FIMS,USERS,Email,FIMS.USERS,,Email,
FIMS,USERS,IsDataMigration,FIMS.USERS,,Dữ liệu được đồng bộ: 1: Đồng bộ 0: Không đồng bộ,
FIMS,USERS,Description,FIMS.USERS,,Ghi chú,
FIMS,USERS,DepartmentId,FIMS.USERS,,Phòng ban: Dữ liệu lấy từ trường ID của bảng DEPARTMENT,FK
FIMS,USERS,JobTypeId,FIMS.USERS,,Chức vụ. Dữ liệu lấy từ trường ID của bảng JOBTYPE,FK
FIMS,USERS,SystemObject,FIMS.USERS,,Loại đối tượng: 0: Ủy ban chứng khoán Nhà nước 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,
FIMS,USERS,UnitId,FIMS.USERS,,ID Đơn vị. Dữ liệu lấy từ trường ID của bảng UNIT,FK
FIMS,USERS,AccountType,FIMS.USERS,,Loại tài khoản: 0: Tài khoản hệ thống 1: tài khoản gửi báo cáo,
FIMS,USERS,FundComId,FIMS.USERS,,ID đối tượng gửi báo cáo là công ty QLQ. Dữ liệu được lấy từ trường ID của bảng FUNDCOMPANY,FK
FIMS,USERS,SecComId,FIMS.USERS,,ID đối tượng gửi báo cáo là công ty chứng khoán. Dữ liệu được lấy từ trường ID của bảng SECURITIESCOMPANY,FK
FIMS,USERS,BankId,FIMS.USERS,,ID đối tượng gửi báo cáo là công ty ngân hàng lưu ký. Dữ liệu được lấy từ trường ID của bảng BANKMONI,FK
FIMS,USERS,DepCenId,FIMS.USERS,,ID đối tượng gửi báo cáo là Trung tâm lưu ký. Dữ liệu được lấy từ trường ID của bảng DEPOSITORYCENTER,FK
FIMS,USERS,StockCenId,FIMS.USERS,,ID đối tượng gửi báo cáo là Sở giao dịch CK. Dữ liệu được lấy từ trường ID của bảng STOCKEXCHANGE,FK
FIMS,USERS,InDiRepCenId,FIMS.USERS,,ID đối tượng gửi báo cáo là người đại diện CBTT. Dữ liệu được lấy từ trường ID của bảng INFODISCREPRES,FK
FIMS,USERS,BranchsId,FIMS.USERS,,ID đối tượng gửi báo cáo là CN công ty QLQ NN tại VN. Dữ liệu được lấy từ trường ID của bảng BRANCHS,FK
