source_system,staging_table,ods_table,table_type,technical_table,etl_handle,filter,description
GSGD,stg_gsgd_analysis_suspicious_account_code,ods_gsgd_analysis_suspicious_account_code,,,Incremental - Append,,Thông tin tài khoản nghi vấn của từng biểu mẫu
GSGD,stg_gsgd_analysis_suspicious_account,ods_gsgd_analysis_suspicious_account,,,Incremental - Append,,Phân tích tài khoản nghi vấn
GSGD,stg_gsgd_analysis_account_relationship,ods_gsgd_analysis_account_relationship,,,Incremental - Append,,Phân tích mối quan hệ giữa các tài khoản nghi vấn
GSGD,stg_gsgd_analysis_account_group,ods_gsgd_analysis_account_group,,,Incremental - Append,,Phân tích nhóm tài khoản
GSGD,stg_gsgd_analysis_account_group_member,ods_gsgd_analysis_account_group_member,,,Incremental - Append,,Lịch sử thay đổi nhóm tài khoản
GSGD,stg_gsgd_abnormal_report,ods_gsgd_abnormal_report,,,Incremental - Append,,Báo cáo bất thường
GSGD,stg_gsgd_abnormal_report_file,ods_gsgd_abnormal_report_file,,,Incremental - Append,,File đính kèm báo cáo bất thường
GSGD,stg_gsgd_compliance_report_template,ods_gsgd_compliance_report_template,,,Incremental - Append,,Danh sách các loại báo cáo tuân thủ
GSGD,stg_gsgd_compliance_report_config,ods_gsgd_compliance_report_config,,,Incremental - Append,,Định nghĩa cấu trúc bảng cho từng loại báo cáo tuân thủ
GSGD,stg_gsgd_compliance_report_master,ods_gsgd_compliance_report_master,,,Incremental - Append,,Thông tin tổng hợp báo cáo tuân thủ theo kỳ khác nhau
GSGD,stg_gsgd_compliance_report_data,ods_gsgd_compliance_report_data,,,Incremental - Append,,Dữ liệu chi tiết báo cáo tổng hợp
GSGD,stg_gsgd_system_user,ods_gsgd_system_user,,,Incremental - Append,,Người dùng hệ thống
GSGD,stg_gsgd_user_group,ods_gsgd_user_group,,,Incremental - Append,,Nhóm người dùng
GSGD,stg_gsgd_user_group_member,ods_gsgd_user_group_member,,,Incremental - Append,,Thành viên nhóm người dùng
GSGD,stg_gsgd_system_permission,ods_gsgd_system_permission,,,Incremental - Append,,Quyền hệ thống
GSGD,stg_gsgd_report_template,ods_gsgd_report_template,,,Incremental - Append,,Mẫu báo cáo
GSGD,stg_gsgd_report_template_workflow,ods_gsgd_report_template_workflow,,,Incremental - Append,,Cấu hình biểu mẫu cho quy trình phân tích vụ việc
GSGD,stg_gsgd_system_config,ods_gsgd_system_config,,,Incremental - Append,,Cấu hình hệ thống
GSGD,stg_gsgd_system_parameter,ods_gsgd_system_parameter,,,Incremental - Append,,Tham số hệ thống
GSGD,stg_gsgd_audit_log,ods_gsgd_audit_log,,,Incremental - Append,,Nhật ký hệ thống
GSGD,stg_gsgd_user_table_config,ods_gsgd_user_table_config,,,Incremental - Append,,Cấu hình hiển thị bảng theo user
GSGD,stg_gsgd_category_config,ods_gsgd_category_config,,,Incremental - Append,,Cấu hình các danh mục dùng chung
GSGD,stg_gsgd_category_item,ods_gsgd_category_item,,,Incremental - Append,,"Cấu hình ITEM trong danh mục dùng chung(phục vụ cấu hình động các dropdown, listbox, …)"
IDS,stg_ids_company_profiles,ods_ids_company_profiles,,,Incremental - Append,,Thông tin cơ bản của doanh nghiệp
IDS,stg_ids_company_profiles_his,ods_ids_company_profiles_his,,,Incremental - Append,,Thông tin lịch sử của hồ sơ doanh nghiệp
IDS,stg_ids_company_detail,ods_ids_company_detail,,,Incremental - Append,,Thông tin chi tiết của doanh nghiệp
IDS,stg_ids_categories,ods_ids_categories,,,Incremental - Append,,Danh sách lĩnh vực hoạt động của doanh nghiệp
IDS,stg_ids_foreign_owner_limit,ods_ids_foreign_owner_limit,,,Incremental - Append,,Lưu thông tin về giới hạn tỷ lệ sở hữu nước ngoài
IDS,stg_ids_legal_representative,ods_ids_legal_representative,,,Incremental - Append,,Lưu thông tin về người đại diện pháp luật và người công bố thông tin
IDS,stg_ids_state_capital,ods_ids_state_capital,,,Incremental - Append,,Lưu thông tin về sở hữu nhà nước
IDS,stg_ids_company_relationship,ods_ids_company_relationship,,,Incremental - Append,,Lưu thông tin về công ty mẹ/ công ty con/ công ty liên kết
IDS,stg_ids_capital_mobilization,ods_ids_capital_mobilization,,,Incremental - Append,,Lưu thông tin về quá trình tăng vốn trước khi thành đại chúng
IDS,stg_ids_company_securities_issuance,ods_ids_company_securities_issuance,,,Incremental - Append,,"Lưu thông tin về hoạt động chào bán, phát hành chứng khoán"
IDS,stg_ids_company_add_capital,ods_ids_company_add_capital,,,Incremental - Append,,Lưu thông tin về quá trình tăng vốn
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,,,Incremental - Append,,Lưu thông tin về quá trình chào mua công khai
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,,,Incremental - Append,,Lưu thông tin về cổ phiếu quỹ
IDS,stg_ids_company_inspection,ods_ids_company_inspection,,,Incremental - Append,,"Lưu thông tin về thanh tra, kiểm tra"
IDS,stg_ids_company_penalize,ods_ids_company_penalize,,,Incremental - Append,,Lưu thông tin về xử phạt hành chính
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,,,Incremental - Append,,Lưu thông tin lịch sử thay đổi của công ty đại chúng
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,,,Incremental - Append,,Lưu thông tin thay đổi vai trò của người dùng
IDS,stg_ids_logins,ods_ids_logins,,,Incremental - Append,,Lưu thông tin đăng nhập
IDS,stg_ids_countries,ods_ids_countries,,,Incremental - Append,,Lưu thông tin quốc gia
IDS,stg_ids_provinces,ods_ids_provinces,,,Incremental - Append,,Lưu thông tin tỉnh thành
IDS,stg_ids_lookup_values,ods_ids_lookup_values,,,Incremental - Append,,Danh sách các dữ liệu các giá trị dùng trong các form
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,,,Incremental - Append,,Lưu thông tin log khi người dùng thao tác hệ thống
IDS,stg_ids_report_catalog,ods_ids_report_catalog,,,Incremental - Append,,Bảng chứa thông tin danh mục báo cáo.
IDS,stg_ids_rrow,ods_ids_rrow,,,Incremental - Append,,Bảng chứa thông tin hàng của báo cáo tài chính
IDS,stg_ids_rcol,ods_ids_rcol,,,Incremental - Append,,Lưu thông tin của cột trong báo cáo tài chính
IDS,stg_ids_rep_forms,ods_ids_rep_forms,,,Incremental - Append,,Lưu thông tin báo cáo
IDS,stg_ids_rep_row,ods_ids_rep_row,,,Incremental - Append,,Lưu thông tin hàng của báo cáo
IDS,stg_ids_rep_column,ods_ids_rep_column,,,Incremental - Append,,Lưu thông tin cột trong báo cáo
IDS,stg_ids_notifications,ods_ids_notifications,,,Incremental - Append,,Lưu thông tin về notifications
IDS,stg_ids_noti_config,ods_ids_noti_config,,,Incremental - Append,,Lưu thông tin về notification configuration
IDS,stg_ids_noti_config_apply,ods_ids_noti_config_apply,,,Incremental - Append,,Danh sách các dữ liệu từ điển dùng trong các forms nhập liệu
IDS,stg_ids_forms,ods_ids_forms,,,Incremental - Append,,Lưu thông tin type: loại hồ sơ hay thông tin công bố
IDS,stg_ids_fields,ods_ids_fields,,,Incremental - Append,,Lưu thông tin về fields của form
IDS,stg_ids_fields_history,ods_ids_fields_history,,,Incremental - Append,,Lưu thông tin thay đổi của fields
IDS,stg_ids_form_fields,ods_ids_form_fields,,,Incremental - Append,,Bảng nối để lưu danh sách fields trong một form
IDS,stg_ids_form_fields_history,ods_ids_form_fields_history,,,Incremental - Append,,Lịch sử thay đổi fields của một form
IDS,stg_ids_departments,ods_ids_departments,,,Incremental - Append,,Danh sách phòng ban của ssc
IDS,stg_ids_data_types,ods_ids_data_types,,,Incremental - Append,,Định nghĩa các kiểm dữ liệu trong cho các fields
IDS,stg_ids_stock_holders,ods_ids_stock_holders,,,Incremental - Append,,Bảng chứa thông tin cổ đông giao dịch
IDS,stg_ids_account_numbers,ods_ids_account_numbers,,,Incremental - Append,,Lưu thông tin tài khoản giao dịch của cổ đông
IDS,stg_ids_positions,ods_ids_positions,,,Incremental - Append,,Lưu thông tin về chức vụ
IDS,stg_ids_identity,ods_ids_identity,,,Incremental - Append,,"Lưu căn cước công dân ( chứng minh thư nhân dân), giấy đăng ký kinh doanh của cổ đông"
IDS,stg_ids_stock_controls,ods_ids_stock_controls,,,Incremental - Append,,Danh sách chứng khoán vào kiểm soát
IDS,stg_ids_stockholder_history,ods_ids_stockholder_history,,,Incremental - Append,,Bảng chứa thông tin mối quan hệ của cổ đông giao dịch
IDS,stg_ids_holder_relationship,ods_ids_holder_relationship,,,Incremental - Append,,Bảng chứa thông tin mối quan hệ của cổ đông giao dịch
IDS,stg_ids_sms_log,ods_ids_sms_log,,,Incremental - Append,,Lưu thông tin log khi gửi sms
IDS,stg_ids_report_approval,ods_ids_report_approval,,,Incremental - Append,,Lưu thông tin các tin công bố cần cho quá trình phê duyệt
IDS,stg_ids_report_extensions,ods_ids_report_extensions,,,Incremental - Append,,Lưu thông tin báo cáo cần gia hạn nộp
IDS,stg_ids_company_data,ods_ids_company_data,,,Incremental - Append,,"Lưu forms dữ liệu thuộc company_profiles (bảng trung gian), thông tin về tin"
IDS,stg_ids_data,ods_ids_data,,,Incremental - Append,,Lưu trữ dữ liệu của hàng và cột của báo cáo tài chính
IDS,stg_ids_data_values,ods_ids_data_values,,,Incremental - Append,,"Lưu dữ liệu khi nhập vào tương ứng với các form, fields"
IDS,stg_ids_sys_parameters,ods_ids_sys_parameters,,,Incremental - Append,,Lưu thông tin khai báo tham số hệ thống
IDS,stg_ids_data_access_rules,ods_ids_data_access_rules,,,Incremental - Append,,Lưu thông tin phân quyền dữ liệu cho tài khoản người sử dụng hệ thống
IDS,stg_ids_af_profiles,ods_ids_af_profiles,,,Incremental - Append,,Lưu thông tin Hồ sơ công ty kiểm toán
IDS,stg_ids_af_legal_representative,ods_ids_af_legal_representative,,,Incremental - Append,,Lưu thông tin người đại diện pháp luật cho công ty kiểm toán
IDS,stg_ids_af_approval,ods_ids_af_approval,,,Incremental - Append,,Lưu thông tin các công ty kiểm toán được chấp thuận
IDS,stg_ids_af_auditor_approval,ods_ids_af_auditor_approval,,,Incremental - Append,,Lưu thông tin các kiểm toán viên được chấp thuận
IDS,stg_ids_af_warning,ods_ids_af_warning,,,Incremental - Append,,Lưu thông tin nhắc nhở từ BTC và UB đến các công ty kiểm toán và kiểm toán viên
IDS,stg_ids_af_sanctions,ods_ids_af_sanctions,,,Incremental - Append,,Lưu thông tin thông tin về xử phạt hành chính đối với các công ty kiểm toán và kiểm toán viên
IDS,stg_ids_users,ods_ids_users,,,Incremental - Append,,Lưu thông tin Tài khoản sử dụng hệ thống: tham khảo mục 2.3.2
MDDS,stg_mdds_marketinfor,ods_mdds_marketinfor,,,Incremental - Append,,"Snapshot trạng thái thị trường theo từng sàn hoặc chỉ số tổng hợp tại mỗi thời điểm phát sinh thay đổi. Mỗi bản tin là một trạng thái tổng hợp của một sàn (HOSE/HNX/UPCOM) hoặc chỉ số (VN30, HNX30...), bao gồm điểm chỉ số, tổng khối lượng/giá trị, số mã tăng/giảm/đứng/trần/sàn, trạng thái phiên, khối lượng/giá trị giao dịch thỏa thuận. Phát sinh nhiều lần trong ngày theo broadcast từ MDDS."
MDDS,stg_mdds_stockinfor,ods_mdds_stockinfor,,,Incremental - Append,,"Snapshot trạng thái giao dịch của một mã chứng khoán tại thời điểm có thay đổi lệnh hoặc khớp lệnh. Mỗi bản tin chứa đầy đủ: giá tham chiếu/trần/sàn, sổ lệnh 3 bước giá mua/bán, giá khớp gần nhất, tổng khối lượng/giá trị tích lũy, trạng thái giao dịch, thông tin nhà đầu tư nước ngoài (room, mua, bán), thông tin đặc thù phái sinh (OI, ngày đáo hạn, tài sản cơ sở) và chứng quyền (tỷ lệ chuyển đổi, giá thực hiện). Áp dụng cho cổ phiếu, CCQ, chứng quyền, phái sinh trên HOSE/HNX/UPCOM."
MDDS,stg_mdds_translog,ods_mdds_translog,,,Incremental - Append,,"Log từng lần khớp lệnh (tick-by-tick) của một mã chứng khoán theo thứ tự thời gian trong ngày giao dịch. Mỗi bản tin là một occurrence khớp lệnh độc lập: giá khớp, khối lượng khớp, chiều chủ động (mua/bán/ATO/ATC), thay đổi so với tham chiếu, khối lượng và giá trị khớp tích lũy từ đầu ngày, tổng khối lượng mua/bán chủ động. Không bị sửa hoặc xóa sau khi phát sinh. sequenceMsg tăng đơn điệu trong ngày, reset mỗi đầu ngày."
MDDS,stg_mdds_idxinfor,ods_mdds_idxinfor,,,Incremental - Append,,"Snapshot thông tin đầy đủ của một chỉ số thị trường tại thời điểm phát sinh. Mỗi bản tin chứa: giá trị chỉ số hiện tại, OHLC trong ngày (cao nhất/thấp nhất/đóng cửa), tham chiếu (giá trị ngày trước), tổng khối lượng/giá trị khớp lệnh thường và thỏa thuận, phân loại loại chỉ số (thị trường/bảng/phức hợp/ngành/top), tổng số mã trong rổ, thống kê tăng/giảm/đứng/trần/sàn của các mã trong rổ."
MDDS,stg_mdds_csidxinfor,ods_mdds_csidxinfor,,,Incremental - Append,,"Thông tin thành phần (constituent) của từng chỉ số thị trường: mã chứng khoán nào thuộc rổ nào, tỷ trọng (weight) trong rổ, ngày thêm vào rổ, tổng khối lượng khớp trong ngày. Mỗi bản tin là một cặp (chỉ số, mã chứng khoán). Cập nhật khi thành phần rổ thay đổi hoặc theo phiên giao dịch."
MDDS,stg_mdds_corpbondinfor,ods_mdds_corpbondinfor,,,Incremental - Append,,"Snapshot trạng thái giao dịch của một mã trái phiếu doanh nghiệp niêm yết trên HNX (FloorCode=06) tại thời điểm có thay đổi. Tương tự StockInfor nhưng bổ sung đặc thù TPDN: kỳ hạn gốc và kỳ hạn còn lại, lãi suất danh nghĩa, loại lãi suất (cố định/thả nổi), phương thức trả lãi, kiểu coupon, mệnh giá, ngày phát hành, ngày đáo hạn, đặc điểm trái phiếu. Order book giao dịch thỏa thuận Outright riêng biệt (PT_Best*, PT_Total*, PT_Max/Min). Giao dịch thỏa thuận chiếm phần lớn thanh khoản TPDN."
MDDS,stg_mdds_corpbondmatch,ods_mdds_corpbondmatch,,,Incremental - Append,,Log từng lần khớp lệnh (tick-by-tick) của một mã trái phiếu doanh nghiệp theo thứ tự thời gian. Tương tự TransLog nhưng áp dụng cho thị trường TPDN. Sử dụng ConfirmNoCorpBond thay cho sequenceMsg làm số thứ tự xác nhận giao dịch. Giao dịch TPDN thường tần suất thấp hơn nhưng giá trị lớn hơn mỗi lần so với cổ phiếu. marketId luôn = 06.
NHNCK,stg_nhnck_actionlogs,ods_nhnck_actionlogs,,,Incremental - Append,,Nhật ký hoạt động của người dùng trên hệ thống
NHNCK,stg_nhnck_applicationdocuments,ods_nhnck_applicationdocuments,,,Incremental - Append,,Tài liệu đính kèm trong hồ sơ
NHNCK,stg_nhnck_applicationfees,ods_nhnck_applicationfees,,,Incremental - Append,,Phí thanh toán liên quan đến hồ sơ
NHNCK,stg_nhnck_applications,ods_nhnck_applications,,,Incremental - Append,,Hồ sơ đăng ký chứng chỉ hành nghề
NHNCK,stg_nhnck_applicationsources,ods_nhnck_applicationsources,,,Incremental - Append,,Hình thức nộp hồ sơ
NHNCK,stg_nhnck_applicationspecializations,ods_nhnck_applicationspecializations,,,Incremental - Append,,Chuyên môn liên quan đến hồ sơ
NHNCK,stg_nhnck_applicationstatuses,ods_nhnck_applicationstatuses,,,Incremental - Append,,Định nghĩa các trạng thái của hồ sơ
NHNCK,stg_nhnck_certificatedepartments,ods_nhnck_certificatedepartments,,,Incremental - Append,,Liên kết phòng ban với loại chứng chỉ
NHNCK,stg_nhnck_certificatedocuments,ods_nhnck_certificatedocuments,,,Incremental - Append,,Tài liệu liên quan của loại chứng chỉ
NHNCK,stg_nhnck_certificatenumbertemplates,ods_nhnck_certificatenumbertemplates,,,Incremental - Append,,Mã tài liệu kết hợp chứng chỉ từ một cửa điện tử
NHNCK,stg_nhnck_certificaterecordgroupmembers,ods_nhnck_certificaterecordgroupmembers,,,Incremental - Append,,Thành viên trong nhóm chứng chỉ hành nghề
NHNCK,stg_nhnck_certificaterecordgroups,ods_nhnck_certificaterecordgroups,,,Incremental - Append,,Nhóm chứng chỉ hành nghề
NHNCK,stg_nhnck_certificaterecordlogs,ods_nhnck_certificaterecordlogs,,,Incremental - Append,,Nhật ký chứng chỉ hành nghề
NHNCK,stg_nhnck_certificaterecords,ods_nhnck_certificaterecords,,,Incremental - Append,,Chứng chỉ hành nghề được cấp
NHNCK,stg_nhnck_certificaterecordstatushistories,ods_nhnck_certificaterecordstatushistories,,,Incremental - Append,,Lịch sử trạng thái chứng chỉ hành nghề
NHNCK,stg_nhnck_certificates,ods_nhnck_certificates,,,Incremental - Append,,Danh mục các loại chứng chỉ hành nghề
NHNCK,stg_nhnck_certificatespecializations,ods_nhnck_certificatespecializations,,,Incremental - Append,,Chuyên môn liên quan loại chứng chỉ
NHNCK,stg_nhnck_decisions,ods_nhnck_decisions,,,Incremental - Append,,Danh mục các quyết định hành chính
NHNCK,stg_nhnck_departmentaccess,ods_nhnck_departmentaccess,,,Incremental - Append,,Quản lý quyền khai thác giữa các phòng ban
NHNCK,stg_nhnck_digitalcertificates,ods_nhnck_digitalcertificates,,,Incremental - Append,,Chứng thư số
NHNCK,stg_nhnck_digitalcertificateusers,ods_nhnck_digitalcertificateusers,,,Incremental - Append,,Tài khoản được sử dụng chứng thư số
NHNCK,stg_nhnck_documents,ods_nhnck_documents,,,Incremental - Append,,Danh mục tài liệu liên quan đến hồ sơ hoặc chứng chỉ
NHNCK,stg_nhnck_educationlevels,ods_nhnck_educationlevels,,,Incremental - Append,,Danh mục trình độ học vấn
NHNCK,stg_nhnck_examdetails,ods_nhnck_examdetails,,,Incremental - Append,,Kết quả các kỳ thi sát hạch
NHNCK,stg_nhnck_examsessionfees,ods_nhnck_examsessionfees,,,Incremental - Append,,Phí thi sát hạch
NHNCK,stg_nhnck_examsessions,ods_nhnck_examsessions,,,Incremental - Append,,Danh mục các đợt thi sát hạch
NHNCK,stg_nhnck_identityinfoc06s,ods_nhnck_identityinfoc06s,,,Incremental - Append,,Lịch sử kiểm tra xác thực với C06
NHNCK,stg_nhnck_organizationreports,ods_nhnck_organizationreports,,,Incremental - Append,,Báo cáo về người hành nghề từ tổ chức
NHNCK,stg_nhnck_organizations,ods_nhnck_organizations,,,Incremental - Append,,"Thông tin các tổ chức (CTCK, QLQ, Ngân hàng, ...)"
NHNCK,stg_nhnck_professionalhistories,ods_nhnck_professionalhistories,,,Incremental - Append,,Lịch sử thay đổi định danh cá nhân của người hành nghề
NHNCK,stg_nhnck_professionalrelationships,ods_nhnck_professionalrelationships,,,Incremental - Append,,Thông tin quan hệ gia đình/xã hội của người hành nghề
NHNCK,stg_nhnck_professionals,ods_nhnck_professionals,,,Incremental - Append,,Thông tin người hành nghề chứng khoán
NHNCK,stg_nhnck_professionalworkhistories,ods_nhnck_professionalworkhistories,,,Incremental - Append,,Lịch sử làm việc của người hành nghề
NHNCK,stg_nhnck_specializationcoursedetails,ods_nhnck_specializationcoursedetails,,,Incremental - Append,,Chi tiết người tham gia khóa học chuyên môn
NHNCK,stg_nhnck_specializationcourses,ods_nhnck_specializationcourses,,,Incremental - Append,,Danh mục khóa học chuyên môn
NHNCK,stg_nhnck_specializations,ods_nhnck_specializations,,,Incremental - Append,,Danh mục chuyên môn/chứng chỉ chuyên môn
NHNCK,stg_nhnck_systemparameters,ods_nhnck_systemparameters,,,Incremental - Append,,Tham số hệ thống
NHNCK,stg_nhnck_units,ods_nhnck_units,,,Incremental - Append,,Danh mục đơn vị
NHNCK,stg_nhnck_verifyapplicationstatuses,ods_nhnck_verifyapplicationstatuses,,,Incremental - Append,,Yêu cầu phê duyệt lãnh đạo cho hồ sơ
NHNCK,stg_nhnck_violations,ods_nhnck_violations,,,Incremental - Append,,Thông tin vi phạm của người hành nghề
NHNCK,stg_nhnck_departments,ods_nhnck_departments,,,Incremental - Append,,
NHNCK,stg_nhnck_permissionroles,ods_nhnck_permissionroles,,,Incremental - Append,,
NHNCK,stg_nhnck_positions,ods_nhnck_positions,,,Incremental - Append,,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,,,Incremental - Append,,Sổ lệnh HOSE — ghi nhận toàn bộ lifecycle của từng lệnh giao dịch trên sàn HOSE (cổ phiếu / trái phiếu / repo). Mỗi bản ghi là một event: lệnh mới / sửa / hủy. Đối tượng trung tâm của phân hệ OrderTrade.
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,,,Incremental - Append,,Sổ khớp HOSE — ghi nhận từng giao dịch khớp thành công trên HOSE. Mỗi bản ghi chứa đồng thời thông tin bên mua và bên bán. 1 Order có thể tạo ra nhiều Trade (khớp dần).
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,,,Incremental - Append,,Sổ lệnh HNX — tương đương Order_HOSE nhưng cho sàn HNX (cổ phiếu niêm yết / UPCOM / TPCP / TP DN / phái sinh). Có thêm tính năng Iceberg order và Stop order theo chuẩn KRX.
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,,,Incremental - Append,,Sổ khớp HNX — tương đương Trade_HOSE nhưng cho sàn HNX. Bổ sung trường Spread trade legs (Execution Price of Spread First/Second) cho giao dịch phái sinh/repo có 2 vế.
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,,,Incremental - Append,,"Nhóm chỉ tiêu trong 1 bộ (Yếu tố vĩ mô, Yếu tố tiền tệ, Thị trường cổ phiếu, …)"
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,,,Incremental - Append,,Danh mục chỉ tiêu tài chính (trong nước & quốc tế)
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,,,Incremental - Append,,Chỉ tiêu tự tạo
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,,,Incremental - Append,,Số liệu hiện tại của chỉ tiêu theo từng kỳ (ngày/tháng/quý/năm)
QLRR,stg_qlrr_risk_indicator_value_history,ods_qlrr_risk_indicator_value_history,,,Incremental - Append,,Lịch sử thay đổi số liệu chỉ tiêu (tự động và thủ công)
QLRR,stg_qlrr_risk_indicator_schedule,ods_qlrr_risk_indicator_schedule,,,Incremental - Append,,Cấu hình job đồng bộ chỉ tiêu
QLRR,stg_qlrr_risk_report_type,ods_qlrr_risk_report_type,,,Incremental - Append,,Danh mục loại báo cáo
QLRR,stg_qlrr_risk_report_placeholder_config,ods_qlrr_risk_report_placeholder_config,,,Incremental - Append,,"Cấu hình ""đục lỗ"""
QLRR,stg_qlrr_risk_report_upload_batch,ods_qlrr_risk_report_upload_batch,,,Incremental - Append,,Lượt upload file
QLRR,stg_qlrr_risk_report_file,ods_qlrr_risk_report_file,,,Incremental - Append,,File đính kèm báo cáo
QLRR,stg_qlrr_risk_alert_config,ods_qlrr_risk_alert_config,,,Incremental - Append,,Cấu hình ngưỡng cảnh báo và người xử lý theo từng chỉ tiêu
QLRR,stg_qlrr_risk_alert,ods_qlrr_risk_alert,,,Incremental - Append,,Bản ghi cảnh báo thực tế được kích hoạt khi chỉ tiêu vượt ngưỡng
QLRR,stg_qlrr_risk_alert_resolution,ods_qlrr_risk_alert_resolution,,,Incremental - Append,,Bản ghi xử lý chi tiết cho cảnh báo
QLRR,stg_qlrr_risk_alert_resolution_file,ods_qlrr_risk_alert_resolution_file,,,Incremental - Append,,File đính kèm theo giải trình cảnh báo
QLRR,stg_qlrr_risk_alert_history,ods_qlrr_risk_alert_history,,,Incremental - Append,,Lịch sử xử lý cảnh báo theo dòng thời gian
QLRR,stg_qlrr_risk_notification,ods_qlrr_risk_notification,,,Incremental - Append,,Lưu trữ thông báo
QLRR,stg_qlrr_permission_group,ods_qlrr_permission_group,,,Incremental - Append,,Nhóm quyền
QLRR,stg_qlrr_permission_group_user,ods_qlrr_permission_group_user,,,Incremental - Append,,Phân quyền người dùng theo nhóm quyền
QLRR,stg_qlrr_permission_group_indicator,ods_qlrr_permission_group_indicator,,,Incremental - Append,,Phân quyền chỉ tiêu theo nhóm quyền
SCMS,stg_scms_bc_bao_cao_gt,ods_scms_bc_bao_cao_gt,,,Incremental - Append,,Lưu giá trị của chỉ tiêu báo cáo
SCMS,stg_scms_bc_canh_bao,ods_scms_bc_canh_bao,,,Incremental - Append,,Thông tin cảnh báo
SCMS,stg_scms_bc_gt_dtl,ods_scms_bc_gt_dtl,,,Incremental - Append,,Danh sách dữ liệu báo nháp
SCMS,stg_scms_bc_gt_hdr,ods_scms_bc_gt_hdr,,,Incremental - Append,,Danh sách dữ liệu báo nháp
SCMS,stg_scms_bc_khai_thac,ods_scms_bc_khai_thac,,,Incremental - Append,,Dữ liệu khai thác phục vụ báo cáo tổng hợp
SCMS,stg_scms_bc_khai_thac_gt,ods_scms_bc_khai_thac_gt,,,Incremental - Append,,Dữ liệu khai thác phục vụ báo cáo tổng hợp
SCMS,stg_scms_bc_thanh_vien,ods_scms_bc_thanh_vien,,,Incremental - Append,,Danh sách báo cáo mà đơn vị đã gửi theo định kỳ
SCMS,stg_scms_bc_thanh_vien_ls,ods_scms_bc_thanh_vien_ls,,,Incremental - Append,,Danh sách báo cáo mà đơn vị đã gửi theo định kỳ
SCMS,stg_scms_bc_thanh_vien_xu_ly,ods_scms_bc_thanh_vien_xu_ly,,,Incremental - Append,,Thông tin tiếp nhận/xử lý báo cáo
SCMS,stg_scms_bc_vi_pham,ods_scms_bc_vi_pham,,,Incremental - Append,,Thông tin tình hình gửi báo cáo của đơn vị
SCMS,stg_scms_bc_vi_pham_loai_vp,ods_scms_bc_vi_pham_loai_vp,,,Incremental - Append,,Thông tin tình hình gửi báo cáo của đơn vị
SCMS,stg_scms_bm_bao_cao,ods_scms_bm_bao_cao,,,Incremental - Append,,Danh sách biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_cot,ods_scms_bm_bao_cao_cot,,,Incremental - Append,,Danh sách cột của biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_ct,ods_scms_bm_bao_cao_ct,,,Incremental - Append,,Danh sách chỉ tiêu của biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_dinh_ky,ods_scms_bm_bao_cao_dinh_ky,,,Incremental - Append,,Danh sách định kỳ gửi của biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_dinh_ky_don_vi,ods_scms_bm_bao_cao_dinh_ky_don_vi,,,Incremental - Append,,Danh sách đơn vị có nghĩa vụ gửi báo cáo theo biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_hang,ods_scms_bm_bao_cao_hang,,,Incremental - Append,,Danh sách hàng của biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_ls,ods_scms_bm_bao_cao_ls,,,Incremental - Append,,Thông tin lịch sử của biểu mẫu báo cáo
SCMS,stg_scms_bm_bao_cao_tv,ods_scms_bm_bao_cao_tv,,,Incremental - Append,,Danh sách đơn vị có nghĩa vụ gửi báo cáo theo biểu mẫu báo cáo
SCMS,stg_scms_bm_sheet,ods_scms_bm_sheet,,,Incremental - Append,,Danh sách sheet của biểu mẫu báo cáo
SCMS,stg_scms_bm_tieude_hang,ods_scms_bm_tieude_hang,,,Incremental - Append,,Danh sách tiêu đề hàng thiết kế động của biểu mẫu báo cáo
SCMS,stg_scms_bm_tieude_hang_cot,ods_scms_bm_tieude_hang_cot,,,Incremental - Append,,Danh sách tiêu đề thiết kế động của biểu mẫu báo cáo
SCMS,stg_scms_cbtt_bao_cao,ods_scms_cbtt_bao_cao,,,Incremental - Append,,Danh sách các báo cáo khi công bố thông tin
SCMS,stg_scms_cbtt_chao_ban_chung_khoan,ods_scms_cbtt_chao_ban_chung_khoan,,,Incremental - Append,,Thông tin chào bán chứng khoán được công bố
