bcv_core_object,atomic_entity,atomic_table,atomic_attribute,atomic_column,description,data_domain,data_type,nullable,is_primary_key,source_system,ods_table,ods_column,comment,classification_context,etl_derived_value
Business Activity,Inspection Decision,insp_dcsn,Remark,remark,Ghi chú.,Text,string,True,False,ThanhTra,ods_thanhtra_tt_quyet_dinh,ghi_chu,,Source System Code = 'ThanhTra_TT_QUYET_DINH',
Business Activity,Inspection Decision,insp_dcsn,Decision Status Code,dcsn_st_code,"Trạng thái: 1-Hoạt động, 0-Đã xóa.",Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh,trang_thai,Scheme: TT_RECORD_STATUS.,Source System Code = 'ThanhTra_TT_QUYET_DINH',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Inspection Decision Subject Id,insp_dcsn_sbj_id,Khóa đại diện cho đối tượng trong quyết định thanh tra.,Surrogate Key,string,False,True,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,,,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Inspection Decision Subject Code,insp_dcsn_sbj_code,Mã đối tượng quyết định. Map từ PK ThanhTra.TT_QUYET_DINH_DOI_TUONG.ID.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,id,BK của entity.,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Source System Code,src_stm_code,Mã hệ thống nguồn.,Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,,,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Inspection Decision Id,insp_dcsn_id,FK đến Inspection Decision.,Surrogate Key,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,quyet_dinh_id,FK target: Inspection Decision.Inspection Decision Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Inspection Decision Code,insp_dcsn_code,Mã quyết định.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,quyet_dinh_id,Lookup pair: Inspection Decision.Inspection Decision Code. Pair with Inspection Decision Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Sequence Number,seq_nbr,Số thứ tự đối tượng trong quyết định.,Small Counter,int,True,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,stt,,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Subject Type Code,sbj_tp_code,Loại đối tượng: CA_NHAN / TO_CHUC.,Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,loai_doi_tuong,Scheme: TT_PARTY_TYPE.,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Subject Name,sbj_nm,"Tên đối tượng (denormalized — DOI_TUONG_REF_ID là polymorphic FK, không resolve được thành entity duy nhất).",Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,ten_doi_tuong,,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Subject,insp_dcsn_sbj,Subject Reference Id,sbj_refr_id,Tham chiếu đến bảng DM_ tương ứng (polymorphic — giá trị có thể trỏ đến DM_CONG_TY_CK/QLQ/DC/DM_DOI_TUONG_KHAC).,Text,string,True,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_doi_tuong,doi_tuong_ref_id,Denormalized — không map FK do polymorphic. Giữ raw value.,Source System Code = 'ThanhTra_TT_QUYET_DINH_DOI_TUONG',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Decision Team Member Id,insp_dcsn_team_mbr_id,Khóa đại diện cho thành viên đoàn thanh tra trong quyết định.,Surrogate Key,string,False,True,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,,,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Decision Team Member Code,insp_dcsn_team_mbr_code,Mã thành viên. Map từ PK ThanhTra.TT_QUYET_DINH_THANH_PHAN.ID.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,id,BK của entity.,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Source System Code,src_stm_code,Mã hệ thống nguồn.,Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,,,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Decision Id,insp_dcsn_id,FK đến Inspection Decision.,Surrogate Key,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,quyet_dinh_id,FK target: Inspection Decision.Inspection Decision Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Decision Code,insp_dcsn_code,Mã quyết định.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,quyet_dinh_id,Lookup pair: Inspection Decision.Inspection Decision Code. Pair with Inspection Decision Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Officer Id,insp_ofcr_id,FK đến Inspection Officer — cán bộ trong đoàn.,Surrogate Key,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,can_bo_id,FK target: Inspection Officer.Inspection Officer Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Inspection Officer Code,insp_ofcr_code,Mã cán bộ.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,can_bo_id,Lookup pair: Inspection Officer.Inspection Officer Code. Pair with Inspection Officer Id.,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Team Role Description,team_rl_dsc,"Vai trò trong đoàn (trưởng đoàn, thành viên...).",Text,string,True,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,vai_tro,,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Decision Team Member,insp_dcsn_team_mbr,Sequence Number,seq_nbr,Số thứ tự trong đoàn.,Small Counter,int,True,False,ThanhTra,ods_thanhtra_tt_quyet_dinh_thanh_phan,stt,,Source System Code = 'ThanhTra_TT_QUYET_DINH_THANH_PHAN',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Penalty Announcement Id,insp_pny_ancm_id,Khóa đại diện cho công bố xử phạt từ kết luận thanh tra.,Surrogate Key,string,False,True,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,,,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Penalty Announcement Code,insp_pny_ancm_code,Mã công bố. Map từ PK ThanhTra.TT_CONG_BO_XU_PHAT.ID.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,id,BK của entity.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Source System Code,src_stm_code,Mã hệ thống nguồn.,Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,,,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Case Id,insp_case_id,FK đến Inspection Case (via HO_SO_ID — redundant navigation FK).,Surrogate Key,string,True,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,ho_so_id,FK target: Inspection Case.Inspection Case Id.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Case Code,insp_case_code,Mã hồ sơ thanh tra.,Text,string,True,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,ho_so_id,Lookup pair: Inspection Case.Inspection Case Code. Pair with Inspection Case Id.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Case Conclusion Id,insp_case_conclusion_id,FK đến Inspection Case Conclusion.,Surrogate Key,string,False,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,quyet_dinh_xu_phat_id,FK target: Inspection Case Conclusion.Inspection Case Conclusion Id.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Inspection Case Conclusion Code,insp_case_conclusion_code,Mã kết luận thanh tra.,Text,string,False,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,quyet_dinh_xu_phat_id,Lookup pair: Inspection Case Conclusion.Inspection Case Conclusion Code. Pair with Inspection Case Conclusion Id.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Announcement Channel,ancm_cnl,Chuyên mục trên cổng TTĐT.,Text,string,True,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,chuyen_muc,,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Announcement Content,ancm_cntnt,Nội dung công bố.,Text,string,True,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,noi_dung_cong_bo,,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Announcement Date,ancm_dt,Ngày công bố.,Date,date,True,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,ngay_cong_bo,,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Inspection Penalty Announcement,insp_pny_ancm,Announcement Status Code,ancm_st_code,Trạng thái: CHO_DUYET / DA_DUYET.,Classification Value,string,False,False,ThanhTra,ods_thanhtra_tt_cong_bo_xu_phat,trang_thai,Scheme: TT_ANNOUNCEMENT_STATUS.,Source System Code = 'ThanhTra_TT_CONG_BO_XU_PHAT',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Investment Fund Investor Capital Change Log Id,ivsm_fnd_ivsr_cptl_chg_log_id,Khóa đại diện cho bản ghi thay đổi vốn góp NĐT.,Surrogate Key,string,False,True,FMS,ods_fms_mbchange,,PK surrogate.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Investment Fund Investor Capital Change Log Code,ivsm_fnd_ivsr_cptl_chg_log_code,Mã định danh bản ghi thay đổi. Map từ PK bảng nguồn.,Text,string,False,False,FMS,ods_fms_mbchange,id,BK chính.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,False,False,FMS,ods_fms_mbchange,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Investment Fund Investor Membership Id,ivsm_fnd_ivsr_mbr_id,FK đến quan hệ góp vốn của NĐT trong quỹ.,Surrogate Key,string,False,False,FMS,ods_fms_mbchange,mbfid,FK target: Investment Fund Investor Membership.Investment Fund Investor Membership Id.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Investment Fund Investor Membership Code,ivsm_fnd_ivsr_mbr_code,Mã quan hệ góp vốn.,Text,string,False,False,FMS,ods_fms_mbchange,mbfid,Lookup pair: Investment Fund Investor Membership.Investment Fund Investor Membership Code. Pair with Investment Fund Investor Membership Id.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Old Capital Amount,old_cptl_amt,Số vốn góp trước khi thay đổi (VNĐ).,Currency Amount,"decimal(23,2)",True,False,FMS,ods_fms_mbchange,oldcapital,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,New Capital Amount,new_cptl_amt,Số vốn góp sau khi thay đổi (VNĐ).,Currency Amount,"decimal(23,2)",True,False,FMS,ods_fms_mbchange,newcapital,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Change Date,chg_dt,Ngày thực hiện thay đổi vốn góp.,Date,date,True,False,FMS,ods_fms_mbchange,changedate,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Change Reason,chg_rsn,Lý do thay đổi vốn góp.,Text,string,True,False,FMS,ods_fms_mbchange,reason,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Created By,crt_by,Người tạo bản ghi.,Text,string,True,False,FMS,ods_fms_mbchange,createdby,Mã người dùng hệ thống — denormalized.,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Created Timestamp,crt_tms,Ngày tạo bản ghi.,Timestamp,timestamp,True,False,FMS,ods_fms_mbchange,datecreated,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Investment Fund Investor Capital Change Log,ivsm_fnd_ivsr_cptl_chg_log,Updated Timestamp,udt_tms,Ngày cập nhật bản ghi.,Timestamp,timestamp,True,False,FMS,ods_fms_mbchange,datemodified,,Source System Code = 'FMS_MBCHANGE',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Market Surveillance Account Group Analysis Result Id,mkt_surveil_ac_grp_anl_rslt_id,Khóa đại diện cho kết quả phân tích nhóm tài khoản.,Surrogate Key,string,False,True,GSGD,ods_gsgd_analysis_account_group,,,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Market Surveillance Account Group Analysis Result Code,mkt_surveil_ac_grp_anl_rslt_code,PK kỹ thuật từ bảng nguồn. BK.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_group,id,BK chính. Map từ PK nguồn.,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group,,,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Market Surveillance Case Id,mkt_surveil_case_id,FK đến vụ việc giám sát.,Surrogate Key,string,False,False,GSGD,ods_gsgd_analysis_account_group,case_file_id,FK target: Market Surveillance Case.Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Market Surveillance Case Code,mkt_surveil_case_code,Mã vụ việc. Denormalized.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_group,case_file_id,Lookup pair: Market Surveillance Case.Market Surveillance Case Code. Pair with Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Workflow Type Code,workflow_tp_code,"Loại quy trình: 1=Sơ bộ, 2=Thao túng, 3=Nội gián, 4=Liên thị trường.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group,workflow_type,Scheme: GSGD_WORKFLOW_TYPE.,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Result Type Code,rslt_tp_code,"Loại kết quả: 1=Kết quả phân tích, 2=Kết quả kiểm tra.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group,result_type,Scheme: GSGD_RESULT_TYPE.,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Group Code,grp_code,Mã nhóm tài khoản trong kết quả phân tích.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group,group_code,,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Group Name,grp_nm,Tên nhóm tài khoản trong kết quả phân tích.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group,group_name,,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Analysis Result,mkt_surveil_ac_grp_anl_rslt,Analysis Date,anl_dt,Ngày phân tích.,Date,date,False,False,GSGD,ods_gsgd_analysis_account_group,analysis_date,,Source System Code = 'GSGD_analysis_account_group',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Market Surveillance Account Group Member Analysis Result Id,mkt_surveil_ac_grp_mbr_anl_rslt_id,Khóa đại diện cho kết quả phân tích thành viên nhóm tài khoản.,Surrogate Key,string,False,True,GSGD,ods_gsgd_analysis_account_group_member,,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Market Surveillance Account Group Member Analysis Result Code,mkt_surveil_ac_grp_mbr_anl_rslt_code,PK kỹ thuật từ bảng nguồn. BK.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,id,BK chính. Map từ PK nguồn.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Market Surveillance Case Id,mkt_surveil_case_id,FK đến vụ việc giám sát.,Surrogate Key,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,case_file_id,FK target: Market Surveillance Case.Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Market Surveillance Case Code,mkt_surveil_case_code,Mã vụ việc. Denormalized.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,case_file_id,Lookup pair: Market Surveillance Case.Market Surveillance Case Code. Pair with Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Account Investor Group Id,ac_ivsr_grp_id,FK đến nhóm tài khoản. FK suy luận đã xác nhận.,Surrogate Key,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,account_group_id,FK target: Account Investor Group.Account Investor Group Id. FK suy luận — đã xác nhận HLD Tier3 6f-3.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Account Investor Group Code,ac_ivsr_grp_code,Mã nhóm tài khoản. Denormalized.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,account_group_id,Lookup pair: Account Investor Group.Account Investor Group Code. Pair with Account Investor Group Id.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Investor Account Relationship Id,ivsr_ac_rltnp_id,FK đến mối quan hệ tài khoản.,Surrogate Key,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,relationship_id,FK target: Investor Account Relationship.Investor Account Relationship Id. FK suy luận.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Investor Account Relationship Code,ivsr_ac_rltnp_code,Mã mối quan hệ tài khoản. Denormalized.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,relationship_id,Lookup pair: Investor Account Relationship.Investor Account Relationship Code. Pair with Investor Account Relationship Id.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Workflow Type Code,workflow_tp_code,"Loại quy trình: 1=Sơ bộ, 2=Thao túng, 3=Nội gián, 4=Liên thị trường.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,workflow_type,Scheme: GSGD_WORKFLOW_TYPE.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Result Type Code,rslt_tp_code,"Loại kết quả: 1=Kết quả phân tích, 2=Kết quả kiểm tra.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_group_member,result_type,Scheme: GSGD_RESULT_TYPE.,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Account Code,ac_code,Mã tài khoản thành viên trong kết quả phân tích.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,account_code,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Account Name,ac_nm,Tên tài khoản thành viên.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,account_name,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Description,dsc,Mô tả.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_group_member,description,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Group Member Analysis Result,mkt_surveil_ac_grp_mbr_anl_rslt,Analysis Date,anl_dt,Ngày phân tích.,Date,date,False,False,GSGD,ods_gsgd_analysis_account_group_member,analysis_date,,Source System Code = 'GSGD_analysis_account_group_member',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Market Surveillance Account Relationship Analysis Result Id,mkt_surveil_ac_rltnp_anl_rslt_id,Khóa đại diện cho kết quả phân tích quan hệ tài khoản.,Surrogate Key,string,False,True,GSGD,ods_gsgd_analysis_account_relationship,,,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Market Surveillance Account Relationship Analysis Result Code,mkt_surveil_ac_rltnp_anl_rslt_code,PK kỹ thuật từ bảng nguồn. BK.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,id,BK chính. Map từ PK nguồn.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,,,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Market Surveillance Case Id,mkt_surveil_case_id,FK đến vụ việc giám sát.,Surrogate Key,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,case_file_id,FK target: Market Surveillance Case.Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Market Surveillance Case Code,mkt_surveil_case_code,Mã vụ việc. Denormalized.,Text,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,case_file_id,Lookup pair: Market Surveillance Case.Market Surveillance Case Code. Pair with Market Surveillance Case Id.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Investor Account Relationship Id,ivsr_ac_rltnp_id,FK đến mối quan hệ tài khoản nghi vấn.,Surrogate Key,string,True,False,GSGD,ods_gsgd_analysis_account_relationship,relationship_id,FK target: Investor Account Relationship.Investor Account Relationship Id. FK suy luận.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Investor Account Relationship Code,ivsr_ac_rltnp_code,Mã mối quan hệ tài khoản. Denormalized.,Text,string,True,False,GSGD,ods_gsgd_analysis_account_relationship,relationship_id,Lookup pair: Investor Account Relationship.Investor Account Relationship Code. Pair with Investor Account Relationship Id.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Workflow Type Code,workflow_tp_code,"Loại quy trình: 1=Sơ bộ, 2=Thao túng, 3=Nội gián, 4=Liên thị trường.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,workflow_type,Scheme: GSGD_WORKFLOW_TYPE.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Result Type Code,rslt_tp_code,"Loại kết quả: 1=Kết quả phân tích, 2=Kết quả kiểm tra.",Classification Value,string,False,False,GSGD,ods_gsgd_analysis_account_relationship,result_type,Scheme: GSGD_RESULT_TYPE.,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Account Relationship Analysis Result,mkt_surveil_ac_rltnp_anl_rslt,Analysis Date,anl_dt,Ngày phân tích.,Date,date,False,False,GSGD,ods_gsgd_analysis_account_relationship,analysis_date,,Source System Code = 'GSGD_analysis_account_relationship',
Business Activity,Market Surveillance Analysis Execution Log,mkt_surveil_anl_exec_log,Market Surveillance Analysis Execution Log Id,mkt_surveil_anl_exec_log_id,Khóa đại diện cho log thực thi phân tích biểu mẫu.,Surrogate Key,string,False,True,GSGD,ods_gsgd_analysis_execution_log,,,Source System Code = 'GSGD_analysis_execution_log',
Business Activity,Market Surveillance Analysis Execution Log,mkt_surveil_anl_exec_log,Market Surveillance Analysis Execution Log Code,mkt_surveil_anl_exec_log_code,PK kỹ thuật từ bảng nguồn. BK.,Text,string,False,False,GSGD,ods_gsgd_analysis_execution_log,id,BK chính. Map từ PK nguồn.,Source System Code = 'GSGD_analysis_execution_log',
Business Activity,Market Surveillance Analysis Execution Log,mkt_surveil_anl_exec_log,Source System Code,src_stm_code,Mã nguồn dữ liệu.,Classification Value,string,False,False,GSGD,ods_gsgd_analysis_execution_log,,,Source System Code = 'GSGD_analysis_execution_log',
