source_system,table_name,staging_table,column_name,data_type,description,pk/fk
FMS,REFRESHTOKEN,stg_fms_refreshtoken,EXPIRESUTC,,Thời gian hiệu lực phiên đăng nhập,
FMS,REFRESHTOKEN,stg_fms_refreshtoken,USERSID,,Mã ID user hệ thống. FK → USERS.Id,FK
FMS,RELATION,stg_fms_relation,ID,,Mã ID mối quan hệ cổ đông (PK),PK
FMS,RELATION,stg_fms_relation,NAME,,Tên mối quan hệ,
FMS,RELATION,stg_fms_relation,ISACTIVE,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,RELATION,stg_fms_relation,ISDELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RELATION,stg_fms_relation,CREATEDBY,,Người tạo,
FMS,RELATION,stg_fms_relation,DATECREATED,,Ngày tạo,
FMS,RELATION,stg_fms_relation,DATEMODIFIED,,Ngày sửa,
FMS,RELATION,stg_fms_relation,MODIFYBY,,Người sửa,
FMS,REPRESENT,stg_fms_represent,ID,,Mã ID ban đại diện quỹ (PK),PK
FMS,REPRESENT,stg_fms_represent,FNDID,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,REPRESENT,stg_fms_represent,TLID,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,REPRESENT,stg_fms_represent,ISCHAIR,,Là trưởng ban đại diện: 1 = Có; 0 = Không,
FMS,REPRESENT,stg_fms_represent,STATUS,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,REPRESENT,stg_fms_represent,DELETED,,Trạng thái bản ghi,
FMS,REPRESENT,stg_fms_represent,DATECREATED,,Ngày tạo,
FMS,REPRESENT,stg_fms_represent,DATEMODIFIED,,Ngày sửa,
FMS,RNKFACTOR,stg_fms_rnkfactor,ID,,Mã ID nhân tố đánh giá (PK),PK
FMS,RNKFACTOR,stg_fms_rnkfactor,NAME,,Tên nhân tố,
FMS,RNKFACTOR,stg_fms_rnkfactor,PARENTID,,Mã ID nhân tố cha. FK → RNKFACTOR.Id,FK
FMS,RNKFACTOR,stg_fms_rnkfactor,MAXSCORE,,Điểm tối đa,
FMS,RNKFACTOR,stg_fms_rnkfactor,WEIGHT,,Trọng số,
FMS,RNKFACTOR,stg_fms_rnkfactor,ISACTIVE,,Trạng thái,
FMS,RNKFACTOR,stg_fms_rnkfactor,DATECREATED,,Ngày tạo,
FMS,RNKFACTOR,stg_fms_rnkfactor,DATEMODIFIED,,Ngày sửa,
FMS,ROLES,stg_fms_roles,ID,,Mã ID nhóm quyền chức năng. Mã hệ thống tự sinh (PK),PK
FMS,ROLES,stg_fms_roles,ROLENAME,,Tên nhóm quyền,
FMS,ROLES,stg_fms_roles,DESCRIPTION,,Mô tả nhóm quyền,
FMS,ROLES,stg_fms_roles,STATUS,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,ROLES,stg_fms_roles,DELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,ROLES,stg_fms_roles,CREATEDBY,,Người tạo,
FMS,ROLES,stg_fms_roles,DATECREATED,,Ngày tạo,
FMS,ROLES,stg_fms_roles,DATEMODIFIED,,Ngày sửa,
FMS,ROLES,stg_fms_roles,MODIFYBY,,Người sửa,
FMS,ROLESMENUS,stg_fms_rolesmenus,ROLESID,,Mã ID nhóm quyền. FK → ROLES.Id,
FMS,ROLESMENUS,stg_fms_rolesmenus,MENUSID,,Mã ID menu. FK → MENUS.Id,
FMS,RPTMBHS,stg_fms_rptmbhs,ID,,ID lịch sử gửi báo cáo (PK),PK
FMS,RPTMBHS,stg_fms_rptmbhs,RPTMBID,,Mã ID báo cáo thành viên. FK → RPTMEMBER.Id,FK
FMS,RPTMBHS,stg_fms_rptmbhs,STATUS,,Trạng thái báo cáo,
FMS,RPTMBHS,stg_fms_rptmbhs,CHGBYID,,Mã ID người thực hiện. FK → USERS.Id,FK
FMS,RPTMBHS,stg_fms_rptmbhs,CONTENTSUMMARY,,Nội dung trích yếu,
FMS,RPTMBHS,stg_fms_rptmbhs,NOTE,,Ghi chú,
FMS,RPTMBHS,stg_fms_rptmbhs,RPTNAME,,Tên báo cáo,
FMS,RPTMBHS,stg_fms_rptmbhs,FILEDATA,,File dữ liệu,
FMS,RPTMEMBER,stg_fms_rptmember,ID,,ID bản ghi báo cáo định kỳ. Mã hệ thống tự sinh (PK),PK
FMS,RPTMEMBER,stg_fms_rptmember,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,RPTMEMBER,stg_fms_rptmember,FNDID,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,RPTMEMBER,stg_fms_rptmember,BKMID,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK
FMS,RPTMEMBER,stg_fms_rptmember,FRBRID,,Mã ID CN/VPĐD QLQ NN. FK → FORBRCH.Id,FK
FMS,RPTMEMBER,stg_fms_rptmember,PRDID,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,RPTMEMBER,stg_fms_rptmember,RPTID,,Mã ID biểu mẫu báo cáo,
FMS,RPTMEMBER,stg_fms_rptmember,RPTNAME,,Tên báo cáo,
FMS,RPTMEMBER,stg_fms_rptmember,CONTENTSUMMARY,,Nội dung trích yếu,
FMS,RPTMEMBER,stg_fms_rptmember,REPORTTYPE,,Loại báo cáo: 1 = Định kỳ; 2 = Bất thường,
FMS,RPTMEMBER,stg_fms_rptmember,TYPE,,Nhóm báo cáo: 2 = Công ty QLQ; 3 = NH LKGS; 4 = CN QLQ NN; 5 = VPĐD QLQ NN; 7 = QĐT,
FMS,RPTMEMBER,stg_fms_rptmember,PERIODTYPE,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,RPTMEMBER,stg_fms_rptmember,YEARVALUE,,Năm báo cáo,
FMS,RPTMEMBER,stg_fms_rptmember,DAYREPORT,,Ngày báo cáo,
FMS,RPTMEMBER,stg_fms_rptmember,DEADLINESEND,,Thời hạn gửi báo cáo,
FMS,RPTMEMBER,stg_fms_rptmember,DATESUBMITTED,,Ngày gửi thực tế,
FMS,RPTMEMBER,stg_fms_rptmember,STATUS,,Trạng thái: 1 = Chưa gửi; 2 = Đã gửi; 3 = Gửi muộn; 4 = Bị hủy,
FMS,RPTMEMBER,stg_fms_rptmember,ISIMPORT,,Là báo cáo có import: 1 = Có; 2 = Không,
FMS,RPTMEMBER,stg_fms_rptmember,ISDELETE,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RPTMEMBER,stg_fms_rptmember,FILEDATA,,File đính kèm,
FMS,RPTMEMBER,stg_fms_rptmember,FILEIMPORT,,File import,
FMS,RPTMEMBER,stg_fms_rptmember,CREATEDBY,,Người tạo,
FMS,RPTMEMBER,stg_fms_rptmember,DATECREATED,,Ngày tạo,
FMS,RPTMEMBER,stg_fms_rptmember,DATEMODIFIED,,Ngày sửa,
FMS,RPTMEMBER,stg_fms_rptmember,MODIFYBY,,Người sửa,
FMS,RPTPDSHT,stg_fms_rptpdsht,RPTPDID,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,
FMS,RPTPDSHT,stg_fms_rptpdsht,SHTID,,Mã ID sheet báo cáo. FK → SHEET.Id,
FMS,RPTPDSHT,stg_fms_rptpdsht,CREATEDBY,,Người tạo,
FMS,RPTPDSHT,stg_fms_rptpdsht,DATECREATED,,Ngày tạo,
FMS,RPTPDSHT,stg_fms_rptpdsht,DATEMODIFIED,,Ngày sửa,
FMS,RPTPDSHT,stg_fms_rptpdsht,MODIFYBY,,Người sửa,
FMS,RPTPERIOD,stg_fms_rptperiod,ID,,Mã ID kỳ báo cáo (PK),PK
FMS,RPTPERIOD,stg_fms_rptperiod,PERIODNAME,,Tên kỳ báo cáo,
FMS,RPTPERIOD,stg_fms_rptperiod,PERIODTYPE,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,RPTPERIOD,stg_fms_rptperiod,ISACTIVE,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,RPTPERIOD,stg_fms_rptperiod,ISDELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,RPTPERIOD,stg_fms_rptperiod,CREATEDBY,,Người tạo,
FMS,RPTPERIOD,stg_fms_rptperiod,DATECREATED,,Ngày tạo,
FMS,RPTPERIOD,stg_fms_rptperiod,DATEMODIFIED,,Ngày sửa,
FMS,RPTPERIOD,stg_fms_rptperiod,MODIFYBY,,Người sửa,
FMS,RPTVALUES,stg_fms_rptvalues,ID,,ID bản ghi giá trị báo cáo (PK),PK
FMS,RPTVALUES,stg_fms_rptvalues,MEBID,,Mã ID thành viên thị trường,
FMS,RPTVALUES,stg_fms_rptvalues,RPTID,,Mã báo cáo đầu vào. FK → RPTTEMP.Id,FK
FMS,RPTVALUES,stg_fms_rptvalues,SHEETID,,Mã sheet báo cáo đầu vào. FK → SHEET.Id,FK
FMS,RPTVALUES,stg_fms_rptvalues,TGTID,,ID ô chỉ tiêu,
FMS,RPTVALUES,stg_fms_rptvalues,PRDID,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,RPTVALUES,stg_fms_rptvalues,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,RPTVALUES,stg_fms_rptvalues,FNDID,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,RPTVALUES,stg_fms_rptvalues,BKMID,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,
FMS,RPTVALUES,stg_fms_rptvalues,FRBRID,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,
FMS,RPTVALUES,stg_fms_rptvalues,VALUES,,Giá trị file import,
FMS,RPTVALUES,stg_fms_rptvalues,ACCVALUES,,Tài khoản lưu ký,
FMS,RPTVALUES,stg_fms_rptvalues,FORMATDATATYPE,,Loại dữ liệu: Numberic = số; String = ký tự,
FMS,RPTVALUES,stg_fms_rptvalues,ISDYNAMIC,,1 = Dữ liệu động; 0 = Không là dữ liệu động,
FMS,RPTVALUES,stg_fms_rptvalues,PERIODTYPE,,Loại kỳ,
FMS,RPTVALUES,stg_fms_rptvalues,TYPE,,Đối tượng gửi báo: 2 = Công ty QLQ; 7 = QĐT,
FMS,RPTVALUES,stg_fms_rptvalues,CREATEDBY,,Người tạo,
FMS,RPTVALUES,stg_fms_rptvalues,DATECREATED,,Ngày tạo,
FMS,RPTVALUES,stg_fms_rptvalues,DATEMODIFIED,,Ngày sửa,
FMS,RPTVALUES,stg_fms_rptvalues,MODIFYBY,,Người sửa,
FMS,SECBUP,stg_fms_secbup,ID,,Mã ID bản ghi chi tiết lịch sử QLQ (PK),PK
FMS,SECBUP,stg_fms_secbup,SECHSID,,Mã ID lịch sử công ty QLQ. FK → SECHISTORY.Id,FK
FMS,SECBUP,stg_fms_secbup,ISBEFORE,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,SECBUP,stg_fms_secbup,SECDATA,,Dữ liệu snapshot công ty QLQ,
FMS,SECBUP,stg_fms_secbup,DATECREATED,,Ngày tạo,
FMS,SECBUSINES,stg_fms_secbusines,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,
FMS,SECBUSINES,stg_fms_secbusines,BUID,,Mã ID ngành nghề kinh doanh. FK → BUSINESS.Id,
FMS,SECHISTORY,stg_fms_sechistory,ID,,Mã ID lịch sử công ty QLQ (PK),PK
FMS,SECHISTORY,stg_fms_sechistory,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,SECHISTORY,stg_fms_sechistory,ACTION,,Sự kiện thay đổi,
FMS,SECHISTORY,stg_fms_sechistory,DATECHANGE,,Ngày thực hiện thay đổi,
FMS,SECHISTORY,stg_fms_sechistory,ADJUSTMENTLICENSE,,Số GP/QĐ/CV sửa đổi,
FMS,SECHISTORY,stg_fms_sechistory,LICENSEDATE,,Ngày chấp thuận,
FMS,SECHISTORY,stg_fms_sechistory,PREVVALUE,,Thông tin trước thay đổi,
FMS,SECHISTORY,stg_fms_sechistory,VALUECHANGE,,Thông tin sau thay đổi,
FMS,SECHISTORY,stg_fms_sechistory,REASON,,Lý do sửa đổi,
FMS,SECHISTORY,stg_fms_sechistory,FILEDATA,,File đính kèm,
FMS,SECHISTORY,stg_fms_sechistory,DATECREATED,,Ngày tạo,
FMS,SECURITIES,stg_fms_securities,ID,,Mã ID công ty QLQ. Mã hệ thống tự sinh (PK),PK
FMS,SECURITIES,stg_fms_securities,NAME,,Tên công ty QLQ,
FMS,SECURITIES,stg_fms_securities,SHORTNAME,,Tên viết tắt,
FMS,SECURITIES,stg_fms_securities,ENNAME,,Tên tiếng Anh,
FMS,SECURITIES,stg_fms_securities,ADDRESS,,Địa chỉ trụ sở chính,
FMS,SECURITIES,stg_fms_securities,TELEPHONE,,Điện thoại,
FMS,SECURITIES,stg_fms_securities,FAX,,Số Fax,
FMS,SECURITIES,stg_fms_securities,EMAIL,,Email,
FMS,SECURITIES,stg_fms_securities,WEBSITE,,Website,
FMS,SECURITIES,stg_fms_securities,DECISION,,Giấy phép thành lập/GPKD,
FMS,SECURITIES,stg_fms_securities,DECISIONDATE,,Ngày cấp giấy phép,
FMS,SECURITIES,stg_fms_securities,ACTIVEDATE,,Ngày chính thức hoạt động,
FMS,SECURITIES,stg_fms_securities,STOPDATE,,Ngày đóng cửa/thu hồi giấy phép,
FMS,SECURITIES,stg_fms_securities,STATUS,,Mã ID trạng thái. FK → STATUS.Id,FK
FMS,SECURITIES,stg_fms_securities,SECCAPITAL,,Vốn điều lệ,
FMS,SECURITIES,stg_fms_securities,DORF,,Trong nước/Nước ngoài: 1 = Trong nước; 0 = Nước ngoài,
FMS,SECURITIES,stg_fms_securities,DELETED,,Trạng thái bản ghi,
FMS,SECURITIES,stg_fms_securities,ISDATAMIGRATION,,1 = Dữ liệu đổ từ hệ thống cũ; 0 = Dữ liệu mới,
FMS,SECURITIES,stg_fms_securities,CREATEDBY,,Người tạo,
FMS,SECURITIES,stg_fms_securities,DATECREATED,,Ngày tạo,
FMS,SECURITIES,stg_fms_securities,DATEMODIFIED,,Ngày sửa,
FMS,SECURITIES,stg_fms_securities,MODIFYBY,,Người sửa,
FMS,STATUS,stg_fms_status,ID,,Mã ID trạng thái hoạt động (PK),PK
FMS,STATUS,stg_fms_status,NAME,,Tên trạng thái,
FMS,STATUS,stg_fms_status,ISACTIVE,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,STATUS,stg_fms_status,ISDELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STATUS,stg_fms_status,CREATEDBY,,Người tạo,
FMS,STATUS,stg_fms_status,DATECREATED,,Ngày tạo,
FMS,STATUS,stg_fms_status,DATEMODIFIED,,Ngày sửa,
FMS,STATUS,stg_fms_status,MODIFYBY,,Người sửa,
FMS,STFFGBRCH,stg_fms_stffgbrch,ID,,ID nhân sự VPĐD/CN QLQ NN (PK),PK
FMS,STFFGBRCH,stg_fms_stffgbrch,FGBRID,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,FK
FMS,STFFGBRCH,stg_fms_stffgbrch,TLID,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,STFFGBRCH,stg_fms_stffgbrch,FNTYPE,,Là nhân viên VPĐD/CN NN: O = VPĐD NN; B = CN NN,
FMS,STFFGBRCH,stg_fms_stffgbrch,ISR,,Người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,STFFGBRCH,stg_fms_stffgbrch,ISP,,Đại diện CBTT: 1 = Có; 0 = Không,
FMS,STFFGBRCH,stg_fms_stffgbrch,DELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STFFGBRCH,stg_fms_stffgbrch,DATECREATED,,Ngày tạo,
FMS,STFFGBRCH,stg_fms_stffgbrch,DATEMODIFIED,,Ngày sửa,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,ID,,Mã ID loại hình NĐT/cổ đông (PK),PK
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,NAME,,Tên loại hình NĐT/cổ đông,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,ISACTIVE,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,ISDELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,CREATEDBY,,Người tạo,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,DATECREATED,,Ngày tạo,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,DATEMODIFIED,,Ngày sửa,
FMS,STOCKHOLDERTYPE,stg_fms_stockholdertype,MODIFYBY,,Người sửa,
FMS,SYSVAR,stg_fms_sysvar,ID,,Mã ID tham số hệ thống (PK),PK
FMS,SYSVAR,stg_fms_sysvar,VARNAME,,Tên tham số,
FMS,SYSVAR,stg_fms_sysvar,VARVALUE,,Giá trị tham số,
FMS,SYSVAR,stg_fms_sysvar,VARDESC,,Ghi chú,
FMS,SYSVAR,stg_fms_sysvar,GRNAME,,Phân hệ áp dụng,
FMS,SYSVAR,stg_fms_sysvar,TYPECONTROL,,Định dạng ô nội dung,
FMS,SYSVAR,stg_fms_sysvar,CREATEDBY,,Người tạo,
FMS,SYSVAR,stg_fms_sysvar,DATECREATED,,Ngày tạo,
FMS,SYSVAR,stg_fms_sysvar,DATEMODIFIED,,Ngày sửa,
FMS,SYSVAR,stg_fms_sysvar,MODIFYBY,,Người sửa,
FMS,TLPRHISTORY,stg_fms_tlprhistory,ID,,ID lịch sử nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,TLPRHISTORY,stg_fms_tlprhistory,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TLPRHISTORY,stg_fms_tlprhistory,TLPROFILEID,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,TLPRHISTORY,stg_fms_tlprhistory,ACTION,,Sự kiện thay đổi,
FMS,TLPRHISTORY,stg_fms_tlprhistory,DATECHANGE,,Ngày thực hiện thay đổi,
FMS,TLPRHISTORY,stg_fms_tlprhistory,ADJUSTMENTLICENSE,,Số GP/QĐ/CV sửa đổi,
FMS,TLPRHISTORY,stg_fms_tlprhistory,LICENSEDATE,,Ngày chấp thuận,
FMS,TLPRHISTORY,stg_fms_tlprhistory,PREVVALUE,,Thông tin trước thay đổi,
FMS,TLPRHISTORY,stg_fms_tlprhistory,VALUECHANGE,,Thông tin sau thay đổi,
FMS,TLPRHISTORY,stg_fms_tlprhistory,FILEDATA,,File đính kèm,
FMS,TLPRHISTORY,stg_fms_tlprhistory,DATECREATED,,Ngày tạo,
FMS,TLPROBUP,stg_fms_tlprobup,ID,,ID chi tiết lịch sử nhân sự (PK),PK
FMS,TLPROBUP,stg_fms_tlprobup,TLPRHSID,,Mã ID lịch sử nhân sự. FK → TLPRHISTORY.Id,FK
FMS,TLPROBUP,stg_fms_tlprobup,ISBEFORE,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,TLPROBUP,stg_fms_tlprobup,TLDATA,,Dữ liệu snapshot nhân sự,
FMS,TLPROBUP,stg_fms_tlprobup,DATECREATED,,Ngày tạo,
FMS,TLProfiles,stg_fms_tlprofiles,ID,,Mã ID nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,TLProfiles,stg_fms_tlprofiles,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TLProfiles,stg_fms_tlprofiles,FULLNAME,,Họ tên đầy đủ,
FMS,TLProfiles,stg_fms_tlprofiles,BIRTHDATE,,Ngày sinh,
FMS,TLProfiles,stg_fms_tlprofiles,NATID,,Mã ID quốc tịch. FK → NATIONAL.Id,FK
FMS,TLProfiles,stg_fms_tlprofiles,IDNO,,CMND/CCCD/Hộ chiếu,
FMS,TLProfiles,stg_fms_tlprofiles,JOBTYPEID,,Mã ID loại chức vụ. FK → JOBTYPE.Id,FK
FMS,TLProfiles,stg_fms_tlprofiles,ISLEGAL,,Là người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,TLProfiles,stg_fms_tlprofiles,ISCBTT,,Là đại diện CBTT: 1 = Có; 0 = Không,
FMS,TLProfiles,stg_fms_tlprofiles,DELETED,,Trạng thái bản ghi,
FMS,TLProfiles,stg_fms_tlprofiles,CREATEDBY,,Người tạo,
FMS,TLProfiles,stg_fms_tlprofiles,DATECREATED,,Ngày tạo,
FMS,TLProfiles,stg_fms_tlprofiles,DATEMODIFIED,,Ngày sửa,
FMS,TLProfiles,stg_fms_tlprofiles,MODIFYBY,,Người sửa,
FMS,TRANSFERMBF,stg_fms_transfermbf,ID,,Mã ID giao dịch CCQ (PK),PK
FMS,TRANSFERMBF,stg_fms_transfermbf,FNDID,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,TRANSFERMBF,stg_fms_transfermbf,MBFID,,Mã ID nhà đầu tư quỹ. FK → MBFUND.Id,FK
FMS,TRANSFERMBF,stg_fms_transfermbf,TRANSDATE,,Ngày giao dịch,
FMS,TRANSFERMBF,stg_fms_transfermbf,QUANTITY,,Số lượng CCQ giao dịch,
FMS,TRANSFERMBF,stg_fms_transfermbf,PRICE,,Giá giao dịch,
FMS,TRANSFERMBF,stg_fms_transfermbf,TRANSTYPE,,Loại giao dịch,
FMS,TRANSFERMBF,stg_fms_transfermbf,DELETED,,Trạng thái bản ghi,
FMS,TRANSFERMBF,stg_fms_transfermbf,DATECREATED,,Ngày tạo,
FMS,TRANSFERMBF,stg_fms_transfermbf,DATEMODIFIED,,Ngày sửa,
FMS,TRSFERINDER,stg_fms_trsferinder,ID,,Mã ID giao dịch chuyển nhượng (PK),PK
FMS,TRSFERINDER,stg_fms_trsferinder,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,TRSFERINDER,stg_fms_trsferinder,TRANSDATE,,Ngày giao dịch,
FMS,TRSFERINDER,stg_fms_trsferinder,QUANTITY,,Số lượng cổ phần chuyển nhượng,
FMS,TRSFERINDER,stg_fms_trsferinder,PRICE,,Giá giao dịch,
FMS,TRSFERINDER,stg_fms_trsferinder,DELETED,,Trạng thái bản ghi,
FMS,TRSFERINDER,stg_fms_trsferinder,DATECREATED,,Ngày tạo,
FMS,TRSFERINDER,stg_fms_trsferinder,DATEMODIFIED,,Ngày sửa,
FMS,USERRPTO,stg_fms_userrpto,USERID,,Mã ID người dùng. FK → USERS.Id,
FMS,USERRPTO,stg_fms_userrpto,TPOUTID,,Mã ID biểu mẫu báo cáo đầu ra. FK → RPTTPOUT.Id,
FMS,USERS,stg_fms_users,ID,,Mã ID người dùng hệ thống. Mã hệ thống tự sinh (PK),PK
FMS,USERS,stg_fms_users,USERNAME,,Tên đăng nhập,
FMS,USERS,stg_fms_users,FULLNAME,,Họ và tên đầy đủ,
FMS,USERS,stg_fms_users,EMAIL,,Email,
FMS,USERS,stg_fms_users,BKMID,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK
FMS,USERS,stg_fms_users,STATUS,,Trạng thái tài khoản: 1 = Hoạt động; 0 = Khóa,
FMS,USERS,stg_fms_users,DELETED,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,USERS,stg_fms_users,DATELOGINED,,Ngày đăng nhập hệ thống,
FMS,USERS,stg_fms_users,DATECHANGEPASSWORD,,Ngày thay đổi mật khẩu,
FMS,USERS,stg_fms_users,CREATEDBY,,Người tạo,
FMS,USERS,stg_fms_users,DATECREATED,,Ngày tạo,
FMS,USERS,stg_fms_users,DATEMODIFIED,,Ngày sửa,
FMS,USERS,stg_fms_users,MODIFYBY,,Người sửa,
FMS,VIOLT,stg_fms_violt,ID,,Mã ID vi phạm (PK),PK
FMS,VIOLT,stg_fms_violt,SECID,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,VIOLT,stg_fms_violt,FNDID,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,VIOLT,stg_fms_violt,VIOLTYPE,,Loại vi phạm,
FMS,VIOLT,stg_fms_violt,VIOLCONTENT,,Nội dung vi phạm,
FMS,VIOLT,stg_fms_violt,VIOLDATE,,Ngày vi phạm,
FMS,VIOLT,stg_fms_violt,VIOLSTATUS,,Trạng thái xử lý vi phạm,
FMS,VIOLT,stg_fms_violt,NOTE,,Ghi chú,
FMS,VIOLT,stg_fms_violt,DELETED,,Trạng thái bản ghi,
FMS,VIOLT,stg_fms_violt,DATECREATED,,Ngày tạo,
FMS,VIOLT,stg_fms_violt,DATEMODIFIED,,Ngày sửa,
GSGD,investor_account,stg_gsgd_investor_account,ID,,"Primary key, auto increment",PK
GSGD,investor_account,stg_gsgd_investor_account,ACCOUNT_CODE,,Số tài khoản (từ VSDC),
GSGD,investor_account,stg_gsgd_investor_account,ACCOUNT_NAME,,Họ và tên,
GSGD,investor_account,stg_gsgd_investor_account,CONTACT_ADDRESS,,"Địa chỉ liên lạc (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,IDENTITY_NUMBER,,Số CCCD/Số đăng ký sở hữu,
GSGD,investor_account,stg_gsgd_investor_account,IDENTITY_ISSUE_DATE,,Ngày cấp,
GSGD,investor_account,stg_gsgd_investor_account,IDENTITY_ISSUE_PLACE,,Nơi cấp,
GSGD,investor_account,stg_gsgd_investor_account,OPEN_DATE,,Ngày mở tài khoản,
GSGD,investor_account,stg_gsgd_investor_account,CLOSE_DATE,,Ngày đóng tài khoản,
GSGD,investor_account,stg_gsgd_investor_account,LAST_MODIFIED_DATE,,Ngày thay đổi thông tin,
GSGD,investor_account,stg_gsgd_investor_account,NATIONALITY,,Quốc tịch,
GSGD,investor_account,stg_gsgd_investor_account,INVESTOR_TYPE,,"Loại hình NĐT: 1=Cá nhân, 2=Tổ chức",
GSGD,investor_account,stg_gsgd_investor_account,DATE_OF_BIRTH,,"Ngày tháng năm sinh/ngày thành lập DN (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,LEGAL_REPRESENTATIVE,,"Người đại diện theo pháp luật (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,PERMANENT_ADDRESS,,"Địa chỉ thường trú (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,MARGIN_ACCOUNT_OPEN_DATE,,Ngày mở TK ký quỹ,
GSGD,investor_account,stg_gsgd_investor_account,PHONE_NUMBER,,"Số điện thoại (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,EMAIL,,"Email (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,BANK_ACCOUNT_HOLDER_NAME,,"Tên chủ tài khoản ngân hàng (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,BANK_ACCOUNT_NUMBER,,"Số tài khoản ngân hàng (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,BANK_ACCOUNT_NAME,,"Tên ngân hàng (từ CTCK, có thể sửa)",
GSGD,investor_account,stg_gsgd_investor_account,MARGIN_SERVICE_ENABLED,,Dịch vụ TC sử dụng - Ký quỹ,
GSGD,investor_account,stg_gsgd_investor_account,ADVANCE_PAYMENT_SERVICE_ENABLED,,Dịch vụ TC sử dụng - Ứng trước tiền bán,
GSGD,investor_account,stg_gsgd_investor_account,ACCOUNT_AUTHORIZATION_ENABLED,,Dịch vụ TC sử dụng - Hợp đồng tài chính khác,
