bcv_core_object,silver_entity,silver_attribute,silver_data_type,description,data_domain,nullable,is_primary_key,source_system,source_table,source_column,comment,classification_context,etl_derived_value
Business Activity,Member Conduct Violation,Violation Period Type Code,string,Kỳ cảnh báo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm.,Classification Value,True,False,FIMS,VIOLT,FIMS.VIOLT.PeriodType,Scheme: FIMS_PERIOD_TYPE.,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Violation Period Value,string,Giá trị kỳ cảnh báo.,Small Counter,True,False,FIMS,VIOLT,FIMS.VIOLT.PeriodValue,,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Violation Status Code,string,Trạng thái xử lý: 0: Chưa khắc phục 1: Khắc phục.,Classification Value,True,False,FIMS,VIOLT,FIMS.VIOLT.Status,Scheme: FIMS_VIOLATION_STATUS. modeler_defined — 2 giá trị: 0=OPEN 1=RESOLVED.,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Violation Value,string,Giá trị vi phạm.,Text,True,False,FIMS,VIOLT,FIMS.VIOLT.Value,Kiểu dữ liệu chưa xác định — lưu dạng text.,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Violation Date,date,Ngày phát sinh cảnh báo vi phạm.,Date,True,False,FIMS,VIOLT,FIMS.VIOLT.DateCreatedViolt,,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Comparison Period Type Code,string,Kỳ tham số so sánh.,Classification Value,True,False,FIMS,VIOLT,FIMS.VIOLT.PeriodTypeOther,Scheme: FIMS_PERIOD_TYPE. Kỳ tham số dùng để so sánh với giá trị vi phạm.,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Comparison Period Value,string,Giá trị kỳ tham số so sánh.,Small Counter,True,False,FIMS,VIOLT,FIMS.VIOLT.PeriodValueOther,,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Conduct Violation,Comparison Value,string,Giá trị tham số so sánh.,Text,True,False,FIMS,VIOLT,FIMS.VIOLT.ValueOther,Lưu dạng text — cùng kiểu với Violation Value.,Source System Code = 'FIMS_VIOLT',
Business Activity,Member Periodic Report Status Log,Member Periodic Report History Id,string,Khóa đại diện cho lịch sử nộp báo cáo định kỳ thành viên.,Surrogate Key,False,True,FMS,RPTMBHS,,PK surrogate.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Member Periodic Report History Code,string,Mã định danh bản ghi lịch sử. Map từ PK bảng nguồn.,Text,False,False,FMS,RPTMBHS,FMS.RPTMBHS.Id,BK chính.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Source System Code,string,Mã nguồn dữ liệu.,Classification Value,False,False,FMS,RPTMBHS,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Member Periodic Report Id,string,FK đến báo cáo định kỳ thành viên.,Surrogate Key,False,False,FMS,RPTMBHS,FMS.RPTMBHS.RptMbId,FK target: Member Periodic Report.Member Periodic Report Id.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Member Periodic Report Code,string,Mã báo cáo định kỳ.,Text,False,False,FMS,RPTMBHS,FMS.RPTMBHS.RptMbId,FK target: Member Periodic Report.Member Periodic Report Code. Pair with Member Periodic Report Id.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Report Submission Status Code,string,Trạng thái nộp báo cáo tại thời điểm lịch sử.,Classification Value,True,False,FMS,RPTMBHS,FMS.RPTMBHS.Status,Scheme: FMS_REPORT_SUBMISSION_STATUS.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Changed By Officer Id,string,FK đến nhân sự thực hiện thay đổi trạng thái.,Surrogate Key,True,False,FMS,RPTMBHS,FMS.RPTMBHS.ChgById,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Changed By Officer Code,string,Mã nhân sự thực hiện thay đổi.,Text,True,False,FMS,RPTMBHS,FMS.RPTMBHS.ChgById,FK target: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Changed By Officer Id.,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Content Summary,string,Tóm tắt nội dung báo cáo tại thời điểm lịch sử.,Text,True,False,FMS,RPTMBHS,FMS.RPTMBHS.ContentSummary,,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Note,string,Ghi chú bổ sung.,Text,True,False,FMS,RPTMBHS,FMS.RPTMBHS.Note,,Source System Code = 'FMS_RPTMBHS',
Business Activity,Member Periodic Report Status Log,Report Name,string,Tên báo cáo tại thời điểm lịch sử.,Text,True,False,FMS,RPTMBHS,FMS.RPTMBHS.RptName,,Source System Code = 'FMS_RPTMBHS',
Business Activity,Risk Alert Resolution,Risk Alert Resolution Id,string,Khóa đại diện cho bản ghi xử lý cảnh báo.,Surrogate Key,False,True,QLRR,risk_alert_resolution,,,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Risk Alert Resolution Code,string,Mã định danh bản ghi xử lý. BK. Map từ PK bảng nguồn.,Text,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.id,BK của entity.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Source System Code,string,Mã hệ thống nguồn.,Classification Value,False,False,QLRR,risk_alert_resolution,,,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Risk Alert Id,string,FK đến cảnh báo liên quan.,Surrogate Key,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.alert_id,FK target: Risk Alert.Risk Alert Id.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Risk Alert Code,string,Mã cảnh báo liên quan.,Text,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.alert_id,FK target: Risk Alert.Risk Alert Code. Pair with Risk Alert Id.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Resolution Type Code,string,"Loại xử lý cảnh báo: 1=Quick (không giải trình), 2=Detailed (có giải trình).",Classification Value,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.resolution_type,Scheme: RISK_ALERT_RESOLUTION_TYPE.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Explanation Content,string,Nội dung giải trình chi tiết (chỉ khi resolution_type=2).,Text,True,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.explanation_content,,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Resolved At,string,Thời điểm xử lý cảnh báo.,Timestamp,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.resolved_at,,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Resolved By Id,string,User ID người xử lý cảnh báo (denormalized).,Text,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.resolved_by_id,Denormalized — không có User entity trên Silver.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Alert Resolution,Resolved By Name,string,Tên người xử lý cảnh báo (denormalized).,Text,False,False,QLRR,risk_alert_resolution,QLRR.risk_alert_resolution.resolved_by_name,Denormalized. Pair với Resolved By Id.,Source System Code = 'QLRR_risk_alert_resolution',
Business Activity,Risk Report Upload Batch,Risk Report Upload Batch Id,string,Khóa đại diện cho đợt upload báo cáo.,Surrogate Key,False,True,QLRR,risk_report_upload_batch,,,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,Risk Report Upload Batch Code,string,Mã định danh đợt upload. BK. Map từ PK bảng nguồn.,Text,False,False,QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch.id,BK của entity.,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,Source System Code,string,Mã hệ thống nguồn.,Classification Value,False,False,QLRR,risk_report_upload_batch,,,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,Risk Report Type Id,string,FK đến loại báo cáo.,Surrogate Key,False,False,QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch.report_type_id,FK target: Risk Report Type.Risk Report Type Id.,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,Risk Report Type Code,string,Mã loại báo cáo.,Text,False,False,QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch.report_type_id,FK target: Risk Report Type.Risk Report Type Code. Pair with Risk Report Type Id.,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,Report Date,date,Thời gian báo cáo (do người dùng chọn khi upload).,Date,False,False,QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch.report_date,,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Risk Report Upload Batch,File Count,string,Số lượng file trong đợt upload.,Small Counter,False,False,QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch.file_count,,Source System Code = 'QLRR_risk_report_upload_batch',
Business Activity,Securities Company Administrative Penalty,Securities Company Administrative Penalty Id,string,Khóa đại diện cho quyết định xử lý hành chính.,Surrogate Key,False,True,SCMS,CTCK_XU_LY_HANH_CHINH,,PK surrogate.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Securities Company Administrative Penalty Code,string,Mã định danh (tự động tăng). BK.,Text,False,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.ID,BK chính. PK nguồn.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Source System Code,string,Mã nguồn dữ liệu.,Classification Value,False,False,SCMS,CTCK_XU_LY_HANH_CHINH,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Securities Company Id,string,FK đến công ty chứng khoán bị xử lý.,Surrogate Key,False,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Id.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Securities Company Code,string,Mã công ty chứng khoán.,Text,False,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Code. Pair with Securities Company Id.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Penalty Form Code,string,Hình thức xử lý hành chính.,Classification Value,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.HINH_THUC,Scheme: SCMS_PENALTY_FORM.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Content,string,Nội dung quyết định xử lý.,Text,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.NOI_DUNG,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Penalty Amount,"decimal(23,2)",Số tiền phạt.,Currency Amount,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.SO_TIEN,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Additional Penalty,string,Hình phạt bổ sung.,Text,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.HINH_PHAT_BO_SUNG,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Additional Penalty Date,date,Ngày áp dụng hình phạt bổ sung.,Date,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.NGAY_PHAT_BO_SUNG,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Decision Number,string,Số quyết định xử lý hành chính.,Text,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.QUYET_DINH,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Decision Date,date,Ngày quyết định.,Date,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.NGAY_QUYET_DINH,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Penalty Status Code,string,Trạng thái quyết định xử lý.,Classification Value,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.TRANG_THAI,Scheme: SCMS_PENALTY_STATUS.,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Created Timestamp,timestamp,Ngày tạo.,Timestamp,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.NGAY_TAO,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Administrative Penalty,Updated Timestamp,timestamp,Ngày cập nhật.,Timestamp,True,False,SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH.NGAY_CAP_NHAT,,Source System Code = 'SCMS_CTCK_XU_LY_HANH_CHINH',
Business Activity,Securities Company Report Violation,Securities Company Report Violation Id,string,Khóa đại diện cho bản ghi vi phạm báo cáo.,Surrogate Key,False,True,SCMS,BC_VI_PHAM,,PK surrogate.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Securities Company Report Violation Code,string,Mã định danh (tự động tăng). BK.,Text,False,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.ID,BK chính. PK nguồn.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Source System Code,string,Mã nguồn dữ liệu.,Classification Value,False,False,SCMS,BC_VI_PHAM,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Securities Company Id,string,FK đến công ty chứng khoán vi phạm.,Surrogate Key,False,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Id.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Securities Company Code,string,Mã công ty chứng khoán.,Text,False,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Code. Pair with Securities Company Id.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Violation Date,date,Ngày vi phạm.,Date,True,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.NGAY_VI_PHAM,,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Reason,string,Lý do vi phạm.,Text,True,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.LY_DO,,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Violation Type Codes,string,Danh sách mã loại vi phạm.,Array<Text>,True,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM_LOAI_VP.DM_LOAI_VI_PHAM_ID,Pure junction BC_VI_PHAM_LOAI_VP → denormalize thành ARRAY. Scheme: SCMS_VIOLATION_TYPE. HLD decision: SCMS_HLD_Tier4.md.,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Company Report Violation,Updated Timestamp,timestamp,Ngày cập nhật.,Timestamp,True,False,SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM.NGAY_CAP_NHAT,,Source System Code = 'SCMS_BC_VI_PHAM',
Business Activity,Securities Practitioner Conduct Violation,Conduct Violation Id,string,Id tự sinh (surrogate key),Surrogate Key,False,True,NHNCK,Violations,,"PK surrogate. BCV: ""Conduct Violation"" (Business Activity).",Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Conduct Violation Code,string,Mã định danh (tự động tăng). BK,Text,False,False,NHNCK,Violations,NHNCK.Violations.Id,BK chính.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Source System Code,string,Mã nguồn dữ liệu,Classification Value,False,False,NHNCK,Violations,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Practitioner Id,string,FK đến Securities Practitioner,Surrogate Key,False,False,NHNCK,Violations,NHNCK.Violations.ProfessionalId,FK target: Securities Practitioner.Practitioner Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Practitioner Code,string,Mã người hành nghề,Text,False,False,NHNCK,Violations,NHNCK.Violations.ProfessionalId,FK target: Securities Practitioner.Practitioner Code. Pair with Practitioner Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Full Name,string,Họ và tên người vi phạm (snapshot),Text,True,False,NHNCK,Violations,NHNCK.Violations.FullName,Denormalized snapshot.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Date Of Birth,date,Ngày sinh (snapshot),Date,True,False,NHNCK,Violations,NHNCK.Violations.BirthDate,Denormalized snapshot.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Identification Number,string,Số CMND/CCCD (snapshot),Text,True,False,NHNCK,Violations,NHNCK.Violations.IdentityNumber,Denormalized snapshot.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,License Decision Document Id,string,FK đến quyết định xử lý vi phạm,Surrogate Key,True,False,NHNCK,Violations,NHNCK.Violations.DecisionId,FK target: Securities Practitioner License Decision Document.License Decision Document Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,License Decision Document Code,string,Mã quyết định,Text,True,False,NHNCK,Violations,NHNCK.Violations.DecisionId,FK target: Securities Practitioner License Decision Document.License Decision Document Code. Pair with License Decision Document Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Conduct Violation Type Code,string,"Loại vi phạm (1: Hành chính, 2: Pháp luật)",Classification Value,True,False,NHNCK,Violations,NHNCK.Violations.Type,Scheme: CONDUCT_VIOLATION_TYPE.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Violation Note,string,Ghi chú vi phạm,Text,True,False,NHNCK,Violations,NHNCK.Violations.Note,,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Violation Status Code,string,"Trạng thái (1: Hoạt động, 0: Không hoạt động, -1: Đã xóa)",Classification Value,True,False,NHNCK,Violations,NHNCK.Violations.Status,Scheme: VIOLATION_STATUS.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Created By Officer Id,string,FK đến Officer,Surrogate Key,True,False,NHNCK,Violations,NHNCK.Violations.CreatedBy,FK target: Regulatory Authority Officer.Officer Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Created By Officer Code,string,Mã người tạo,Text,True,False,NHNCK,Violations,NHNCK.Violations.CreatedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Created By Officer Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Updated By Officer Id,string,FK đến Officer,Surrogate Key,True,False,NHNCK,Violations,NHNCK.Violations.UpdatedBy,FK target: Regulatory Authority Officer.Officer Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Updated By Officer Code,string,Mã người cập nhật,Text,True,False,NHNCK,Violations,NHNCK.Violations.UpdatedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Updated By Officer Id.,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Created Timestamp,timestamp,Ngày tạo,Timestamp,True,False,NHNCK,Violations,NHNCK.Violations.CreatedAt,,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner Conduct Violation,Updated Timestamp,timestamp,Ngày cập nhật,Timestamp,True,False,NHNCK,Violations,NHNCK.Violations.UpdatedAt,,Source System Code = 'NHNCK_Violations',
Business Activity,Securities Practitioner License Application Processing Activity Log,License Application Processing Activity Log Id,string,Id tự sinh (surrogate key),Surrogate Key,False,True,NHNCK,ActionLogs,,"PK surrogate. BCV: ""Business Activity"" — nhật ký hoạt động hệ thống.",Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,License Application Processing Activity Log Code,string,Mã định danh (tự động tăng). BK,Text,False,False,NHNCK,ActionLogs,NHNCK.ActionLogs.Id,BK chính.,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Source System Code,string,Mã nguồn dữ liệu,Classification Value,False,False,NHNCK,ActionLogs,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Officer Id,string,FK đến tài khoản thực hiện,Surrogate Key,True,False,NHNCK,ActionLogs,NHNCK.ActionLogs.UserId,FK target: Regulatory Authority Officer.Officer Id. UserId = tài khoản thao tác.,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Officer Code,string,Mã tài khoản thực hiện,Text,True,False,NHNCK,ActionLogs,NHNCK.ActionLogs.UserId,FK target: Regulatory Authority Officer.Officer Code. Pair with Officer Id.,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Client Machine Address,string,Địa chỉ IP máy thực hiện,Text,True,False,NHNCK,ActionLogs,NHNCK.ActionLogs.ClientMachine,,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Activity Detail,string,Mô tả nội dung thao tác,Text,True,False,NHNCK,ActionLogs,NHNCK.ActionLogs.Detail,,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Processing Activity Log,Created Timestamp,timestamp,Ngày tạo,Timestamp,True,False,NHNCK,ActionLogs,NHNCK.ActionLogs.CreatedAt,,Source System Code = 'NHNCK_ActionLogs',
Business Activity,Securities Practitioner License Application Verification Status,License Application Verification Status Id,string,Id tự sinh (surrogate key),Surrogate Key,False,True,NHNCK,VerifyApplicationStatuses,,"PK surrogate. BCV: ""Approval Activity"" (Business Activity). Phê duyệt trạng thái hồ sơ.",Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,License Application Verification Status Code,string,Mã định danh (tự động tăng). BK,Text,False,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.Id,BK chính. PK nguồn.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Source System Code,string,Mã nguồn dữ liệu,Classification Value,False,False,NHNCK,VerifyApplicationStatuses,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,License Application Id,string,FK đến hồ sơ,Surrogate Key,False,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.ApplicationId,FK target: Securities Practitioner License Application.License Application Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,License Application Code,string,Mã hồ sơ,Text,False,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.ApplicationId,FK target: Securities Practitioner License Application.License Application Code. Pair with License Application Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Verification Status Code,string,Trạng thái phê duyệt (FK → ApplicationStatuses),Classification Value,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.StatusId,Scheme: APPLICATION_STATUS. FK đến bảng ApplicationStatuses.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Previous Verification Status Code,string,Trạng thái hồ sơ trước đó,Classification Value,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.PrevStatusId,Scheme: APPLICATION_STATUS.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Verified By Officer Id,string,FK đến người phê duyệt,Surrogate Key,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.VerifiedBy,FK target: Regulatory Authority Officer.Officer Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Verified By Officer Code,string,Mã người phê duyệt,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.VerifiedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Verified By Officer Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Rejection Reason Description,string,Lý do thay đổi trạng thái,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.Reason,,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Specialization Officer Reason,string,Nội dung ý kiến — Lãnh đạo chuyên môn,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.SpecReason,,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Organization Officer Reason,string,Nội dung ý kiến — Lãnh đạo UBCK,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.OrgReason,,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Overview Officer Reason,string,Nội dung ý kiến — Cán bộ tổng hợp,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.OverviewReason,,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Created By Officer Id,string,FK đến Officer,Surrogate Key,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.CreatedBy,FK target: Regulatory Authority Officer.Officer Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Created By Officer Code,string,Mã người tạo,Text,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.CreatedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Created By Officer Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
Business Activity,Securities Practitioner License Application Verification Status,Updated By Officer Id,string,FK đến Officer,Surrogate Key,True,False,NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses.UpdatedBy,FK target: Regulatory Authority Officer.Officer Id.,Source System Code = 'NHNCK_VerifyApplicationStatuses',
