gold_entity,gold_table,gold_attribute,gold_column,nullable,data_domain,data_type,key,description,source_entity,silver_table,source_attribute,silver_column
Securities Company Practitioner Profile,scr_co_practitioner_prfl,Certificate Type Code,ctf_tp_code,true,Classification Value,string,,Loại chứng chỉ/nghiệp vụ (scheme: CERTIFICATE_TYPE) — xem O_QLKD_10,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Type Code,ctf_tp_code
Securities Company Practitioner Profile,scr_co_practitioner_prfl,Certificate Status Code,ctf_st_code,true,Classification Value,string,,Trạng thái GCN (scheme: NHNCK_CERT_STATUS),Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Status Code,ctf_st_code
Securities Company Practitioner Profile,scr_co_practitioner_prfl,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Securities Company Compliance History,scr_co_cmpln_hist,Compliance History Id,cmpln_hist_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Securities Company Compliance History,scr_co_cmpln_hist,Securities Company Code,scr_co_code,false,Text,string,BK,Mã CTCK — ETL join key cho filter,Member Periodic Report,mbr_prd_rpt,Securities Company Code,scr_co_code
Securities Company Compliance History,scr_co_cmpln_hist,Report Template Code,rpt_tpl_code,false,Text,string,,Mã biểu mẫu,Member Periodic Report,mbr_prd_rpt,Report Template Code,rpt_tpl_code
Securities Company Compliance History,scr_co_cmpln_hist,Report Period Year,rpt_prd_yr,false,Small Counter,int,,Năm kỳ,Member Periodic Report,mbr_prd_rpt,Year Value,yr_val
Securities Company Compliance History,scr_co_cmpln_hist,Submission Date,submission_dt,true,Date,date,,Ngày nộp thực tế,Member Periodic Report,mbr_prd_rpt,Submission Date,subm_dt
Securities Company Compliance History,scr_co_cmpln_hist,Submission Deadline Date,submission_ddln_dt,true,Date,date,,Hạn nộp,Member Periodic Report,mbr_prd_rpt,Submission Deadline Date,subm_ddln_dt
Securities Company Compliance History,scr_co_cmpln_hist,Submission Status Code,submission_st_code,true,Classification Value,string,,Trạng thái nộp (scheme: SCMS_SUBMISSION_STATUS),Member Periodic Report,mbr_prd_rpt,Submission Status Code,subm_st_code
Securities Company Compliance History,scr_co_cmpln_hist,Subject Organization Short Name,sbj_org_shrt_nm,true,Text,string,,"Tên viết tắt CTCK từ Inspection Case — text match filter, xem O_QLKD_13",Inspection Case,insp_case,Subject Organization Short Name,sbj_org_shrt_nm
Securities Company Compliance History,scr_co_cmpln_hist,Inspection Type Code,inspection_tp_code,true,Classification Value,string,,Loại hình thanh/kiểm tra (scheme: TT_PLAN_TYPE),Inspection Case,insp_case,Inspection Type Code,insp_tp_code
Securities Company Compliance History,scr_co_cmpln_hist,Case Name,case_nm,true,Text,string,,Tên hồ sơ thanh tra/kiểm tra,Inspection Case,insp_case,Case Name,case_nm
Securities Company Compliance History,scr_co_cmpln_hist,Conclusion Document Number,conclusion_doc_nbr,true,Text,string,,Số QĐ kết luận xử phạt,Inspection Case Conclusion,insp_case_conclusion,Conclusion Document Number,conclusion_doc_nbr
Securities Company Compliance History,scr_co_cmpln_hist,Signing Date,signing_dt,true,Date,date,,Ngày ký kết luận,Inspection Case Conclusion,insp_case_conclusion,Signing Date,signing_dt
Securities Company Compliance History,scr_co_cmpln_hist,Penalty Type Code,pny_tp_code,true,Classification Value,string,,Hình thức xử phạt (scheme: TT_PENALTY_TYPE),Inspection Case Conclusion,insp_case_conclusion,Penalty Type Code,pny_tp_code
Securities Company Compliance History,scr_co_cmpln_hist,Penalty Amount,pny_amt,true,Currency Amount,"decimal(23,2)",,Số tiền phạt (VND),Inspection Case Conclusion,insp_case_conclusion,Penalty Amount,pny_amt
Securities Company Compliance History,scr_co_cmpln_hist,Conclusion Status Code,conclusion_st_code,true,Classification Value,string,,Trạng thái kết luận (scheme: TT_CASE_STATUS),Inspection Case Conclusion,insp_case_conclusion,Conclusion Status Code,conclusion_st_code
Securities Company Compliance History,scr_co_cmpln_hist,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Securities Company Organization Unit Profile,scr_co_ou_prfl,Organization Unit Profile Id,ou_prfl_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Securities Company Organization Unit Profile,scr_co_ou_prfl,Securities Company Organization Unit Id,scr_co_ou_id,false,Surrogate Key,string,BK,Silver surrogate Id đơn vị trực thuộc — ETL join key,Securities Company Organization Unit,scr_co_ou,Securities Company Organization Unit Id,scr_co_ou_id
Securities Company Organization Unit Profile,scr_co_ou_prfl,Securities Company Code,scr_co_code,false,Text,string,,Mã CTCK,Securities Company Organization Unit,scr_co_ou,Securities Company Code,scr_co_code
Securities Company Organization Unit Profile,scr_co_ou_prfl,Organization Unit Name,ou_nm,false,Text,string,,Tên CN/PGD/VPĐD,Securities Company Organization Unit,scr_co_ou,Organization Unit Name,ou_nm
Securities Company Organization Unit Profile,scr_co_ou_prfl,Organization Unit Type Code,ou_tp_code,false,Classification Value,string,,Loại đơn vị: BRANCH/TRANSACTION_OFFICE/REP_OFFICE,Securities Company Organization Unit,scr_co_ou,Organization Unit Type Code,ou_tp_code
Securities Company Organization Unit Profile,scr_co_ou_prfl,Address,adr,true,Text,string,,Địa chỉ,Generated,,ETL derived,
Securities Company Organization Unit Profile,scr_co_ou_prfl,Established Date,estb_dt,true,Date,date,,Ngày thành lập/khai trương,Securities Company Organization Unit,scr_co_ou,Decision Date,dcsn_dt
Securities Company Organization Unit Profile,scr_co_ou_prfl,Life Cycle Status Code,lcs_code,true,Classification Value,string,,Trạng thái (scheme: LIFE_CYCLE_STATUS),Securities Company Organization Unit,scr_co_ou,Life Cycle Status Code,lcs_code
Securities Company Organization Unit Profile,scr_co_ou_prfl,Business Sector Name,bsn_sctr_nm,true,Text,string,,Tên lĩnh vực nghiệp vụ (text tự do — xem O_QLKD_12),Securities Company Organization Unit,scr_co_ou,Business Sector Name,bsn_sctr_nm
Securities Company Organization Unit Profile,scr_co_ou_prfl,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Profile,idv_prfl,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,PK,Surrogate key ETL generated — merge SCMS + NHNCK theo CMND/CCCD,Generated,,ETL derived,
Individual Profile,idv_prfl,Senior Personnel Id,snr_psn_id,true,Surrogate Key,string,BK,Silver Id Senior Personnel (SCMS) — NULL nếu chỉ có NHNCK,Securities Company Senior Personnel,scr_co_snr_psn,Securities Company Senior Personnel Id,scr_co_snr_psn_id
Individual Profile,idv_prfl,Practitioner Id,practitioner_id,true,Surrogate Key,string,,Silver Id Practitioner (NHNCK) — NULL nếu chỉ có SCMS,Securities Practitioner,scr_prac,Practitioner Id,prac_id
Individual Profile,idv_prfl,Securities Company Code,scr_co_code,false,Text,string,,Mã CTCK,Securities Company Senior Personnel,scr_co_snr_psn,Securities Company Code,scr_co_code
Individual Profile,idv_prfl,Full Name,full_nm,false,Text,string,,Họ tên cá nhân,Securities Company Senior Personnel,scr_co_snr_psn,Full Name,full_nm
Individual Profile,idv_prfl,Position Type Code,pos_tp_code,true,Classification Value,string,,Chức vụ tại CTCK (scheme: SCMS_POSITION_TYPE),Securities Company Senior Personnel,scr_co_snr_psn,Position Type Code,pos_tp_code
Individual Profile,idv_prfl,Identification Number,identn_nbr,true,Text,string,,CMND/CCCD — từ Involved Party Alternative Identification (SCMS.SO_CMND) hoặc Securities Practitioner.Identity Reference Code (NHNCK),Involved Party Alternative Identification,ip_alt_identn,Identification Number,identn_nbr
Individual Profile,idv_prfl,License Certificate Number,license_ctf_nbr,true,Text,string,,Số GCN hành nghề,Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Number,ctf_nbr
Individual Profile,idv_prfl,Certificate Type Code,ctf_tp_code,true,Classification Value,string,,Loại chứng chỉ/nghiệp vụ (scheme: CERTIFICATE_TYPE),Securities Practitioner License Certificate Document,scr_prac_license_ctf_doc,Certificate Type Code,ctf_tp_code
Individual Profile,idv_prfl,Is Insider Verified,is_insider_verf,true,Indicator,string,,Cờ INSIDER VERIFIED: 1 nếu merge thành công SCMS + NHNCK theo CMND/CCCD,Generated,,ETL derived,
Individual Profile,idv_prfl,Personnel Status Code,psn_st_code,true,Classification Value,string,,Trạng thái nhân sự,Securities Company Senior Personnel,scr_co_snr_psn,Personnel Status Code,psn_st_code
Individual Profile,idv_prfl,Practice Status Code,practice_st_code,true,Classification Value,string,,Trạng thái hành nghề,Securities Practitioner,scr_prac,Practice Status Code,practice_st_code
Individual Profile,idv_prfl,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Related Party Network,idv_rel_p_ntw,Related Party Network Id,rel_p_ntw_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Individual Related Party Network,idv_rel_p_ntw,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,BK,FK đến Individual Profile (ETL derived),Generated,,ETL derived,
Individual Related Party Network,idv_rel_p_ntw,Related Party Full Name,rel_p_full_nm,false,Text,string,,Tên người liên quan,Securities Company Shareholder Related Party,scr_co_shrhlr_rel_p,Related Party Full Name,rel_p_full_nm
Individual Related Party Network,idv_rel_p_ntw,Relationship Type Code,rltnp_tp_code,true,Classification Value,string,,Mối quan hệ (scheme: SCMS_SHAREHOLDER_RELATION_TYPE / NHNCK),Securities Company Shareholder Related Party,scr_co_shrhlr_rel_p,Relationship Type Code,rltnp_tp_code
Individual Related Party Network,idv_rel_p_ntw,Related Party Identity Reference Code,rel_p_identity_refr_code,true,Text,string,,CMND/CCCD người liên quan,Involved Party Alternative Identification,ip_alt_identn,Identification Number,identn_nbr
Individual Related Party Network,idv_rel_p_ntw,Related Party Job Position Name,rel_p_job_pos_nm,true,Text,string,,Chức vụ/nghề nghiệp người liên quan (text),Securities Company Shareholder Related Party,scr_co_shrhlr_rel_p,Related Party Job Position Name,rel_p_job_pos_nm
Individual Related Party Network,idv_rel_p_ntw,Share Quantity,shr_qty,true,Small Counter,int,,Số CP người liên quan nắm giữ,Securities Company Shareholder Related Party,scr_co_shrhlr_rel_p,Share Quantity,shr_qty
Individual Related Party Network,idv_rel_p_ntw,Share Ratio,shr_rto,true,Percentage,"decimal(5,2)",,Tỷ lệ sở hữu — xem O_QLKD_15,Securities Company Shareholder Related Party,scr_co_shrhlr_rel_p,Share Ratio,shr_rto
Individual Related Party Network,idv_rel_p_ntw,Source System Code,src_stm_code,false,Classification Value,string,,Nguồn: SCMS (Shareholder Related Party) hoặc NHNCK (Practitioner Related Party),Generated,,ETL derived,
Individual Related Party Network,idv_rel_p_ntw,Public Company Code,pblc_co_code,true,Text,string,,Mã DN niêm yết node (từ Public Company Related Entity),Public Company Related Entity,pblc_co_rel_ent,Public Company Code,pblc_co_code
Individual Related Party Network,idv_rel_p_ntw,Public Company Name,pblc_co_nm,true,Text,string,,Tên DN niêm yết node,Public Company Related Entity,pblc_co_rel_ent,Related Entity Name,rel_ent_nm
Individual Related Party Network,idv_rel_p_ntw,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Listed Company Role,idv_list_co_rl,Listed Company Role Id,list_co_rl_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Individual Listed Company Role,idv_list_co_rl,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,BK,FK đến Individual Profile (ETL derived),Generated,,ETL derived,
Individual Listed Company Role,idv_list_co_rl,Public Company Code,pblc_co_code,false,Text,string,,Mã DN niêm yết/ĐKGD,Public Company Related Entity,pblc_co_rel_ent,Public Company Code,pblc_co_code
Individual Listed Company Role,idv_list_co_rl,Relationship Type Code,rltnp_tp_code,true,Classification Value,string,,Vai trò: TV HĐQT / Cổ đông lớn / Cố vấn... (scheme: IDS_RELATIONSHIP_TYPE — xem O_QLKD_17),Public Company Related Entity,pblc_co_rel_ent,Relationship Type Code,rltnp_tp_code
Individual Listed Company Role,idv_list_co_rl,Related Entity Name,rel_ent_nm,true,Text,string,,Tên người liên quan trong IDS,Public Company Related Entity,pblc_co_rel_ent,Related Entity Name,rel_ent_nm
Individual Listed Company Role,idv_list_co_rl,Owned Share Quantity,own_shr_qty,true,Small Counter,int,,Số CP sở hữu tại DN niêm yết,Public Company Related Entity,pblc_co_rel_ent,Owned Share Quantity,own_shr_qty
Individual Listed Company Role,idv_list_co_rl,Ownership Ratio,own_rto,true,Percentage,"decimal(5,2)",,Tỷ lệ sở hữu tại DN niêm yết,Public Company Related Entity,pblc_co_rel_ent,Ownership Ratio,own_rto
Individual Listed Company Role,idv_list_co_rl,Effective From Date,eff_fm_dt,true,Date,date,,Ngày bắt đầu vai trò,Public Company Related Entity,pblc_co_rel_ent,Effective From Date,eff_fm_dt
Individual Listed Company Role,idv_list_co_rl,Effective To Date,eff_to_dt,true,Date,date,,Ngày kết thúc vai trò,Public Company Related Entity,pblc_co_rel_ent,Effective To Date,eff_to_dt
Individual Listed Company Role,idv_list_co_rl,Life Cycle Status Code,lcs_code,true,Classification Value,string,,Trạng thái vai trò (ACTIVE/INACTIVE),Generated,,ETL derived,
Individual Listed Company Role,idv_list_co_rl,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Trading Account,idv_tdg_ac,Trading Account Id,tdg_ac_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Individual Trading Account,idv_tdg_ac,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,BK,FK đến Individual Profile (ETL derived),Generated,,ETL derived,
Individual Trading Account,idv_tdg_ac,Securities Company Shareholder Id,scr_co_shrhlr_id,false,Surrogate Key,string,,Silver surrogate Id cổ đông — join key,Securities Company Shareholder,scr_co_shrhlr,Securities Company Shareholder Id,scr_co_shrhlr_id
Individual Trading Account,idv_tdg_ac,Securities Company Code,scr_co_code,false,Text,string,,Mã CTCK nơi mở TK,Securities Company Shareholder,scr_co_shrhlr,Securities Company Code,scr_co_code
Individual Trading Account,idv_tdg_ac,Trading Account Number,tdg_ac_nbr,false,Text,string,,Số tài khoản giao dịch CK,Securities Company Shareholder,scr_co_shrhlr,Trading Account Number,tdg_ac_nbr
Individual Trading Account,idv_tdg_ac,Shareholder Name,shrhlr_nm,true,Text,string,,Tên chủ tài khoản,Securities Company Shareholder,scr_co_shrhlr,Shareholder Name,shrhlr_nm
Individual Trading Account,idv_tdg_ac,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Work History,idv_wrk_hist,Work History Id,wrk_hist_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Individual Work History,idv_wrk_hist,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,BK,FK đến Individual Profile (ETL derived),Generated,,ETL derived,
Individual Work History,idv_wrk_hist,Securities Company Senior Personnel Id,scr_co_snr_psn_id,false,Surrogate Key,string,,Silver surrogate Id — join key,Securities Company Senior Personnel,scr_co_snr_psn,Securities Company Senior Personnel Id,scr_co_snr_psn_id
Individual Work History,idv_wrk_hist,Securities Company Code,scr_co_code,false,Text,string,,Mã CTCK công tác,Securities Company Senior Personnel,scr_co_snr_psn,Securities Company Code,scr_co_code
Individual Work History,idv_wrk_hist,Position Type Code,pos_tp_code,false,Classification Value,string,,Chức vụ (scheme: SCMS_POSITION_TYPE),Securities Company Senior Personnel,scr_co_snr_psn,Position Type Code,pos_tp_code
Individual Work History,idv_wrk_hist,Employment Start Date,emp_strt_dt,true,Date,date,,"Ngày bắt đầu công tác — tạm dùng Created Timestamp, xem O_QLKD_16",Securities Company Senior Personnel,scr_co_snr_psn,Created Timestamp,crt_tms
Individual Work History,idv_wrk_hist,Resignation Date,resignation_dt,true,Date,date,,Ngày thôi việc — NULL = đang công tác,Securities Company Senior Personnel,scr_co_snr_psn,Resignation Date,resignation_dt
Individual Work History,idv_wrk_hist,Is Current Indicator,is_crn_ind,true,Indicator,string,,Cờ đang công tác — ETL derived: Resignation Date IS NULL,Generated,,ETL derived,
Individual Work History,idv_wrk_hist,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Individual Violation History,idv_vltn_hist,Violation History Id,vln_hist_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Individual Violation History,idv_vltn_hist,Individual Profile Id,idv_prfl_id,false,Surrogate Key,string,BK,"FK đến Individual Profile — ETL match qua Subject Id Number = CMND/CCCD, xem O_QLKD_14",Generated,,ETL derived,
Individual Violation History,idv_vltn_hist,Inspection Case Code,inspection_case_code,false,Text,string,,Mã hồ sơ thanh tra/kiểm tra (giám sát),Inspection Case,insp_case,Inspection Case Code,insp_case_code
Individual Violation History,idv_vltn_hist,Subject Id Number,sbj_id_nbr,true,Text,string,,CMND/CCCD đối tượng vi phạm,Inspection Case,insp_case,Subject Id Number,sbj_id_nbr
Individual Violation History,idv_vltn_hist,Subject Full Name,sbj_full_nm,true,Text,string,,Họ tên đối tượng vi phạm (fallback filter),Inspection Case,insp_case,Subject Full Name,sbj_full_nm
Individual Violation History,idv_vltn_hist,Inspection Type Code,inspection_tp_code,true,Classification Value,string,,Loại hình thanh/kiểm tra (scheme: TT_PLAN_TYPE),Inspection Case,insp_case,Inspection Type Code,insp_tp_code
Individual Violation History,idv_vltn_hist,Case Name,case_nm,true,Text,string,,Tên hồ sơ,Inspection Case,insp_case,Case Name,case_nm
Individual Violation History,idv_vltn_hist,Signing Date,signing_dt,true,Date,date,,Ngày ký kết luận xử phạt,Inspection Case Conclusion,insp_case_conclusion,Signing Date,signing_dt
Individual Violation History,idv_vltn_hist,Conclusion Document Number,conclusion_doc_nbr,true,Text,string,,Số QĐ xử phạt,Inspection Case Conclusion,insp_case_conclusion,Conclusion Document Number,conclusion_doc_nbr
Individual Violation History,idv_vltn_hist,Conclusion Summary,conclusion_smy,true,Text,string,,Nội dung kết luận vi phạm — K_QLKD_125,Inspection Case Conclusion,insp_case_conclusion,Conclusion Summary,conclusion_smy
Individual Violation History,idv_vltn_hist,Violation Type Code,vln_tp_code,true,Classification Value,string,,Hành vi vi phạm (scheme: TT_VIOLATION_TYPE),Inspection Case Conclusion,insp_case_conclusion,Violation Type Code,vln_tp_code
Individual Violation History,idv_vltn_hist,Penalty Type Code,pny_tp_code,true,Classification Value,string,,Hình thức xử phạt (scheme: TT_PENALTY_TYPE),Inspection Case Conclusion,insp_case_conclusion,Penalty Type Code,pny_tp_code
Individual Violation History,idv_vltn_hist,Penalty Amount,pny_amt,true,Currency Amount,"decimal(23,2)",,Số tiền phạt (VND),Inspection Case Conclusion,insp_case_conclusion,Penalty Amount,pny_amt
Individual Violation History,idv_vltn_hist,Conclusion Status Code,conclusion_st_code,true,Classification Value,string,,Trạng thái kết luận (scheme: TT_CASE_STATUS),Inspection Case Conclusion,insp_case_conclusion,Conclusion Status Code,conclusion_st_code
Individual Violation History,idv_vltn_hist,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Securities Company Report Data,scr_co_rpt_data,Report Data Id,rpt_data_id,false,Surrogate Key,string,PK,Surrogate key ETL generated,Generated,,ETL derived,
Securities Company Report Data,scr_co_rpt_data,Member Periodic Report Id,mbr_prd_rpt_id,false,Surrogate Key,string,BK,Silver surrogate Id lần nộp BC — SCMS.BC_THANH_VIEN,Member Periodic Report,mbr_prd_rpt,Member Periodic Report Id,mbr_prd_rpt_id
Securities Company Report Data,scr_co_rpt_data,Securities Company Code,scr_co_code,false,Text,string,,Mã CTCK,Member Periodic Report,mbr_prd_rpt,Securities Company Code,scr_co_code
Securities Company Report Data,scr_co_rpt_data,Report Template Code,rpt_tpl_code,false,Text,string,,Mã biểu mẫu báo cáo,Member Report Indicator Value,mbr_rpt_ind_val,Report Template Code,rpt_tpl_code
Securities Company Report Data,scr_co_rpt_data,Report Type Code,rpt_tp_code,true,Classification Value,string,,Loại báo cáo (scheme: SCMS_REPORT_TYPE),Member Periodic Report,mbr_prd_rpt,Report Type Code,rpt_tp_code
Securities Company Report Data,scr_co_rpt_data,Report Period Type Code,rpt_prd_tp_code,true,Classification Value,string,,Kỳ báo cáo (scheme: SCMS_REPORT_PERIOD_TYPE),Member Periodic Report,mbr_prd_rpt,Reporting Period Type Code,rpt_prd_tp_code
Securities Company Report Data,scr_co_rpt_data,Year Value,yr_val,true,Text,string,,Năm kỳ báo cáo,Member Periodic Report,mbr_prd_rpt,Year Value,yr_val
Securities Company Report Data,scr_co_rpt_data,Report Date,rpt_dt,true,Date,date,,Ngày số liệu báo cáo,Member Periodic Report,mbr_prd_rpt,Report Date,rpt_dt
Securities Company Report Data,scr_co_rpt_data,Submission Date,submission_dt,true,Date,date,,Ngày nộp thực tế,Member Periodic Report,mbr_prd_rpt,Submission Date,subm_dt
Securities Company Report Data,scr_co_rpt_data,Submission Deadline Date,submission_ddln_dt,true,Date,date,,Hạn nộp,Member Periodic Report,mbr_prd_rpt,Submission Deadline Date,subm_ddln_dt
Securities Company Report Data,scr_co_rpt_data,Report Indicator Code,rpt_ind_code,false,Text,string,,Mã chỉ tiêu danh mục (DM_CHI_TIEU),Member Report Indicator Value,mbr_rpt_ind_val,Report Indicator Code,rpt_ind_code
Securities Company Report Data,scr_co_rpt_data,Report Template Indicator Code,rpt_tpl_ind_code,true,Text,string,,Mã chỉ tiêu trong biểu mẫu (BM_BAO_CAO_CT),Member Report Indicator Value,mbr_rpt_ind_val,Report Template Indicator Code,rpt_tpl_ind_code
Securities Company Report Data,scr_co_rpt_data,Row Name,row_nm,true,Text,string,,Tên hàng chỉ tiêu (denormalized),Member Report Indicator Value,mbr_rpt_ind_val,Row Name,row_nm
Securities Company Report Data,scr_co_rpt_data,Column Name,clmn_nm,true,Text,string,,Tên cột chỉ tiêu (denormalized),Member Report Indicator Value,mbr_rpt_ind_val,Column Name,clmn_nm
Securities Company Report Data,scr_co_rpt_data,Sheet Name,shet_nm,true,Text,string,,Tên sheet báo cáo (denormalized),Member Report Indicator Value,mbr_rpt_ind_val,Sheet Name,shet_nm
Securities Company Report Data,scr_co_rpt_data,Value,val,true,Text,string,,Giá trị chỉ tiêu (Text — kiểu thực tế phụ thuộc KIEU_DU_LIEU),Member Report Indicator Value,mbr_rpt_ind_val,Value,val
Securities Company Report Data,scr_co_rpt_data,Row Sequence,row_seq,true,Small Counter,int,,Số thứ tự dòng (cho chỉ tiêu lặp),Member Report Indicator Value,mbr_rpt_ind_val,Row Sequence,row_seq
Securities Company Report Data,scr_co_rpt_data,Version,vrsn,true,Text,string,,Phiên bản báo cáo,Member Report Indicator Value,mbr_rpt_ind_val,Version,vrsn
Securities Company Report Data,scr_co_rpt_data,Population Date,ppn_dt,true,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
