"stt","datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"16","Fact Foreign Net Trade Snapshot","fct_frgn_net_trd_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày snapshot — Driving: scr_mtch_log","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = scr_mtch_log.tdg_dt","lookup_date","Security Match Log","scr_mtch_log","Trading Date","tdg_dt"
"17","Fact Foreign Ownership Snapshot","fct_frgn_own_snpst","Max Ownership Rate","max_own_rate","True","Percentage","decimal(5,2)","","Tỷ lệ sở hữu nước ngoài tối đa theo quy định — driving=pblc_co_frgn_own_lmt","pblc_co_frgn_own_lmt.max_own_rate","direct","Public Company Foreign Ownership Limit","pblc_co_frgn_own_lmt","Max Ownership Rate","max_own_rate"
"17","Fact Foreign Ownership Snapshot","fct_frgn_own_snpst","Public Company Dimension Id","pblc_co_dim_id","False","Surrogate Dimension Key","string","FK → Public Company Dimension","FK Public Company Dimension — driving=pblc_co_frgn_own_lmt; join qua pblc_co_id trong khoảng hiệu lực","LOOKUP pblc_co_dim ON pblc_co_dim.pblc_co_id = pblc_co_frgn_own_lmt.pblc_co_id AND slicer_dt BETWEEN pblc_co_frgn_own_lmt.eff_fm_dt AND pblc_co_frgn_own_lmt.eff_to_dt","lookup_dim","Public Company Foreign Ownership Limit","pblc_co_frgn_own_lmt","Public Company Id","pblc_co_id"
"17","Fact Foreign Ownership Snapshot","fct_frgn_own_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","False","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK Calendar Date Dimension — slicer_dt là ETL runtime parameter (ngày snapshot)","LOOKUP cdr_dt_dim ON cdr_dt_dim.full_dt = slicer_dt","lookup_date","Generated","","",""
"17","Fact Foreign Ownership Snapshot","fct_frgn_own_snpst","Total Ownership Rate","tot_own_rate","True","Percentage","decimal(5,2)","","Tổng tỷ lệ sở hữu NĐTNN per mã CK — PENDING: frgn_ivsr_stk_prtfl_snpst thiếu field mã CK (stock symbol/eqty_ticker); chưa có FK Atomic sang pblc_co. Logic dự kiến: SUM(own_rate) GROUP BY stock_code = pblc_co.eqty_ticker","SUM(frgn_ivsr_stk_prtfl_snpst.own_rate WHERE <join_by_stock_code>)","pending","Generated","","",""
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Case Status Code","case_st_code","true","Classification Value","string","","Trạng thái hồ sơ — filter HOAN_THANH / không HOAN_THANH. ThanhTra.TT_HO_SO.TRANG_THAI_ID","INNER JOIN insp_case ON insp_case.insp_dcsn_id = insp_dcsn_sbj.insp_dcsn_id → insp_case.case_st_code","join_atomic","Inspection Case","insp_case","Case Status Code","case_st_code"
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Case Code","inspection_case_code","true","Text","string","DD","PK nguồn dùng làm degenerate key hồ sơ trên Fact. COUNT(DISTINCT) để đếm hồ sơ. ThanhTra.TT_HO_SO.ID. Driving table: insp_dcsn_sbj.","INNER JOIN insp_case ON insp_case.insp_dcsn_id = insp_dcsn_sbj.insp_dcsn_id → insp_case.insp_case_code","join_atomic","Inspection Case","insp_case","Inspection Case Code","insp_case_code"
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Decision Subject Code","inspection_dcsn_sbj_code","true","Text","string","DD","PK nguồn của đối tượng trong quyết định — composite grain key cùng Inspection Case Code. ThanhTra.TT_QUYET_DINH_DOI_TUONG.ID","insp_dcsn_sbj.insp_dcsn_sbj_code","direct","Inspection Decision Subject","insp_dcsn_sbj","Inspection Decision Subject Code","insp_dcsn_sbj_code"
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Type Code","inspection_tp_code","true","Classification Value","string","","Loại hình THANH_TRA / KIEM_TRA — bộ lọc phân biệt TT vs KT. ThanhTra.TT_HO_SO.LOAI_HINH","INNER JOIN insp_case ON insp_case.insp_dcsn_id = insp_dcsn_sbj.insp_dcsn_id → insp_case.insp_tp_code","join_atomic","Inspection Case","insp_case","Inspection Type Code","insp_tp_code"
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Received Date Dimension Id","rcvd_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup từ Inspection Case.Received Date. ThanhTra.TT_HO_SO.NGAY_NHAN_HO_SO","INNER JOIN insp_case ON insp_case.insp_dcsn_id = insp_dcsn_sbj.insp_dcsn_id → LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = insp_case.rcvd_dt","lookup_date","Inspection Case","insp_case","Received Date","rcvd_dt"
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Subject Category Dimension Id","sbj_cgy_dim_id","false","Surrogate Dimension Key","string","FK → Classification Dimension","FK phân loại đối tượng — ETL-derived từ Inspection Decision Subject.Subject Reference Id (polymorphic → DM_CONG_TY_CK/QLQ/DC/DM_DOI_TUONG_KHAC). 6 giá trị tạm thời — xem O_TT_4","","pending","","","",""
"18","Fact Inspection Case Activity","fct_inspection_case_avy","Violation Type Dimension Id","vln_tp_dim_id","true","Surrogate Dimension Key","string","FK → Classification Dimension","FK loại hành vi vi phạm — ETL join Inspection Case Conclusion (lấy kết luận mới nhất theo MAX Conclusion Sequence Number) → map vln_tp_code → Classification Dimension. ThanhTra.TT_KET_LUAN.HANH_VI_VI_PHAM_ID. NULL khi hồ sơ chưa có kết luận.","INNER JOIN insp_case ON insp_case.insp_dcsn_id = insp_dcsn_sbj.insp_dcsn_id → LEFT JOIN (SELECT insp_case_id, vln_tp_code, ROW_NUMBER() OVER (PARTITION BY insp_case_id ORDER BY conclusion_seq_nbr DESC) AS rn FROM insp_case_conclusion) latest_ccl ON latest_ccl.insp_case_id = insp_case.insp_case_id AND latest_ccl.rn = 1 → LOOKUP cl_dim ON cl_dim.scm_code = 'TT_VIOLATION_TYPE' AND cl_dim.cl_code = latest_ccl.vln_tp_code","lookup_dim","Inspection Case Conclusion","insp_case_conclusion","Violation Type Code","vln_tp_code"
"19","Fact Investment Fund CCQ Snapshot","fct_ivsm_fnd_ccq_snpst","Investment Fund Dimension Id","ivsm_fnd_dim_id","false","Surrogate Dimension Key","string","FK → Investment Fund Dimension","FK quỹ đầu tư — lookup qua NK fnd_code, active record","LOOKUP ivsm_fnd_dim ON ivsm_fnd_dim.fnd_code = ivsm_fnd_ctf_tfr.ivsm_fnd_code AND ivsm_fnd_dim.ds_rcrd_st = 1","lookup_dim","Investment Fund Certificate Transfer","ivsm_fnd_ctf_tfr","Investment Fund Code","ivsm_fnd_code"
"19","Fact Investment Fund CCQ Snapshot","fct_ivsm_fnd_ccq_snpst","Outstanding Unit Count","outst_unit_cnt","true","Currency Amount","decimal(23,2)","","Số CCQ lưu hành = SUM(Transfer_Quantity MUA) − SUM(Transfer_Quantity BÁN) per quỹ per snapshot date","SUM(ivsm_fnd_ctf_tfr.tfr_qty) WHERE ivsm_fnd_ctf_tfr.tfr_tp_code = 'MUA' - SUM(ivsm_fnd_ctf_tfr.tfr_qty) WHERE ivsm_fnd_ctf_tfr.tfr_tp_code = 'BAN'","computed","Investment Fund Certificate Transfer","ivsm_fnd_ctf_tfr","Transfer Quantity / Transfer Type Code","tfr_qty / tfr_tp_code"
"19","Fact Investment Fund CCQ Snapshot","fct_ivsm_fnd_ccq_snpst","Report Date Dimension Id","rpt_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch ngày snapshot CCQ","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt_id = ivsm_fnd_ctf_tfr.tfr_dt","lookup_date","Investment Fund Certificate Transfer","ivsm_fnd_ctf_tfr","Transfer Date","tfr_dt"
"19","Fact Investment Fund CCQ Snapshot","fct_ivsm_fnd_ccq_snpst","Reporting Period Code","rpt_prd_code","false","Text","string","DD","Mã kỳ báo cáo — Degenerate Dimension (null cho nguồn db)","","pending","Generated","","",""
"19","Fact Investment Fund CCQ Snapshot","fct_ivsm_fnd_ccq_snpst","Report Template Code","rpt_tpl_code","false","Text","string","DD","Mã biểu mẫu BC — Degenerate Dimension (null cho nguồn db)","","pending","Generated","","",""
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Closed Fund Count","clsd_fnd_cnt","true","Small Counter","int","","Số quỹ đóng","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_DONG'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","ETF Fund Count","etf_fnd_cnt","true","Small Counter","int","","Số quỹ ETF","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_ETF'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Infrastructure Bond Fund Count","infra_bond_fnd_cnt","true","Small Counter","int","","Số quỹ trái phiếu hạ tầng","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_TPHT'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Member Fund Count","mbr_fnd_cnt","true","Small Counter","int","","Số quỹ thành viên","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_TV'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Money Market Fund Count","mny_mkt_fnd_cnt","true","Small Counter","int","","Số quỹ TTTTT","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_TTTTT'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Open Fund Count","opn_fnd_cnt","true","Small Counter","int","","Số quỹ mở","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_MO'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Real Estate Fund Count","re_fnd_cnt","true","Small Counter","int","","Số quỹ bất động sản","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_BDS'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Retirement Fund Count","retmt_fnd_cnt","true","Small Counter","int","","Số quỹ hưu trí","COUNT(ivsm_fnd.ivsm_fnd_id) WHERE ivsm_fnd.fnd_tp_code = 'QUY_HUUTRI'","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch năm snapshot","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt_id = '<ETL Date>'","lookup_date","Generated","","",""
"20","Fact Investment Fund Count Snapshot","fct_ivsm_fnd_cnt_snpst","Total Fund Count","tot_fnd_cnt","true","Small Counter","int","","Tổng số quỹ đầu tư tất cả loại hình","COUNT(ivsm_fnd.ivsm_fnd_id)","computed","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Bond Amount","bond_amt","true","Currency Amount","decimal(23,2)","","Giá trị trái phiếu — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Cash Amount","cash_amt","true","Currency Amount","decimal(23,2)","","Giá trị tiền — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Fund Management Company Dimension Id","fnd_mgt_co_dim_id","false","Surrogate Dimension Key","string","FK → Fund Management Company Dimension","FK CTQLQ — lookup qua NK co_code, active record","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP fnd_mgt_co_dim ON fnd_mgt_co_dim.co_code = rpt_impr_val.fnd_mgt_co_code AND fnd_mgt_co_dim.ds_rcrd_st = 1","lookup_dim","Report Import Value","rpt_impr_val","Fund Management Company Code","fnd_mgt_co_code"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Fund NAV Amount","fnd_nav_amt","true","Currency Amount","decimal(23,2)","","NAV per quỹ per kỳ từ RPTVALUES — pending O_FMS_1","CAST(rpt_impr_val.val AS decimal)","computed","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","GDP Indicator Code","gdp_ind_code","false","Text","string","DD","Mã chỉ tiêu QLRR GDP — Degenerate Dimension để tra cứu","'GDP'","computed","Generated","","",""
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","GDP Value","gdp_val","true","Currency Amount","decimal(23,2)","","GDP kỳ quý từ QLRR.risk_indicator_value (category=MACRO) — T-1: Period_Type=Quý AND Period_Year=YEAR(rpt_dt) AND Period_Value=QUARTER(rpt_dt)","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → INNER JOIN rsk_ind_val AS gdp ON gdp.rsk_ind_code = 'GDP' AND gdp.prd_tp_code = '3' AND gdp.prd_yr = YEAR(TO_DATE(CAST(mbr_prd_rpt.day_rpt AS string), 'yyyyMMdd')) AND gdp.prd_val = QUARTER(TO_DATE(CAST(mbr_prd_rpt.day_rpt AS string), 'yyyyMMdd')) → CAST(gdp.val AS decimal)","join_atomic","Risk Indicator Value","rsk_ind_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Investment Fund Dimension Id","ivsm_fnd_dim_id","false","Surrogate Dimension Key","string","FK → Investment Fund Dimension","FK quỹ đầu tư — lookup qua NK fnd_code, active record","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP ivsm_fnd_dim ON ivsm_fnd_dim.fnd_code = rpt_impr_val.ivsm_fnd_code AND ivsm_fnd_dim.ds_rcrd_st = 1","lookup_dim","Report Import Value","rpt_impr_val","Investment Fund Code","ivsm_fnd_code"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Listed Stock Amount","listd_stk_amt","true","Currency Amount","decimal(23,2)","","Giá trị CP niêm yết — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Other Asset Amount","othr_ast_amt","true","Currency Amount","decimal(23,2)","","Giá trị tài sản khác — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Other Securities Amount","othr_scr_amt","true","Currency Amount","decimal(23,2)","","Giá trị CK khác — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Overnight Rate Indicator Code","ovnt_rate_ind_code","false","Text","string","DD","Mã chỉ tiêu QLRR Lãi suất LNH qua đêm — Degenerate Dimension để tra cứu","'LNH_OVERNIGHT'","computed","Generated","","",""
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Overnight Rate Value","ovnt_rate_val","true","Percentage","decimal(5,2)","","Lãi suất LNH qua đêm từ QLRR (category=MONETARY) — T-1: Period_Date = ngày làm việc trước rpt_dt","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → INNER JOIN rsk_ind_val AS lnh ON lnh.rsk_ind_code = 'LNH_OVERNIGHT' AND lnh.prd_tp_code = '1' AND lnh.prd_dt = PREV_BUSINESS_DAY(TO_DATE(CAST(mbr_prd_rpt.day_rpt AS string), 'yyyyMMdd')) → CAST(lnh.val AS decimal)","join_atomic","Risk Indicator Value","rsk_ind_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Report Date Dimension Id","rpt_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày báo cáo — lookup qua mbr_prd_rpt.day_rpt, filter SUBMITTED/LATE","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt_id = mbr_prd_rpt.day_rpt","lookup_date","Member Periodic Report","mbr_prd_rpt","Day Report","day_rpt"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Reporting Period Code","rpt_prd_code","false","Text","string","DD","Mã kỳ báo cáo — Degenerate Dimension","rpt_impr_val.rpt_prd_code","direct","Report Import Value","rpt_impr_val","Reporting Period Code","rpt_prd_code"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Report Template Code","rpt_tpl_code","false","Text","string","DD","Mã biểu mẫu BC — Degenerate Dimension","rpt_impr_val.rpt_id","direct","Report Import Value","rpt_impr_val","Report Id","rpt_id"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Total Asset Amount","tot_ast_amt","true","Currency Amount","decimal(23,2)","","Tổng giá trị tài sản per quỹ per kỳ — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","Unlisted Stock Amount","unlistd_stk_amt","true","Currency Amount","decimal(23,2)","","Giá trị CP chưa niêm yết — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","VN Index Indicator Code","vn_idx_ind_code","false","Text","string","DD","Mã chỉ tiêu QLRR VN-Index — Degenerate Dimension để tra cứu","'VN-Index'","computed","Generated","","",""
"21","Fact Investment Fund NAV Snapshot","fct_ivsm_fnd_nav_snpst","VN Index Value","vn_idx_val","true","Currency Amount","decimal(23,2)","","VN-Index từ QLRR (category=STOCK_MARKET) — T-1: Period_Date = ngày làm việc trước rpt_dt","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → INNER JOIN rsk_ind_val AS vnidx ON vnidx.rsk_ind_code = 'VN-Index' AND vnidx.prd_tp_code = '1' AND vnidx.prd_dt = PREV_BUSINESS_DAY(TO_DATE(CAST(mbr_prd_rpt.day_rpt AS string), 'yyyyMMdd')) → CAST(vnidx.val AS decimal)","join_atomic","Risk Indicator Value","rsk_ind_val","Value","val"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Buy Value Bil VND","buy_val_bil_vnd","true","Currency Amount","decimal(23,2)","","GTGD mua nhóm NĐT (tỷ VND) — 4 branches per investor group","-- FOREIGN: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE buy_frgn_ivsr_tp_code IN ('10','20') -- PROPRIETARY: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE buy_clnt_hse_cls_code = '30' -- DOMESTIC_INSTITUTION: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE NOT FOREIGN AND buy_ivsr_cls_code != '8000' -- DOMESTIC_INDIVIDUAL: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE buy_ivsr_cls_code = '8000'","pivot","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Investor Group Code","ivsr_grp_code","false","Text","string","","Mã nhóm NĐT (FOREIGN/PROPRIETARY/DOMESTIC_INSTITUTION/DOMESTIC_INDIVIDUAL) — pivot 4 nhóm","-- FOREIGN: scr_mtch_log.buy_frgn_ivsr_tp_code IN ('10','20') -- PROPRIETARY: scr_mtch_log.buy_clnt_hse_cls_code = '30' -- DOMESTIC_INSTITUTION: NOT FOREIGN AND NOT PROPRIETARY AND scr_mtch_log.buy_ivsr_cls_code != '8000' -- DOMESTIC_INDIVIDUAL: scr_mtch_log.buy_ivsr_cls_code = '8000'","pivot","Security Match Log","scr_mtch_log","Match Direction Code","mtch_drc_code"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Investor Group Dimension Id","ivsr_grp_dim_id","false","Surrogate Dimension Key","string","FK → Investor Group Dimension","FK chiều nhóm nhà đầu tư","LOOKUP ivsr_grp_dim ON ivsr_grp_dim.ivsr_grp_code = derived_investor_group_code AND scr_mtch_log.tdg_dt BETWEEN ivsr_grp_dim.eff_dt AND ivsr_grp_dim.expiry_dt","lookup_dim","Security Match Log","scr_mtch_log","Match Direction Code","mtch_drc_code"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Net Flow Bil VND","net_flw_bil_vnd","true","Currency Amount","decimal(23,2)","","Dòng tiền ròng nhóm NĐT (tỷ VND) = Buy - Sell","-- FOREIGN: INNER JOIN scr_mtch_log ON scr_mtch_log.tdg_dt = snpst_dt AND scr_mtch_log.mkt_id IN ('STO','STX','UPX') AND scr_mtch_log.brd_tp_code IN ('G1','G2','G3') → SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE buy_frgn_ivsr_tp_code IN ('10','20') - SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE sell_frgn_ivsr_tp_code IN ('10','20') -- PROPRIETARY: INNER JOIN scr_mtch_log ... → SUM(... WHERE buy_clnt_hse_cls_code = '30') - SUM(... WHERE sell_clnt_hse_cls_code = '30') -- DOMESTIC_INSTITUTION: INNER JOIN scr_mtch_log ... → SUM(... WHERE NOT FOREIGN AND buy_ivsr_cls_code != '8000') - SUM(... WHERE NOT FOREIGN AND sell_ivsr_cls_code != '8000') -- DOMESTIC_INDIVIDUAL: INNER JOIN scr_mtch_log ... → SUM(... WHERE buy_ivsr_cls_code = '8000') - SUM(... WHERE sell_ivsr_cls_code = '8000')","join_atomic","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Net Flow Correlation 30d","net_flw_corr_30d","true","Percentage","decimal(5,2)","","Hệ số tương quan Pearson NĐTNN vs Tự doanh 30 phiên","CORR(net_flow_foreign_30, net_flow_prop_30) OVER (ORDER BY snpst_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW)","computed","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Net Flow MA30 Bil VND","net_flw_ma30_bil_vnd","true","Currency Amount","decimal(23,2)","","Dòng tiền ròng nhóm NĐT trung bình 30 phiên","INNER JOIN scr_mtch_log ON scr_mtch_log.tdg_dt <= snpst_dt AND scr_mtch_log.mkt_id IN ('STO','STX','UPX') AND scr_mtch_log.brd_tp_code IN ('G1','G2','G3') → AVG(daily_net_flow) OVER (PARTITION BY ivsr_grp_code ORDER BY snpst_dt ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) WHERE daily_net_flow = SUM(buy_vol*buy_prc) - SUM(sell_vol*sell_prc) GROUP BY tdg_dt, ivsr_grp_code","join_atomic","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Sell Value Bil VND","sell_val_bil_vnd","true","Currency Amount","decimal(23,2)","","GTGD bán nhóm NĐT (tỷ VND) — 4 branches per investor group","-- FOREIGN: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE sell_frgn_ivsr_tp_code IN ('10','20') -- PROPRIETARY: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE sell_clnt_hse_cls_code = '30' -- DOMESTIC_INSTITUTION: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE NOT FOREIGN AND sell_ivsr_cls_code != '8000' -- DOMESTIC_INDIVIDUAL: SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE sell_ivsr_cls_code = '8000'","pivot","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Snapshot Date","snpst_dt","false","Date","date","DD","Ngày snapshot","scr_mtch_log.tdg_dt","direct","Security Match Log","scr_mtch_log","Trading Date","tdg_dt"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày snapshot — Driving: scr_mtch_log","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = scr_mtch_log.tdg_dt","lookup_date","Security Match Log","scr_mtch_log","Trading Date","tdg_dt"
"22","Fact Investor Flow Snapshot","fct_ivsr_flw_snpst","Trading Value Bil VND","tdg_val_bil_vnd","true","Currency Amount","decimal(23,2)","","GTGD nhóm NĐT (tỷ VND) = Buy + Sell","-- FOREIGN: INNER JOIN scr_mtch_log ON scr_mtch_log.tdg_dt = snpst_dt AND scr_mtch_log.mkt_id IN ('STO','STX','UPX') AND scr_mtch_log.brd_tp_code IN ('G1','G2','G3') → SUM(scr_mtch_log.acm_vol * scr_mtch_log.mtch_prc) WHERE buy_frgn_ivsr_tp_code IN ('10','20') OR sell_frgn_ivsr_tp_code IN ('10','20') -- PROPRIETARY: ... WHERE buy_clnt_hse_cls_code = '30' OR sell_clnt_hse_cls_code = '30' -- DOMESTIC_INSTITUTION: ... WHERE NOT FOREIGN AND (buy_ivsr_cls_code != '8000' OR sell_ivsr_cls_code != '8000') -- DOMESTIC_INDIVIDUAL: ... WHERE buy_ivsr_cls_code = '8000' OR sell_ivsr_cls_code = '8000'","join_atomic","Security Match Log","scr_mtch_log","Accumulated Volume / Match Price","acm_vol"
