gold_entity,gold_table,gold_attribute,gold_column,nullable,data_domain,data_type,key,description,source_entity,silver_table,source_attribute,silver_column
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Investor Name,ivsr_nm,True,Text,string,,Tên NĐT ← FMS.INVES.FullName,Discretionary Investment Investor,dscr_ivsm_ivsr,Investor Name,ivsr_nm
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Stockholder Type Code,stockholder_tp_code,True,Classification Value,string,,Loại NĐT (cá nhân/tổ chức) ← FMS.INVES.StockholderTypeId,Discretionary Investment Investor,dscr_ivsm_ivsr,Stockholder Type Code,stockholder_tp_code
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Life Cycle Status Code,lcs_code,True,Classification Value,string,,Trạng thái HĐ ← FMS.INVESACC.Status,Discretionary Investment Account,dscr_ivsm_ac,Life Cycle Status Code,lcs_code
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Committed Capital Amount,cmmt_cptl_amt,True,Currency Amount,"decimal(23,2)",,Giá trị cam kết ← FMS.INVESACC.CommittedCapital,Discretionary Investment Account,dscr_ivsm_ac,Committed Capital Amount,cmmt_cptl_amt
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Actual Capital Amount,act_cptl_amt,True,Currency Amount,"decimal(23,2)",,Giá trị giải ngân thực tế ← FMS.INVESACC.ActualCapital,Discretionary Investment Account,dscr_ivsm_ac,Actual Capital Amount,act_cptl_amt
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Report Date,rpt_dt,True,Date,date,,Ngày báo cáo ← FMS.INVESACC.ReportDate,Discretionary Investment Account,dscr_ivsm_ac,Report Date,rpt_dt
Fund Management Company Contract List,fnd_mgt_co_ctr_list,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Investment Fund Profile,ivsm_fnd_prfl,Investment Fund Id,ivsm_fnd_id,False,Surrogate Key,string,PK,Silver PK quỹ ← FMS.FUNDS,Investment Fund,ivsm_fnd,Investment Fund Id,ivsm_fnd_id
Investment Fund Profile,ivsm_fnd_prfl,Fund Code,fnd_code,True,Text,string,,Mã quỹ ← FMS.FUNDS.Id,Investment Fund,ivsm_fnd,Investment Fund Code,ivsm_fnd_code
Investment Fund Profile,ivsm_fnd_prfl,Fund Name,fnd_nm,True,Text,string,,Tên quỹ ← FMS.FUNDS.FundName,Investment Fund,ivsm_fnd,Investment Fund Name,ivsm_fnd_nm
Investment Fund Profile,ivsm_fnd_prfl,Fund Short Name,fnd_shrt_nm,True,Text,string,,Tên viết tắt ← FMS.FUNDS.FundShortName,Investment Fund,ivsm_fnd,Investment Fund Short Name,ivsm_fnd_shrt_nm
Investment Fund Profile,ivsm_fnd_prfl,Fund Type Code,fnd_tp_code,True,Classification Value,string,,Loại hình quỹ ← FMS.FUNDS.FundType,Investment Fund,ivsm_fnd,Fund Type Code,fnd_tp_code
Investment Fund Profile,ivsm_fnd_prfl,Practice Status Code,practice_st_code,True,Classification Value,string,,Trạng thái HĐ ← FMS.FUNDS.Status,Investment Fund,ivsm_fnd,Practice Status Code,practice_st_code
Investment Fund Profile,ivsm_fnd_prfl,Fund Capital Amount,fnd_cptl_amt,True,Currency Amount,"decimal(23,2)",,Vốn điều lệ ← FMS.FUNDS.FundCapital,Investment Fund,ivsm_fnd,Fund Capital Amount,fnd_cptl_amt
Investment Fund Profile,ivsm_fnd_prfl,License Decision Date,license_dcsn_dt,True,Date,date,,Ngày cấp phép ← FMS.FUNDS.DecisionDate,Investment Fund,ivsm_fnd,License Decision Date,license_dcsn_dt
Investment Fund Profile,ivsm_fnd_prfl,Active Date,actv_dt,True,Date,date,,Ngày HĐ ← FMS.FUNDS.ActiveDate,Investment Fund,ivsm_fnd,Active Date,actv_dt
Investment Fund Profile,ivsm_fnd_prfl,Fund Management Company Id,fnd_mgt_co_id,True,Surrogate Key,string,,FK CTQLQ ← FMS.FUNDS.SecId,Investment Fund,ivsm_fnd,Fund Management Company Id,fnd_mgt_co_id
Investment Fund Profile,ivsm_fnd_prfl,Fund Management Company Name,fnd_mgt_co_nm,True,Text,string,,Tên CTQLQ quản lý — ETL lookup từ Fund Management Company,Fund Management Company,fnd_mgt_co,Fund Management Company Name,fnd_mgt_co_nm
Investment Fund Profile,ivsm_fnd_prfl,Fund NAV Amount,fnd_nav_amt,True,Currency Amount,"decimal(23,2)",,NAV hiện tại ← FMS.RPTVALUES. PENDING O_FMS_1: cell code NAV per quỹ,Report Import Value,rpt_impr_val,Value,val
Investment Fund Profile,ivsm_fnd_prfl,Net Profit Amount,net_pft_amt,True,Currency Amount,"decimal(23,2)",,LN YTD ← FMS.RPTVALUES. PENDING O_FMS_1,Report Import Value,rpt_impr_val,Value,val
Investment Fund Profile,ivsm_fnd_prfl,Report Period Code,rpt_prd_code,True,Text,string,,Kỳ BC của NAV/LN ← FMS.RPTMEMBER.PrdId,Member Periodic Report,mbr_prd_rpt,Reporting Period Code,rpt_prd_code
Investment Fund Profile,ivsm_fnd_prfl,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Report Pass-through View,rpt_ps_through_view,Fund Management Company Id,fnd_mgt_co_id,False,Surrogate Key,string,PK,Silver FK CTQLQ ← FMS.RPTVALUES.SecId,Report Import Value,rpt_impr_val,Fund Management Company Id,fnd_mgt_co_id
Report Pass-through View,rpt_ps_through_view,Investment Fund Id,ivsm_fnd_id,False,Surrogate Key,string,PK,Silver FK quỹ ← FMS.RPTVALUES.FndId,Report Import Value,rpt_impr_val,Investment Fund Id,ivsm_fnd_id
Report Pass-through View,rpt_ps_through_view,Report Template Code,rpt_tpl_code,False,Text,string,PK,Mã biểu mẫu BC ← FMS.RPTVALUES.RptId,Report Import Value,rpt_impr_val,Report Id,rpt_id
Report Pass-through View,rpt_ps_through_view,Reporting Period Code,rpt_prd_code,False,Text,string,PK,Kỳ báo cáo ← FMS.RPTVALUES.PrdId,Reporting Period,rpt_prd,Reporting Period Code,rpt_prd_code
Report Pass-through View,rpt_ps_through_view,Row Code,row_code,False,Text,string,PK,Mã dòng chỉ tiêu ← FMS.RPTVALUES.TgtId. PENDING O_FMS_1: mapping SheetId/TgtId → tên chỉ tiêu,Report Import Value,rpt_impr_val,Report Target Id,rpt_trgt_id
Report Pass-through View,rpt_ps_through_view,Fund Management Company Code,fnd_mgt_co_code,True,Text,string,,Mã CTQLQ hiển thị ← FMS.RPTVALUES.SecId (lookup),Report Import Value,rpt_impr_val,Fund Management Company Code,fnd_mgt_co_code
Report Pass-through View,rpt_ps_through_view,Fund Management Company Name,fnd_mgt_co_nm,True,Text,string,,Tên CTQLQ ← FMS.SECURITIES.FullName (lookup),Fund Management Company,fnd_mgt_co,Fund Management Company Name,fnd_mgt_co_nm
Report Pass-through View,rpt_ps_through_view,Investment Fund Code,ivsm_fnd_code,True,Text,string,,Mã quỹ ← FMS.RPTVALUES.FndId (lookup),Report Import Value,rpt_impr_val,Investment Fund Code,ivsm_fnd_code
Report Pass-through View,rpt_ps_through_view,Investment Fund Name,ivsm_fnd_nm,True,Text,string,,Tên quỹ ← FMS.FUNDS.FundName (lookup),Investment Fund,ivsm_fnd,Investment Fund Name,ivsm_fnd_nm
Report Pass-through View,rpt_ps_through_view,Report Template Name,rpt_tpl_nm,True,Text,string,,Tên biểu mẫu ← FMS.RPTMEMBER.RptName,Member Periodic Report,mbr_prd_rpt,Report Name,rpt_nm
Report Pass-through View,rpt_ps_through_view,Reporting Period Label,rpt_prd_lbl,True,Text,string,,Nhãn kỳ hiển thị ← FMS.RPTPERIOD.PeriodName,Reporting Period,rpt_prd,Reporting Period Name,rpt_prd_nm
Report Pass-through View,rpt_ps_through_view,Report Date,rpt_dt,True,Date,date,,Ngày báo cáo ← FMS.RPTMEMBER kỳ tương ứng,Member Periodic Report,mbr_prd_rpt,Report Date,rpt_dt
Report Pass-through View,rpt_ps_through_view,Row Name,row_nm,True,Text,string,,Tên dòng chỉ tiêu. PENDING O_FMS_1: cần mapping TgtId → tên chỉ tiêu từ template,Generated,,ETL derived,
Report Pass-through View,rpt_ps_through_view,Cell Value,cell_val,True,Currency Amount,"decimal(23,2)",,Giá trị ô chỉ tiêu ← FMS.RPTVALUES.Values (CAST AS decimal),Report Import Value,rpt_impr_val,Value,val
Report Pass-through View,rpt_ps_through_view,Cell Text Value,cell_tx_val,True,Text,string,,Giá trị text nếu ô không phải số ← FMS.RPTVALUES.Values,Report Import Value,rpt_impr_val,Value,val
Report Pass-through View,rpt_ps_through_view,Data Unit,data_unit,True,Text,string,,Đơn vị dữ liệu ← FMS.RPTVALUES.FormatDataType,Report Import Value,rpt_impr_val,Format Data Type Code,fmt_data_tp_code
Report Pass-through View,rpt_ps_through_view,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Fund Management Company Id,fnd_mgt_co_id,False,Surrogate Key,string,PK,FK CTQLQ ← FMS.SECURITIES via TLProfiles.SecId,Fund Management Company Key Person,fnd_mgt_co_key_psn,Fund Management Company Id,fnd_mgt_co_id
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Fund Management Company Key Person Id,fnd_mgt_co_key_psn_id,False,Surrogate Key,string,PK,Silver PK nhân viên ← FMS.TLProfiles.Id,Fund Management Company Key Person,fnd_mgt_co_key_psn,Fund Management Company Key Person Id,fnd_mgt_co_key_psn_id
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Full Name,full_nm,True,Text,string,,Họ tên nhân viên ← FMS.TLProfiles.FullName,Fund Management Company Key Person,fnd_mgt_co_key_psn,Full Name,full_nm
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Job Type Code,job_tp_code,True,Classification Value,string,,Chức danh ← FMS.TLProfiles.JobTypeId (scheme: FMS_JOB_TYPE),Fund Management Company Key Person,fnd_mgt_co_key_psn,Job Type Code,job_tp_code
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Identification Number,identn_nbr,True,Text,string,,Số CCCD/HC ← FMS.TLProfiles.IdAdd (chú ý: IdAdd chứa số CCCD — tên cột bị đảo nguồn),Involved Party Alternative Identification,ip_alt_identn,Identification Number,identn_nbr
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Investor Trading Account Code,ivsr_tdg_ac_code,True,Text,string,,Mã TK GDCK ← GSGD.investor_account.account_code — join qua Identification_Number = Identity_Number,Investor Trading Account,ivsr_tdg_ac,Investor Trading Account Code,ivsr_tdg_ac_code
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Securities Company Code,scr_co_code,True,Text,string,,Mã CTCK — ETL parse 4-5 ký tự đầu Investor_Trading_Account_Code. PENDING O_FMS_11: xác nhận với ETL team,Generated,,ETL derived,
Fund Management Company Staff Trade Report,fnd_mgt_co_stff_trd_rpt,Population Date,ppn_dt,True,Timestamp,timestamp,,ETL load timestamp,Generated,,ETL derived,
