kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic
K_QLKD_23,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_23,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_23,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Số CTCK gần đến giới hạn duy trì Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,License Maintenance Status Dimension Id,FILTER,Classification Dim (scheme QLKD_LICENSE_MAINTENANCE_STATUS) Classification Code = 'NEAR_LIMIT' (see QLKD_O2)
K_QLKD_24,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_24,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_24,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Số CTCK không duy trì điều kiện Giấy phép hoạt động,Block 6 — Duy trì điều kiện cấp phép: Giấy phép hoạt động,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Snapshot,License Maintenance Status Dimension Id,FILTER,Classification Dim (scheme QLKD_LICENSE_MAINTENANCE_STATUS) Classification Code = 'FAILED' (see QLKD_O2)
K_QLKD_25,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS đang duy trì tốt,Số CTCK KD CKPS đang duy trì tốt,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_25,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS đang duy trì tốt,Số CTCK KD CKPS đang duy trì tốt,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_25,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS đang duy trì tốt,Số CTCK KD CKPS đang duy trì tốt,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'KD_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_25,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS đang duy trì tốt,Số CTCK KD CKPS đang duy trì tốt,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'GOOD'
K_QLKD_26,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS gần đến giới hạn duy trì,Số CTCK KD CKPS gần đến giới hạn duy trì,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_26,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS gần đến giới hạn duy trì,Số CTCK KD CKPS gần đến giới hạn duy trì,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_26,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS gần đến giới hạn duy trì,Số CTCK KD CKPS gần đến giới hạn duy trì,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'KD_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_26,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS gần đến giới hạn duy trì,Số CTCK KD CKPS gần đến giới hạn duy trì,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'NEAR_LIMIT'
K_QLKD_27,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS không duy trì điều kiện,Số CTCK KD CKPS không duy trì điều kiện,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_27,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS không duy trì điều kiện,Số CTCK KD CKPS không duy trì điều kiện,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_27,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS không duy trì điều kiện,Số CTCK KD CKPS không duy trì điều kiện,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'KD_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_27,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK KD CKPS không duy trì điều kiện,Số CTCK KD CKPS không duy trì điều kiện,Block 7 — Duy trì điều kiện cấp phép: Kinh doanh chứng khoán phái sinh,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'FAILED'
K_QLKD_28,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS đang duy trì tốt,Số CTCK Bù trừ CKPS đang duy trì tốt,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_28,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS đang duy trì tốt,Số CTCK Bù trừ CKPS đang duy trì tốt,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_28,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS đang duy trì tốt,Số CTCK Bù trừ CKPS đang duy trì tốt,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'CLEARING_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_28,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS đang duy trì tốt,Số CTCK Bù trừ CKPS đang duy trì tốt,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'GOOD'
K_QLKD_29,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_29,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_29,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'CLEARING_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_29,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,Số CTCK Bù trừ CKPS gần đến giới hạn duy trì,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'NEAR_LIMIT'
K_QLKD_30,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS không duy trì điều kiện,Số CTCK Bù trừ CKPS không duy trì điều kiện,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Securities Company Dimension Id,MEASURE,COUNT DISTINCT aggregation
K_QLKD_30,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS không duy trì điều kiện,Số CTCK Bù trừ CKPS không duy trì điều kiện,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Snapshot Date,FILTER,= <selected>
K_QLKD_30,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS không duy trì điều kiện,Số CTCK Bù trừ CKPS không duy trì điều kiện,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Type Dimension Id,FILTER,Classification Dim (scheme SCMS_SERVICE_TYPE) Classification Code = 'CLEARING_CKPS' (cần profile SCMS.DM_DICH_VU)
K_QLKD_30,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Số CTCK Bù trừ CKPS không duy trì điều kiện,Số CTCK Bù trừ CKPS không duy trì điều kiện,"Block 8 — Duy trì điều kiện cấp phép: Bù trừ, thanh toán giao dịch chứng khoán phái sinh",Chỉ tiêu cơ sở,SCMS,Fact Securities Company Service Registration Snapshot,Service Registration Status Dimension Id,FILTER,Classification Dim (scheme QLKD_SERVICE_REGISTRATION_STATUS) Classification Code = 'FAILED'
K_QLKD_31,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_31,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_CASH_EQUIVALENTS>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_31,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Tiền và tương đương tiền — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_32,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_32,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_FVTPL>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_32,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Tài sản tài chính ghi nhận thông qua lãi/lỗ — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_33,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_33,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_HTM>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_33,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Các khoản đầu tư nắm giữ đến ngày đáo hạn — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_34,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_34,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_AFS>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_34,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Tài sản tài chính sẵn sàng để bán — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_35,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản cho vay — toàn thị trường,Các khoản cho vay — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_35,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản cho vay — toàn thị trường,Các khoản cho vay — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_LOANS_RECEIVABLE>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_35,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Các khoản cho vay — toàn thị trường,Các khoản cho vay — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_36,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản khác — toàn thị trường,Tài sản khác — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_36,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản khác — toàn thị trường,Tài sản khác — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_OTHER_ASSETS>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_36,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Tài sản khác — toàn thị trường,Tài sản khác — toàn thị trường,Block 9 — Biểu đồ Cơ cấu tài sản toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_37,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_37,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_SHORT_TERM_DEBT>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_37,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Vay và nợ thuê tài chính ngắn hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_38,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_38,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_LONG_TERM_DEBT>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_38,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Nợ phải trả dài hạn — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_39,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_39,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_EQUITY>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_39,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Vốn chủ sở hữu — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_40,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ khác — toàn thị trường,Nợ khác — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_40,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ khác — toàn thị trường,Nợ khác — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_OTHER_LIAB>' (QLKD_O5); Reporting Period Code = <quý chọn>
K_QLKD_40,Dashboard Tổng quan công ty chứng khoán toàn thị trường,Nợ khác — toàn thị trường,Nợ khác — toàn thị trường,Block 10 — Biểu đồ Cơ cấu nguồn vốn toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Member Object Type Dimension Id,FILTER,Classification Dim (scheme SCMS_MEMBER_OBJECT_TYPE) = SECURITIES_COMPANY
K_QLKD_41,Dashboard Giám sát tình hình hoạt động của CTCK toàn thị trường,Vốn điều lệ (Vốn góp CSH) — toàn thị trường,Vốn điều lệ (Vốn góp CSH) — toàn thị trường,Block 11 — Cơ cấu vốn chủ sở hữu toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Cell Value,MEASURE,"SUM(CAST(""Cell Value"" AS DECIMAL(20,2))) / 1e12 — Nghìn tỷ VNĐ"
K_QLKD_41,Dashboard Giám sát tình hình hoạt động của CTCK toàn thị trường,Vốn điều lệ (Vốn góp CSH) — toàn thị trường,Vốn điều lệ (Vốn góp CSH) — toàn thị trường,Block 11 — Cơ cấu vốn chủ sở hữu toàn thị trường,Chỉ tiêu cơ sở,SCMS,Fact Securities Company Member Report Value,Report Metadata Dimension Id,FILTER,JOIN Report Metadata Dim — Cell Code = '<BCTC_CHARTER_CAPITAL>' (QLKD_O5); Reporting Period Code = <quý chọn>
