kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic,silver_entity,silver_attribute
K_NHNCK_19,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch VN,Số NHN độ tuổi 41–50 quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 41–50,Securities Practitioner,Date Of Birth
K_NHNCK_19,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch VN,Số NHN độ tuổi 41–50 quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = VN,Securities Practitioner,Nationality Code
K_NHNCK_19,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch VN,Số NHN độ tuổi 41–50 quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_20,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch VN,Số NHN độ tuổi 50+ quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_20,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch VN,Số NHN độ tuổi 50+ quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 50+,Securities Practitioner,Date Of Birth
K_NHNCK_20,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch VN,Số NHN độ tuổi 50+ quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = VN,Securities Practitioner,Nationality Code
K_NHNCK_20,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch VN,Số NHN độ tuổi 50+ quốc tịch VN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_21,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 18–21 quốc tịch Nước ngoài,Số NHN độ tuổi 18–21 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_21,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 18–21 quốc tịch Nước ngoài,Số NHN độ tuổi 18–21 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 18–21,Securities Practitioner,Date Of Birth
K_NHNCK_21,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 18–21 quốc tịch Nước ngoài,Số NHN độ tuổi 18–21 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = Nước ngoài,Securities Practitioner,Nationality Code
K_NHNCK_21,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 18–21 quốc tịch Nước ngoài,Số NHN độ tuổi 18–21 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_22,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 22–30 quốc tịch Nước ngoài,Số NHN độ tuổi 22–30 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_22,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 22–30 quốc tịch Nước ngoài,Số NHN độ tuổi 22–30 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 22–30,Securities Practitioner,Date Of Birth
K_NHNCK_22,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 22–30 quốc tịch Nước ngoài,Số NHN độ tuổi 22–30 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = Nước ngoài,Securities Practitioner,Nationality Code
K_NHNCK_22,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 22–30 quốc tịch Nước ngoài,Số NHN độ tuổi 22–30 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_23,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 31–40 quốc tịch Nước ngoài,Số NHN độ tuổi 31–40 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_23,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 31–40 quốc tịch Nước ngoài,Số NHN độ tuổi 31–40 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 31–40,Securities Practitioner,Date Of Birth
K_NHNCK_23,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 31–40 quốc tịch Nước ngoài,Số NHN độ tuổi 31–40 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = Nước ngoài,Securities Practitioner,Nationality Code
K_NHNCK_23,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 31–40 quốc tịch Nước ngoài,Số NHN độ tuổi 31–40 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_24,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch Nước ngoài,Số NHN độ tuổi 41–50 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_24,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch Nước ngoài,Số NHN độ tuổi 41–50 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 41–50,Securities Practitioner,Date Of Birth
K_NHNCK_24,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch Nước ngoài,Số NHN độ tuổi 41–50 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = Nước ngoài,Securities Practitioner,Nationality Code
K_NHNCK_24,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 41–50 quốc tịch Nước ngoài,Số NHN độ tuổi 41–50 quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_25,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch Nước ngoài,Số NHN độ tuổi 50+ quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,MEASURE,COUNT DISTINCT,Securities Practitioner,Practitioner Id
K_NHNCK_25,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch Nước ngoài,Số NHN độ tuổi 50+ quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,FILTER,Age group = 50+,Securities Practitioner,Date Of Birth
K_NHNCK_25,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch Nước ngoài,Số NHN độ tuổi 50+ quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,FILTER,Nationality = Nước ngoài,Securities Practitioner,Nationality Code
K_NHNCK_25,Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Biểu đồ Phân bổ theo độ tuổi và quốc tịch,Số lượng NHN 50+ quốc tịch Nước ngoài,Số NHN độ tuổi 50+ quốc tịch Nước ngoài,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= last day of selected year,,ETL derived
K_NHNCK_26,Dashboard Tra cứu hồ sơ 360,Họ tên,Thông tin tra cứu: Họ tên,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Full Name,MEASURE,SELECT Full Name,Securities Practitioner,Full Name
K_NHNCK_26,Dashboard Tra cứu hồ sơ 360,Họ tên,Thông tin tra cứu: Họ tên,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_26,Dashboard Tra cứu hồ sơ 360,Họ tên,Thông tin tra cứu: Họ tên,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_27,Dashboard Tra cứu hồ sơ 360,Ngày sinh,Thông tin tra cứu: Ngày sinh,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,MEASURE,SELECT Date Of Birth,Securities Practitioner,Date Of Birth
K_NHNCK_27,Dashboard Tra cứu hồ sơ 360,Ngày sinh,Thông tin tra cứu: Ngày sinh,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_27,Dashboard Tra cứu hồ sơ 360,Ngày sinh,Thông tin tra cứu: Ngày sinh,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_28,Dashboard Tra cứu hồ sơ 360,Tuổi,Thông tin tra cứu: Tuổi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Date Of Birth,MEASURE,SELECT Date Of Birth,Securities Practitioner,Date Of Birth
K_NHNCK_28,Dashboard Tra cứu hồ sơ 360,Tuổi,Thông tin tra cứu: Tuổi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_28,Dashboard Tra cứu hồ sơ 360,Tuổi,Thông tin tra cứu: Tuổi,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_29,Dashboard Tra cứu hồ sơ 360,Quốc tịch,Thông tin tra cứu: Quốc tịch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Nationality Code,MEASURE,SELECT Nationality Code,Securities Practitioner,Nationality Code
K_NHNCK_29,Dashboard Tra cứu hồ sơ 360,Quốc tịch,Thông tin tra cứu: Quốc tịch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_29,Dashboard Tra cứu hồ sơ 360,Quốc tịch,Thông tin tra cứu: Quốc tịch,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_30,Dashboard Tra cứu hồ sơ 360,Số định danh cá nhân/ Số hộ chiếu,Thông tin tra cứu: Số định danh cá nhân/ Số hộ chiếu,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Dimension,Identification Number,MEASURE,SELECT Identification Number,Securities Practitioner,Identification Number
K_NHNCK_30,Dashboard Tra cứu hồ sơ 360,Số định danh cá nhân/ Số hộ chiếu,Thông tin tra cứu: Số định danh cá nhân/ Số hộ chiếu,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_30,Dashboard Tra cứu hồ sơ 360,Số định danh cá nhân/ Số hộ chiếu,Thông tin tra cứu: Số định danh cá nhân/ Số hộ chiếu,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_31,Dashboard Tra cứu hồ sơ 360,Nơi công tác hiện tại,Thông tin tra cứu: Nơi công tác hiện tại,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Organization Reference Dimension,Organization Name,MEASURE,SELECT Organization Name,Securities Practitioner Organization Employment Report,Securities Organization Id
K_NHNCK_31,Dashboard Tra cứu hồ sơ 360,Nơi công tác hiện tại,Thông tin tra cứu: Nơi công tác hiện tại,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_31,Dashboard Tra cứu hồ sơ 360,Nơi công tác hiện tại,Thông tin tra cứu: Nơi công tác hiện tại,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_32,Dashboard Tra cứu hồ sơ 360,Loại CCHN,Thông tin tra cứu: Loại CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name,Classification Value,CERTIFICATE_TYPE
K_NHNCK_32,Dashboard Tra cứu hồ sơ 360,Loại CCHN,Thông tin tra cứu: Loại CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_32,Dashboard Tra cứu hồ sơ 360,Loại CCHN,Thông tin tra cứu: Loại CCHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_33,Dashboard Tra cứu hồ sơ 360,Trạng thái NHNCK,Thông tin tra cứu: Trạng thái NHNCK,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Consolidated Status Code,MEASURE,SELECT Practitioner Consolidated Status Code,,ETL derived
K_NHNCK_33,Dashboard Tra cứu hồ sơ 360,Trạng thái NHNCK,Thông tin tra cứu: Trạng thái NHNCK,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_33,Dashboard Tra cứu hồ sơ 360,Trạng thái NHNCK,Thông tin tra cứu: Trạng thái NHNCK,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_34,Dashboard Mạng lưới của NHNCK,Đơn vị công tác,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Organization Reference Dimension,Organization Name,MEASURE,SELECT Organization Name,Securities Organization Reference,Organization Name
K_NHNCK_34,Dashboard Mạng lưới của NHNCK,Đơn vị công tác,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Dimension Id,JOIN_KEY,FK → Securities Organization Reference Dimension,,
K_NHNCK_34,Dashboard Mạng lưới của NHNCK,Đơn vị công tác,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_34,Dashboard Mạng lưới của NHNCK,Đơn vị công tác,Tên tổ chức nơi NHN công tác,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_35,Dashboard Mạng lưới của NHNCK,Chức vụ / vai trò,Chức vụ NHN tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Organization Reports Dimension,Position Name,MEASURE,SELECT Position Name,Securities Practitioner Organization Employment Report,Position Name
K_NHNCK_35,Dashboard Mạng lưới của NHNCK,Chức vụ / vai trò,Chức vụ NHN tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_35,Dashboard Mạng lưới của NHNCK,Chức vụ / vai trò,Chức vụ NHN tại tổ chức,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_36,Dashboard Mạng lưới của NHNCK,Họ tên người liên quan,Họ và tên người liên quan của NHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Related Party Full Name,MEASURE,SELECT Related Party Full Name,Securities Practitioner Related Party,Related Party Full Name
K_NHNCK_36,Dashboard Mạng lưới của NHNCK,Họ tên người liên quan,Họ và tên người liên quan của NHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_36,Dashboard Mạng lưới của NHNCK,Họ tên người liên quan,Họ và tên người liên quan của NHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_36,Dashboard Mạng lưới của NHNCK,Họ tên người liên quan,Họ và tên người liên quan của NHN,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Snapshot Date,FILTER,= latest,,ETL derived
K_NHNCK_37,Dashboard Mạng lưới của NHNCK,Mối quan hệ,Loại quan hệ gia đình (Vợ/Chồng/Con/Bố/Mẹ/Ông/Bà),Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name (via Relationship Type Dimension Id),Classification Value,RELATIONSHIP_TYPE
K_NHNCK_37,Dashboard Mạng lưới của NHNCK,Mối quan hệ,Loại quan hệ gia đình (Vợ/Chồng/Con/Bố/Mẹ/Ông/Bà),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Relationship Type Dimension Id,JOIN_KEY,FK → Classification Dimension,,
K_NHNCK_37,Dashboard Mạng lưới của NHNCK,Mối quan hệ,Loại quan hệ gia đình (Vợ/Chồng/Con/Bố/Mẹ/Ông/Bà),Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_38,Dashboard Mạng lưới của NHNCK,Đơn vị công tác NLQ,Nơi làm việc của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Workplace Name,MEASURE,SELECT Workplace Name,Securities Practitioner Related Party,Workplace Name
K_NHNCK_38,Dashboard Mạng lưới của NHNCK,Đơn vị công tác NLQ,Nơi làm việc của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_38,Dashboard Mạng lưới của NHNCK,Đơn vị công tác NLQ,Nơi làm việc của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_39,Dashboard Mạng lưới của NHNCK,Chức vụ NLQ,Nghề nghiệp của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Occupation Name,MEASURE,SELECT Occupation Name,Securities Practitioner Related Party,Occupation Name
K_NHNCK_39,Dashboard Mạng lưới của NHNCK,Chức vụ NLQ,Nghề nghiệp của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_39,Dashboard Mạng lưới của NHNCK,Chức vụ NLQ,Nghề nghiệp của người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_40,Dashboard Hồ sơ & Danh mục của NHNCK,Tên DN niêm yết,Tên DN niêm yết nơi NHN có vai trò,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Organization Reference Dimension,Organization Name,MEASURE,SELECT Organization Name,Securities Organization Reference,Organization Name
K_NHNCK_40,Dashboard Hồ sơ & Danh mục của NHNCK,Tên DN niêm yết,Tên DN niêm yết nơi NHN có vai trò,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Dimension Id,JOIN_KEY,FK → Securities Organization Reference Dimension,,
K_NHNCK_40,Dashboard Hồ sơ & Danh mục của NHNCK,Tên DN niêm yết,Tên DN niêm yết nơi NHN có vai trò,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_41,Dashboard Hồ sơ & Danh mục của NHNCK,Vai trò,Vai trò tại DN niêm yết,Dashboard,Chỉ tiêu cơ sở,NHNCK,Organization Reports Dimension,Position Name,MEASURE,SELECT Position Name,Securities Practitioner Organization Employment Report,Position Name
K_NHNCK_41,Dashboard Hồ sơ & Danh mục của NHNCK,Vai trò,Vai trò tại DN niêm yết,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_41,Dashboard Hồ sơ & Danh mục của NHNCK,Vai trò,Vai trò tại DN niêm yết,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Employment Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_42,Dashboard Hồ sơ & Danh mục của NHNCK,Trạng thái,Trạng thái công tác: ACTIVE / INACTIVE,Dashboard,Chỉ tiêu phái sinh,NHNCK,Organization Reports Dimension,Is Current Flag,MEASURE,TRUE → ACTIVE / FALSE → INACTIVE,Securities Practitioner Organization Employment Report,Termination Date
K_NHNCK_42,Dashboard Hồ sơ & Danh mục của NHNCK,Trạng thái,Trạng thái công tác: ACTIVE / INACTIVE,Dashboard,Chỉ tiêu phái sinh,NHNCK,Fact Practitioner Employment Snapshot,Organization Reports Dimension Id,JOIN_KEY,FK → Organization Reports Dimension,,
K_NHNCK_43,Dashboard Hồ sơ & Danh mục của NHNCK,Số lượng CP sở hữu,Số cổ phiếu sở hữu tại DN niêm yết (O4: chờ source VSD/GSDC),Dashboard,Chỉ tiêu cơ sở,NHNCK,⚠ O4,⚠ O4,MEASURE,Chờ cross-module data,,
K_NHNCK_44,Dashboard Hồ sơ & Danh mục của NHNCK,Họ và tên NLQ,Họ và tên người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Securities Practitioner Related Party Dimension,Related Party Full Name,MEASURE,SELECT Related Party Full Name,Securities Practitioner Related Party,Related Party Full Name
K_NHNCK_44,Dashboard Hồ sơ & Danh mục của NHNCK,Họ và tên NLQ,Họ và tên người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Related Party Dimension Id,JOIN_KEY,FK → Securities Practitioner Related Party Dimension,,
K_NHNCK_44,Dashboard Hồ sơ & Danh mục của NHNCK,Họ và tên NLQ,Họ và tên người liên quan,Dashboard,Chỉ tiêu cơ sở,NHNCK,Fact Practitioner Relationship Snapshot,Practitioner Dimension Id,JOIN_KEY,FK → Securities Practitioner Dimension,Securities Practitioner,Practitioner Id
K_NHNCK_45,Dashboard Hồ sơ & Danh mục của NHNCK,Mối quan hệ,Loại quan hệ gia đình,Dashboard,Chỉ tiêu cơ sở,NHNCK,Classification Dimension,Classification Name,MEASURE,SELECT Classification Name (via Relationship Type Dimension Id),Classification Value,RELATIONSHIP_TYPE
